ID|name|赛季|球队|场次|首发|时间|投篮|命中率|三分|命中率|罚球|命中率|篮板|助攻|抢断|盖帽|失误|犯规|得分
10116|肖恩-利文斯顿(Shaun Livingston)|2009|奇才|26|18|25.6|3.8-7.1|53.5%|0.0-0.2|0.0%|1.6-1.8|87.5%|2.2|4.5|0.46|0.35|1.92|2.00|9.2
10116|肖恩-利文斯顿(Shaun Livingston)|2010|山猫|73|0|17.3|2.5-5.4|46.6%|0.0-0.1|25.0%|1.5-1.7|86.4%|2.0|2.2|0.64|0.40|1.21|1.49|6.6
10116|肖恩-利文斯顿(Shaun Livingston)|2011|雄鹿|58|27|18.8|2.2-4.7|46.9%|0.0-0.1|66.7%|1.1-1.4|78.5%|2.1|2.1|0.47|0.34|1.14|1.36|5.5
10116|肖恩-利文斯顿(Shaun Livingston)|2012|汇总|66|16|22.0|2.5-5.2|48.0%|0.0-0.1|0.0%|1.3-1.5|86.7%|2.4|3.3|0.73|0.47|1.15|1.92|6.3
10116|肖恩-利文斯顿(Shaun Livingston)|2012|奇才|17|4|18.8|1.4-3.9|36.4%|0.0-0.2|0.0%|0.9-0.9|100.0%|2.2|2.2|0.65|0.12|1.00|1.29|3.7
10116|肖恩-利文斯顿(Shaun Livingston)|2012|骑士|49|12|23.2|2.9-5.7|50.7%|0.0-0.0|0.0%|1.4-1.7|84.3%|2.5|3.6|0.76|0.59|1.20|2.14|7.2
10116|肖恩-利文斯顿(Shaun Livingston)|2013|篮网|76|54|26.0|3.1-6.4|48.3%|0.0-0.1|16.7%|2.1-2.5|82.7%|3.2|3.2|1.22|0.41|1.38|2.26|8.3
10117|马利斯-斯贝茨(Marreese Speights)|2008|76人|79|2|16.0|3.2-6.4|50.2%|0.0-0.1|25.0%|1.3-1.7|77.3%|3.7|0.4|0.34|0.71|0.58|2.29|7.7
10117|马利斯-斯贝茨(Marreese Speights)|2009|76人|62|1|16.4|3.4-7.2|47.7%|0.0-0.1|0.0%|1.7-2.3|74.5%|4.1|0.6|0.47|0.55|0.82|2.45|8.6
10117|马利斯-斯贝茨(Marreese Speights)|2010|76人|64|1|11.5|2.2-4.5|49.5%|0.0-0.1|25.0%|0.9-1.1|75.3%|3.3|0.5|0.12|0.30|0.62|1.88|5.4
10117|马利斯-斯贝茨(Marreese Speights)|2011|灰熊|60|54|22.4|3.7-8.1|45.3%|0.0-0.1|0.0%|1.4-1.8|77.1%|6.2|0.8|0.35|0.48|1.23|2.45|8.8
10117|马利斯-斯贝茨(Marreese Speights)|2012|汇总|79|3|16.5|3.3-7.4|44.5%|0.0-0.1|30.0%|1.7-2.2|77.1%|4.9|0.6|0.30|0.67|1.01|2.22|8.3
10117|马利斯-斯贝茨(Marreese Speights)|2012|灰熊|40|2|14.5|2.6-6.2|42.9%|0.1-0.1|40.0%|1.2-1.7|71.6%|4.7|0.5|0.25|0.68|0.88|2.15|6.5
10117|马利斯-斯贝茨(Marreese Speights)|2012|骑士|39|1|18.5|3.9-8.6|45.7%|0.0-0.1|20.0%|2.2-2.8|80.6%|5.1|0.7|0.36|0.67|1.15|2.28|10.2
10117|马利斯-斯贝茨(Marreese Speights)|2013|勇士|79|3|12.4|2.5-5.6|44.1%|0.1-0.4|25.8%|1.4-1.7|82.1%|3.7|0.4|0.13|0.43|0.84|1.87|6.4
10118|克莱-汤普森(Klay Thompson)|2011|勇士|66|29|24.4|4.8-10.9|44.3%|1.7-4.1|41.4%|1.2-1.4|86.8%|2.4|2.0|0.74|0.30|1.56|2.35|12.5
10118|克莱-汤普森(Klay Thompson)|2012|勇士|82|82|35.8|6.2-14.7|42.2%|2.6-6.4|40.1%|1.6-1.9|84.1%|3.7|2.2|1.05|0.55|1.91|2.89|16.6
10118|克莱-汤普森(Klay Thompson)|2013|勇士|81|81|35.4|6.9-15.5|44.4%|2.8-6.6|41.7%|1.8-2.3|79.5%|3.1|2.2|0.91|0.46|1.67|2.89|18.4
10119|哈里森-巴恩斯(Harrison Barnes)|2012|勇士|81|81|25.4|3.4-7.8|43.9%|0.6-1.8|35.9%|1.8-2.3|75.8%|4.1|1.2|0.64|0.17|1.25|1.73|9.2
10119|哈里森-巴恩斯(Harrison Barnes)|2013|勇士|78|24|28.3|3.5-8.7|39.9%|0.8-2.4|34.7%|1.7-2.3|71.8%|4.0|1.5|0.83|0.26|1.08|2.03|9.5
10120|布兰登-拉什(Brandon Rush)|2008|步行者|75|19|24.0|3.2-7.7|42.3%|1.0-2.8|37.3%|0.6-0.9|69.7%|3.1|0.9|0.51|0.49|1.00|1.71|8.1
10120|布兰登-拉什(Brandon Rush)|2009|步行者|82|64|30.4|3.6-8.6|42.3%|1.5-3.7|41.1%|0.7-1.1|62.9%|4.2|1.4|0.68|0.79|1.13|1.94|9.4
10120|布兰登-拉什(Brandon Rush)|2010|步行者|67|21|26.2|3.2-7.7|42.1%|1.4-3.3|41.7%|1.2-1.6|75.5%|3.2|0.9|0.61|0.52|1.03|1.60|9.1
10120|布兰登-拉什(Brandon Rush)|2011|勇士|65|1|26.4|3.6-7.2|50.1%|1.5-3.4|45.2%|1.0-1.3|79.3%|3.9|1.4|0.54|0.89|1.05|0.98|9.8
10120|布兰登-拉什(Brandon Rush)|2012|勇士|2|0|12.5|3.0-4.5|66.7%|0.0-1.0|0.0%|1.0-1.5|66.7%|0.5|1.0|0.00|0.00|1.50|2.50|7.0
10120|布兰登-拉什(Brandon Rush)|2013|爵士|38|0|11.0|0.8-2.4|33.3%|0.4-1.2|34.0%|0.1-0.1|60.0%|1.2|0.6|0.13|0.24|0.53|0.82|2.1
10121|费斯图斯-埃泽利(Festus Ezeli)|2012|勇士|78|41|14.4|0.9-2.2|43.8%|0.0-0.0|0.0%|0.6-1.0|53.1%|4.0|0.3|0.29|0.95|0.81|2.01|2.4
10122|内马尼亚-内多维奇(Nemanja Nedovic)|2013|勇士|24|0|5.9|0.3-1.6|20.5%|0.1-0.8|16.7%|0.3-0.3|87.5%|0.6|0.5|0.00|0.04|0.54|0.54|1.1
10123|德雷蒙德-格林(Draymond Green)|2012|勇士|79|1|13.4|1.1-3.3|32.7%|0.2-0.8|20.9%|0.6-0.7|81.8%|3.3|0.7|0.53|0.32|0.65|2.01|2.9
10123|德雷蒙德-格林(Draymond Green)|2013|勇士|82|12|21.9|2.3-5.6|40.7%|0.7-2.0|33.3%|1.0-1.5|66.7%|5.0|1.9|1.24|0.88|1.11|2.82|6.2
10124|奥格年-库兹米奇(Ognjen Kuzmic)|2013|勇士|21|0|4.4|0.2-0.6|38.5%|0.0-0.0|0.0%|0.2-0.5|45.5%|1.0|0.1|0.14|0.19|0.48|0.81|0.7
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2003|太阳|70|46|21.4|3.0-6.7|44.7%|1.2-3.0|39.5%|0.7-0.9|77.0%|1.8|2.4|1.33|0.10|1.71|2.63|7.9
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2004|太阳|63|6|17.3|2.7-5.6|47.5%|0.8-2.2|36.7%|0.9-1.1|79.7%|2.1|2.0|0.48|0.11|1.38|2.02|7.0
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2005|太阳|57|11|27.9|4.8-9.9|48.1%|1.5-3.4|44.4%|1.9-2.6|75.5%|2.6|2.8|0.84|0.11|1.56|2.54|13.1
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2006|太阳|80|18|32.7|6.6-13.9|47.6%|2.4-5.5|43.4%|2.5-2.9|84.5%|2.7|4.0|1.20|0.19|1.82|2.62|18.1
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2007|太阳|82|12|29.5|5.8-12.5|46.2%|2.0-5.1|38.9%|2.1-2.6|82.2%|2.8|2.6|0.91|0.22|1.43|2.38|15.6
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2008|太阳|70|11|24.4|5.2-10.8|48.2%|1.3-3.4|37.5%|2.4-2.8|88.1%|2.6|2.3|1.17|0.10|1.33|1.64|14.2
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2009|太阳|44|5|17.9|3.5-8.3|42.5%|1.0-3.1|32.4%|1.5-1.7|87.7%|1.6|1.5|0.52|0.27|1.05|1.61|9.5
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2010|猛龙|58|0|24.1|5.1-11.3|45.0%|1.2-3.7|33.8%|1.9-2.4|79.6%|1.7|2.1|0.86|0.10|1.45|1.93|13.3
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2011|汇总|64|0|21.6|4.2-10.0|42.5%|1.0-2.7|38.2%|1.6-1.9|81.5%|2.0|1.5|0.88|0.11|1.47|2.11|11.1
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2011|猛龙|42|0|22.5|4.7-10.8|43.6%|1.0-2.6|36.0%|1.8-2.2|83.5%|1.9|1.5|0.86|0.17|1.62|2.40|12.2
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2011|步行者|22|0|19.8|3.3-8.3|39.9%|1.1-2.7|42.4%|1.1-1.5|75.8%|2.2|1.5|0.91|0.00|1.18|1.55|8.9
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2012|凯尔特人|41|2|12.5|2.0-4.7|43.0%|0.4-1.1|38.3%|0.8-1.0|75.6%|1.1|1.4|0.41|0.15|0.51|1.24|5.2
10125|莱昂德罗-巴博萨(Leandro Barbosa)|2013|太阳|20|0|18.4|2.8-6.5|42.7%|0.3-1.2|28.0%|1.6-1.9|79.5%|1.9|1.6|0.35|0.20|0.95|1.50|7.5
10126|贾斯汀-霍勒迪(Justin Holiday)|2012|76人|9|0|15.8|1.8-5.3|33.3%|0.4-1.8|25.0%|0.7-0.9|75.0%|1.6|1.7|0.33|0.67|1.00|0.78|4.7
10127|科比-布莱恩特(Kobe Bryant)|1996|湖人|71|6|15.5|2.5-5.9|41.7%|0.7-1.9|37.5%|1.9-2.3|81.9%|1.9|1.3|0.69|0.32|1.58|1.44|7.6
10127|科比-布莱恩特(Kobe Bryant)|1997|湖人|79|1|26.0|4.9-11.6|42.8%|0.9-2.8|34.1%|4.6-5.8|79.4%|3.1|2.5|0.94|0.51|1.99|2.28|15.4
10127|科比-布莱恩特(Kobe Bryant)|1998|湖人|50|50|37.9|7.2-15.6|46.5%|0.5-2.0|26.7%|4.9-5.8|83.9%|5.3|3.8|1.44|1.00|3.14|3.06|19.9
10127|科比-布莱恩特(Kobe Bryant)|1999|湖人|66|62|38.2|8.4-17.9|46.8%|0.7-2.2|31.9%|5.0-6.1|82.1%|6.3|4.9|1.61|0.94|2.76|3.33|22.5
10127|科比-布莱恩特(Kobe Bryant)|2000|湖人|68|68|40.9|10.3-22.2|46.4%|0.9-2.9|30.5%|7.0-8.2|85.3%|5.9|5.0|1.68|0.63|3.24|3.26|28.5
10127|科比-布莱恩特(Kobe Bryant)|2001|湖人|80|80|38.3|9.4-20.0|46.9%|0.4-1.6|25.0%|6.1-7.4|82.9%|5.5|5.5|1.48|0.44|2.79|2.85|25.2
10127|科比-布莱恩特(Kobe Bryant)|2002|湖人|82|82|41.5|10.6-23.5|45.1%|1.5-4.0|38.3%|7.3-8.7|84.3%|6.9|5.9|2.21|0.82|3.51|2.66|30.0
10127|科比-布莱恩特(Kobe Bryant)|2003|湖人|65|64|37.6|7.9-18.1|43.8%|1.1-3.3|32.7%|7.0-8.2|85.2%|5.5|5.1|1.72|0.43|2.63|2.71|24.0
10127|科比-布莱恩特(Kobe Bryant)|2004|湖人|66|66|40.7|8.7-20.1|43.3%|2.0-5.9|33.9%|8.2-10.1|81.6%|5.9|6.0|1.30|0.80|4.09|2.64|27.6
10127|科比-布莱恩特(Kobe Bryant)|2005|湖人|80|80|41.0|12.2-27.2|45.0%|2.2-6.5|34.7%|8.7-10.2|85.0%|5.3|4.5|1.84|0.38|3.12|2.91|35.4
10127|科比-布莱恩特(Kobe Bryant)|2006|湖人|77|77|40.8|10.6-22.8|46.3%|1.8-5.2|34.4%|8.7-10.0|86.8%|5.7|5.4|1.44|0.47|3.31|2.66|31.6
10127|科比-布莱恩特(Kobe Bryant)|2007|湖人|82|82|38.9|9.5-20.6|45.9%|1.8-5.1|36.1%|7.6-9.0|84.0%|6.3|5.4|1.84|0.49|3.13|2.77|28.3
10127|科比-布莱恩特(Kobe Bryant)|2008|湖人|82|82|36.1|9.8-20.9|46.7%|1.4-4.1|35.1%|5.9-6.9|85.6%|5.2|4.9|1.46|0.45|2.56|2.30|26.8
10127|科比-布莱恩特(Kobe Bryant)|2009|湖人|73|73|38.8|9.8-21.5|45.6%|1.4-4.1|32.9%|6.0-7.4|81.1%|5.4|5.0|1.55|0.27|3.19|2.56|27.0
10127|科比-布莱恩特(Kobe Bryant)|2010|湖人|82|82|33.9|9.0-20.0|45.1%|1.4-4.3|32.3%|5.9-7.1|82.8%|5.1|4.7|1.21|0.15|2.96|2.10|25.3
10127|科比-布莱恩特(Kobe Bryant)|2011|湖人|58|58|38.5|9.9-23.0|43.0%|1.5-4.9|30.3%|6.6-7.8|84.5%|5.4|4.6|1.19|0.31|3.52|1.81|27.9
10127|科比-布莱恩特(Kobe Bryant)|2012|湖人|78|78|38.6|9.5-20.4|46.3%|1.7-5.2|32.4%|6.7-8.0|83.9%|5.6|6.0|1.36|0.32|3.68|2.22|27.3
10127|科比-布莱恩特(Kobe Bryant)|2013|湖人|6|6|29.5|5.2-12.2|42.5%|0.5-2.7|18.8%|3.0-3.5|85.7%|4.3|6.3|1.17|0.17|5.67|1.50|13.8
10128|史蒂夫-纳什(Steve Nash)|1996|太阳|65|2|10.5|1.1-2.7|42.3%|0.4-0.8|41.8%|0.6-0.8|82.4%|1.0|2.1|0.31|0.00|0.97|1.42|3.3
10128|史蒂夫-纳什(Steve Nash)|1997|太阳|76|9|21.9|3.5-7.7|45.9%|1.1-2.6|41.5%|1.0-1.1|86.0%|2.1|3.4|0.83|0.05|1.29|1.91|9.1
10128|史蒂夫-纳什(Steve Nash)|1998|小牛|40|40|31.7|2.9-7.8|36.3%|1.2-3.3|37.4%|0.9-1.1|82.6%|2.9|5.5|0.93|0.05|2.08|2.45|7.9
10128|史蒂夫-纳什(Steve Nash)|1999|小牛|56|27|27.4|3.1-6.5|47.7%|1.1-2.7|40.3%|1.3-1.5|88.2%|2.2|4.9|0.66|0.05|1.82|2.18|8.6
10128|史蒂夫-纳什(Steve Nash)|2000|小牛|70|70|34.1|5.5-11.3|48.7%|1.3-3.1|40.6%|3.3-3.7|89.5%|3.2|7.3|1.03|0.07|2.93|2.26|15.6
10128|史蒂夫-纳什(Steve Nash)|2001|小牛|82|82|34.6|6.4-13.3|48.3%|1.9-4.2|45.5%|3.2-3.6|88.7%|3.1|7.7|0.65|0.05|2.79|2.00|17.9
10128|史蒂夫-纳什(Steve Nash)|2002|小牛|82|82|33.1|6.3-13.6|46.5%|1.4-3.3|41.3%|3.8-4.1|90.9%|2.9|7.3|1.04|0.07|2.34|1.63|17.7
10128|史蒂夫-纳什(Steve Nash)|2003|小牛|78|78|33.5|5.1-10.8|47.0%|1.3-3.3|40.5%|2.9-3.2|91.6%|3.0|8.8|0.86|0.10|2.68|1.78|14.5
10128|史蒂夫-纳什(Steve Nash)|2004|太阳|75|75|34.3|5.7-11.4|50.2%|1.3-2.9|43.1%|2.8-3.2|88.7%|3.3|11.5|0.99|0.08|3.27|1.81|15.5
10128|史蒂夫-纳什(Steve Nash)|2005|太阳|79|79|35.4|6.8-13.4|51.2%|1.9-4.3|43.9%|3.3-3.5|92.1%|4.2|10.5|0.77|0.15|3.49|1.52|18.8
10128|史蒂夫-纳什(Steve Nash)|2006|太阳|76|76|35.3|6.8-12.8|53.2%|2.1-4.5|45.5%|2.9-3.2|89.9%|3.5|11.6|0.75|0.08|3.78|1.54|18.6
10128|史蒂夫-纳什(Steve Nash)|2007|太阳|81|81|34.3|6.0-11.9|50.4%|2.2-4.7|47.0%|2.7-3.0|90.6%|3.5|11.1|0.65|0.06|3.64|1.40|16.9
10128|史蒂夫-纳什(Steve Nash)|2008|太阳|74|74|33.6|5.8-11.5|50.3%|1.5-3.3|43.9%|2.6-2.8|93.3%|3.0|9.7|0.74|0.14|3.35|1.46|15.7
10128|史蒂夫-纳什(Steve Nash)|2009|太阳|81|81|32.8|6.2-12.2|50.7%|1.5-3.6|42.6%|2.6-2.8|93.8%|3.3|11.0|0.52|0.15|3.64|1.33|16.5
10128|史蒂夫-纳什(Steve Nash)|2010|太阳|75|75|33.3|5.3-10.8|49.2%|1.1-2.7|39.5%|3.0-3.3|91.2%|3.5|11.4|0.64|0.05|3.53|1.16|14.7
10128|史蒂夫-纳什(Steve Nash)|2011|太阳|62|62|31.6|4.8-9.0|53.2%|0.9-2.3|39.0%|2.0-2.3|89.4%|3.0|10.7|0.61|0.13|3.69|0.85|12.5
10128|史蒂夫-纳什(Steve Nash)|2012|湖人|50|50|32.5|4.7-9.5|49.7%|1.1-2.6|43.8%|2.1-2.3|92.2%|2.8|6.7|0.60|0.10|2.52|1.40|12.7
10128|史蒂夫-纳什(Steve Nash)|2013|湖人|15|10|20.9|2.4-6.3|38.3%|0.5-1.6|33.3%|1.5-1.6|91.7%|1.9|5.7|0.47|0.13|2.07|1.20|6.8
10129|乔丹-希尔(Jordan Hill)|2009|汇总|47|0|13.3|2.1-4.3|49.3%|0.0-0.0|0.0%|1.0-1.4|67.6%|3.7|0.4|0.30|0.45|0.64|1.96|5.2
10129|乔丹-希尔(Jordan Hill)|2009|尼克斯|24|0|10.5|1.7-3.8|44.6%|0.0-0.1|0.0%|0.6-0.9|71.4%|2.5|0.3|0.42|0.38|0.50|1.54|4.0
10129|乔丹-希尔(Jordan Hill)|2009|火箭|23|0|16.2|2.5-4.7|53.2%|0.0-0.0|0.0%|1.3-2.0|66.0%|5.0|0.6|0.17|0.52|0.78|2.39|6.4
10129|乔丹-希尔(Jordan Hill)|2010|火箭|72|11|15.6|2.4-4.9|49.1%|0.0-0.0|0.0%|0.8-1.2|70.6%|4.2|0.4|0.19|0.72|0.86|2.18|5.6
10129|乔丹-希尔(Jordan Hill)|2011|汇总|39|8|14.1|2.1-4.2|49.7%|0.0-0.1|0.0%|0.8-1.2|63.8%|4.8|0.4|0.36|0.69|0.79|1.82|5.0
10129|乔丹-希尔(Jordan Hill)|2011|火箭|32|7|14.7|2.1-4.2|50.4%|0.0-0.1|0.0%|0.8-1.2|64.1%|4.8|0.4|0.28|0.66|0.75|1.88|5.0
10129|乔丹-希尔(Jordan Hill)|2011|湖人|7|1|11.7|2.0-4.3|46.7%|0.0-0.0|0.0%|0.7-1.1|62.5%|4.4|0.3|0.71|0.86|1.00|1.57|4.7
10129|乔丹-希尔(Jordan Hill)|2012|湖人|29|1|15.8|2.7-5.3|49.7%|0.0-0.1|0.0%|1.4-2.1|65.6%|5.7|0.4|0.28|0.66|0.90|1.90|6.7
10129|乔丹-希尔(Jordan Hill)|2013|湖人|72|32|20.8|4.0-7.2|54.9%|0.0-0.0|0.0%|1.7-2.5|68.5%|7.4|0.8|0.40|0.89|1.04|2.39|9.7
10130|林书豪(Jeremy Lin)|2010|勇士|29|0|9.8|1.0-2.5|38.9%|0.0-0.2|20.0%|0.7-0.9|76.0%|1.2|1.4|1.14|0.31|0.62|1.07|2.6
10130|林书豪(Jeremy Lin)|2011|尼克斯|35|25|26.9|4.9-10.9|44.6%|0.7-2.1|32.0%|4.2-5.2|79.8%|3.1|6.2|1.57|0.26|3.60|2.23|14.6
10130|林书豪(Jeremy Lin)|2012|火箭|82|82|32.2|4.8-10.9|44.1%|1.1-3.1|33.9%|2.6-3.4|78.5%|3.0|6.1|1.63|0.35|2.88|2.50|13.4
10130|林书豪(Jeremy Lin)|2013|火箭|71|33|28.9|4.2-9.3|44.6%|1.2-3.2|35.8%|3.1-3.7|82.3%|2.6|4.1|0.96|0.38|2.48|2.34|12.5
10131|尼克-杨(Nick Young)|2007|奇才|75|2|15.4|2.8-6.4|43.9%|0.5-1.3|40.0%|1.3-1.7|81.5%|1.5|0.8|0.47|0.09|1.25|1.73|7.5
10131|尼克-杨(Nick Young)|2008|奇才|82|5|22.4|4.1-9.2|44.4%|0.7-2.0|34.1%|2.0-2.4|85.0%|1.8|1.2|0.48|0.24|1.12|1.71|10.9
10131|尼克-杨(Nick Young)|2009|奇才|74|23|19.2|3.1-7.5|41.8%|0.9-2.3|40.6%|1.4-1.8|80.0%|1.4|0.6|0.38|0.11|0.76|1.99|8.6
10131|尼克-杨(Nick Young)|2010|奇才|64|40|31.8|6.4-14.6|44.1%|1.6-4.2|38.7%|2.9-3.6|81.6%|2.7|1.2|0.70|0.27|1.41|2.25|17.4
10131|尼克-杨(Nick Young)|2011|汇总|62|35|27.9|5.1-12.6|40.3%|1.7-4.5|36.5%|2.3-2.7|85.2%|2.1|0.9|0.71|0.27|1.34|2.27|14.2
10131|尼克-杨(Nick Young)|2011|奇才|40|32|30.3|6.0-14.8|40.6%|1.8-4.9|37.1%|2.8-3.2|86.2%|2.4|1.1|0.75|0.28|1.48|2.25|16.6
10131|尼克-杨(Nick Young)|2011|快船|22|3|23.5|3.5-8.8|39.4%|1.4-3.9|35.3%|1.5-1.8|82.1%|1.6|0.5|0.64|0.27|1.09|2.32|9.7
10131|尼克-杨(Nick Young)|2012|76人|59|17|23.9|3.8-9.2|41.3%|1.3-3.6|35.7%|1.8-2.2|82.0%|2.2|1.4|0.61|0.24|0.85|1.42|10.6
10131|尼克-杨(Nick Young)|2013|湖人|64|9|28.3|6.0-13.9|43.5%|2.1-5.5|38.6%|3.7-4.5|82.5%|2.6|1.5|0.72|0.19|1.48|2.44|17.9
10132|卡洛斯-布泽尔(Carlos Boozer)|2002|骑士|81|54|25.3|4.1-7.6|53.6%|0.0-0.0|0.0%|1.8-2.4|77.1%|7.5|1.3|0.73|0.62|1.27|2.77|10.0
10132|卡洛斯-布泽尔(Carlos Boozer)|2003|骑士|75|75|34.6|6.3-12.0|52.3%|0.0-0.1|16.7%|2.9-3.8|76.8%|11.4|2.0|0.99|0.73|1.79|2.65|15.5
10132|卡洛斯-布泽尔(Carlos Boozer)|2004|爵士|51|51|34.7|7.1-13.6|52.1%|0.0-0.0|0.0%|3.7-5.3|69.8%|9.0|2.8|0.80|0.47|2.69|3.51|17.8
10132|卡洛斯-布泽尔(Carlos Boozer)|2005|爵士|33|19|31.1|6.6-12.1|54.9%|0.0-0.0|0.0%|3.0-4.2|72.3%|8.6|2.7|0.91|0.24|2.09|3.18|16.3
10132|卡洛斯-布泽尔(Carlos Boozer)|2006|爵士|74|74|34.6|8.7-15.6|56.1%|0.0-0.0|0.0%|3.4-5.0|68.5%|11.7|3.0|0.95|0.28|2.62|2.93|20.9
10132|卡洛斯-布泽尔(Carlos Boozer)|2007|爵士|81|81|34.9|8.8-16.0|54.7%|0.0-0.0|0.0%|3.6-4.9|73.8%|10.4|2.9|1.23|0.51|2.59|3.62|21.1
10132|卡洛斯-布泽尔(Carlos Boozer)|2008|爵士|37|37|32.4|6.8-13.8|49.0%|0.0-0.0|0.0%|2.6-3.8|69.8%|10.4|2.1|1.05|0.19|2.14|3.57|16.2
10132|卡洛斯-布泽尔(Carlos Boozer)|2009|爵士|78|78|34.3|7.9-14.1|56.2%|0.0-0.0|0.0%|3.7-4.9|74.2%|11.2|3.2|1.08|0.46|2.72|3.46|19.5
10132|卡洛斯-布泽尔(Carlos Boozer)|2010|公牛|59|59|31.9|7.3-14.3|51.0%|0.0-0.0|0.0%|2.9-4.1|70.1%|9.6|2.5|0.76|0.31|2.53|3.15|17.5
10132|卡洛斯-布泽尔(Carlos Boozer)|2011|公牛|66|66|29.5|6.8-12.8|53.2%|0.0-0.0|0.0%|1.4-2.1|69.3%|8.5|1.9|0.95|0.36|1.74|2.55|15.0
10132|卡洛斯-布泽尔(Carlos Boozer)|2012|公牛|79|79|32.2|6.9-14.4|47.7%|0.0-0.0|0.0%|2.4-3.3|73.1%|9.8|2.3|0.84|0.35|2.23|3.03|16.2
10132|卡洛斯-布泽尔(Carlos Boozer)|2013|公牛|76|76|28.2|5.9-12.9|45.6%|0.0-0.0|0.0%|1.9-2.5|76.7%|8.3|1.6|0.70|0.29|2.03|2.84|13.7
10134|韦恩-艾灵顿(Wayne Ellington)|2009|森林狼|76|1|18.2|2.5-5.9|42.4%|0.8-2.1|39.5%|0.8-0.9|87.1%|2.1|1.0|0.26|0.07|0.97|0.95|6.6
10134|韦恩-艾灵顿(Wayne Ellington)|2010|森林狼|62|8|19.0|2.6-6.4|40.3%|0.8-2.0|39.7%|0.7-0.9|79.2%|1.7|1.2|0.45|0.05|0.85|1.37|6.6
10134|韦恩-艾灵顿(Wayne Ellington)|2011|森林狼|51|4|19.1|2.4-5.9|40.4%|0.7-2.1|32.4%|0.6-0.8|80.0%|1.9|0.6|0.51|0.20|0.51|1.10|6.1
10134|韦恩-艾灵顿(Wayne Ellington)|2012|汇总|78|21|21.3|2.9-6.8|42.7%|1.2-3.1|39.2%|0.9-1.0|90.7%|2.1|1.3|0.58|0.04|0.73|1.04|7.9
10134|韦恩-艾灵顿(Wayne Ellington)|2012|灰熊|40|4|16.9|2.0-5.0|40.7%|1.0-2.4|42.3%|0.4-0.4|93.8%|1.3|1.1|0.40|0.03|0.60|0.95|5.5
10134|韦恩-艾灵顿(Wayne Ellington)|2012|骑士|38|17|25.9|3.8-8.7|43.9%|1.4-3.8|37.1%|1.4-1.6|89.8%|3.0|1.6|0.76|0.05|0.87|1.13|10.4
10134|韦恩-艾灵顿(Wayne Ellington)|2013|小牛|45|1|8.7|1.2-2.8|43.7%|0.6-1.3|42.4%|0.2-0.2|90.9%|1.0|0.4|0.36|0.04|0.24|0.73|3.2
10135|瑞安-凯利(Ryan Kelly)|2013|湖人|59|25|22.2|2.7-6.3|42.3%|0.8-2.4|33.8%|1.9-2.3|81.5%|3.7|1.6|0.54|0.76|0.80|2.49|8.0
10136|罗尼-普莱斯(Ronnie Price)|2005|国王|29|0|5.2|0.7-2.0|36.2%|0.2-0.9|22.2%|0.4-0.4|100.0%|0.5|0.4|0.21|0.00|0.34|0.34|2.1
10136|罗尼-普莱斯(Ronnie Price)|2006|国王|58|1|9.7|1.2-3.0|39.0%|0.4-1.1|32.3%|0.6-0.9|67.3%|1.2|0.8|0.48|0.07|0.57|1.10|3.3
10136|罗尼-普莱斯(Ronnie Price)|2007|爵士|61|3|9.6|1.4-3.3|43.1%|0.4-1.2|34.7%|0.4-0.6|68.4%|0.8|1.3|0.52|0.05|0.49|1.36|3.7
10136|罗尼-普莱斯(Ronnie Price)|2008|爵士|52|17|14.2|1.5-3.9|37.9%|0.4-1.2|31.1%|0.7-0.9|75.6%|1.3|2.1|0.75|0.10|1.17|1.42|4.0
10136|罗尼-普莱斯(Ronnie Price)|2009|爵士|60|4|13.4|1.6-4.0|40.5%|0.3-1.1|28.6%|0.7-1.0|69.5%|1.2|2.0|0.67|0.22|0.93|1.82|4.2
10136|罗尼-普莱斯(Ronnie Price)|2010|爵士|59|0|12.2|1.3-3.6|35.2%|0.3-1.2|29.0%|0.5-0.7|74.4%|1.0|0.9|0.71|0.08|0.93|1.80|3.3
10136|罗尼-普莱斯(Ronnie Price)|2011|太阳|36|8|14.4|1.4-3.6|37.7%|0.4-1.2|29.5%|0.6-0.7|80.0%|1.6|1.9|0.94|0.08|1.28|2.00|3.6
10136|罗尼-普莱斯(Ronnie Price)|2012|开拓者|39|0|13.1|1.0-3.1|32.5%|0.3-1.0|25.6%|0.4-0.6|70.8%|1.1|1.9|0.67|0.08|0.87|1.56|2.7
10136|罗尼-普莱斯(Ronnie Price)|2013|魔术|31|2|12.2|0.9-3.0|30.4%|0.3-1.4|20.9%|0.3-0.4|69.2%|1.4|2.1|0.81|0.06|0.84|1.61|2.4
