ID|name|赛季|球队|场次|首发|时间|投篮|命中率|三分|命中率|罚球|命中率|篮板|助攻|抢断|盖帽|失误|犯规|得分
10190|德里克-费弗斯(Derrick Favors)|2011|爵士|65|9|21.2|3.4-6.8|49.9%|0.0-0.0|0.0%|1.9-3.0|64.9%|6.5|0.7|0.58|1.00|1.58|2.23|8.8
10190|德里克-费弗斯(Derrick Favors)|2012|爵士|77|8|23.2|3.6-7.4|48.2%|0.0-0.1|0.0%|2.3-3.4|68.8%|7.1|1.0|0.87|1.69|1.68|3.21|9.4
10190|德里克-费弗斯(Derrick Favors)|2013|爵士|73|73|30.2|5.3-10.2|52.2%|0.0-0.0|0.0%|2.6-3.9|66.9%|8.7|1.2|1.03|1.48|1.77|3.23|13.3
10191|埃内斯-坎特(Enes Kanter)|2011|爵士|66|0|13.2|1.8-3.6|49.6%|0.0-0.0|0.0%|1.1-1.6|66.7%|4.2|0.1|0.27|0.35|0.82|1.32|4.6
10191|埃内斯-坎特(Enes Kanter)|2012|爵士|70|2|15.4|2.9-5.4|54.4%|0.0-0.0|100.0%|1.3-1.7|79.5%|4.3|0.4|0.40|0.46|1.44|1.66|7.2
10191|埃内斯-坎特(Enes Kanter)|2013|爵士|80|37|26.7|5.2-10.7|49.1%|0.0-0.0|0.0%|1.9-2.5|73.0%|7.5|0.9|0.35|0.53|1.80|2.88|12.3
10192|特雷沃-布克(Trevor Booker)|2010|奇才|65|14|16.4|2.1-3.9|54.9%|0.0-0.0|0.0%|1.0-1.6|67.3%|3.9|0.5|0.45|0.65|0.58|1.77|5.3
10192|特雷沃-布克(Trevor Booker)|2011|奇才|50|32|25.2|3.6-6.8|53.1%|0.0-0.0|50.0%|1.1-1.9|60.2%|6.5|0.8|0.96|0.86|1.16|2.76|8.4
10192|特雷沃-布克(Trevor Booker)|2012|奇才|48|14|18.5|2.2-4.6|49.1%|0.0-0.1|0.0%|0.8-1.5|55.6%|5.0|0.8|0.67|0.33|0.65|1.98|5.3
10192|特雷沃-布克(Trevor Booker)|2013|奇才|72|45|21.6|3.1-5.6|55.1%|0.0-0.0|0.0%|0.7-1.1|61.8%|5.3|0.9|0.57|0.62|0.81|1.82|6.8
10194|史蒂夫-诺瓦克(Steve Novak)|2006|火箭|35|1|5.5|0.5-1.4|36.0%|0.4-1.1|33.3%|0.1-0.1|100.0%|0.7|0.2|0.14|0.00|0.11|0.60|1.5
10194|史蒂夫-诺瓦克(Steve Novak)|2007|火箭|35|0|7.5|1.4-2.9|48.0%|1.0-2.0|47.9%|0.1-0.1|75.0%|1.0|0.2|0.06|0.09|0.11|0.49|3.9
10194|史蒂夫-诺瓦克(Steve Novak)|2008|快船|71|3|16.4|2.5-5.6|44.4%|1.7-4.0|41.6%|0.3-0.3|91.3%|1.8|0.6|0.28|0.07|0.32|1.00|6.9
10194|史蒂夫-诺瓦克(Steve Novak)|2009|快船|54|0|6.7|0.8-2.0|38.9%|0.4-1.3|31.0%|0.1-0.2|77.8%|0.6|0.1|0.13|0.04|0.04|0.39|2.1
10194|史蒂夫-诺瓦克(Steve Novak)|2010|汇总|30|0|7.2|1.2-2.2|52.2%|0.9-1.5|56.5%|0.3-0.3|100.0%|0.9|0.1|0.03|0.17|0.13|0.47|3.5
10194|史蒂夫-诺瓦克(Steve Novak)|2010|小牛|7|0|2.6|0.6-1.1|50.0%|0.4-0.6|75.0%|0.0-0.0|0.0%|0.7|0.0|0.00|0.00|0.00|0.43|1.6
10194|史蒂夫-诺瓦克(Steve Novak)|2010|马刺|23|0|8.6|1.3-2.6|52.5%|1.0-1.8|54.8%|0.3-0.3|100.0%|1.0|0.1|0.04|0.22|0.17|0.48|4.0
10194|史蒂夫-诺瓦克(Steve Novak)|2011|尼克斯|54|0|18.9|3.0-6.2|47.8%|2.5-5.2|47.2%|0.4-0.5|84.6%|1.9|0.2|0.30|0.17|0.39|1.09|8.8
10194|史蒂夫-诺瓦克(Steve Novak)|2012|尼克斯|81|1|20.3|2.2-5.3|41.4%|1.8-4.3|42.5%|0.4-0.4|90.9%|1.9|0.4|0.35|0.10|0.15|1.20|6.6
10194|史蒂夫-诺瓦克(Steve Novak)|2013|猛龙|54|1|10.0|1.1-2.7|41.1%|1.0-2.3|42.6%|0.1-0.1|100.0%|1.1|0.2|0.22|0.07|0.09|0.81|3.3
10195|亚历克-伯克斯(Alec Burks)|2011|爵士|59|0|15.9|2.6-6.1|42.9%|0.3-0.8|33.3%|1.8-2.4|72.7%|2.2|0.9|0.46|0.08|0.86|1.42|7.2
10195|亚历克-伯克斯(Alec Burks)|2012|爵士|64|0|17.8|2.5-6.1|42.0%|0.5-1.4|35.9%|1.4-2.0|71.3%|2.3|1.4|0.55|0.20|1.16|1.78|7.0
10195|亚历克-伯克斯(Alec Burks)|2013|爵士|78|12|28.1|4.9-10.7|45.7%|0.6-1.8|35.0%|3.6-4.8|74.8%|3.3|2.7|0.88|0.18|1.91|2.44|14.0
10196|特雷-伯克(Trey Burke)|2013|爵士|70|68|32.3|4.9-12.8|38.0%|1.6-4.8|33.0%|1.5-1.6|90.3%|3.0|5.7|0.60|0.09|1.87|2.07|12.8
10197|杰里米-埃文斯(Jeremy Evans)|2010|爵士|49|3|9.4|1.6-2.3|66.1%|0.0-0.0|0.0%|0.5-0.8|70.3%|2.0|0.5|0.35|0.35|0.39|1.02|3.6
10197|杰里米-埃文斯(Jeremy Evans)|2011|爵士|29|0|7.5|0.9-1.4|64.3%|0.0-0.0|0.0%|0.3-0.6|50.0%|1.7|0.4|0.21|0.83|0.17|0.79|2.1
10197|杰里米-埃文斯(Jeremy Evans)|2012|爵士|37|0|5.8|0.7-1.2|61.4%|0.0-0.0|0.0%|0.6-0.9|63.6%|1.6|0.3|0.22|0.35|0.22|0.81|2.0
10197|杰里米-埃文斯(Jeremy Evans)|2013|爵士|66|4|18.3|2.7-5.0|52.7%|0.0-0.0|0.0%|0.8-1.1|68.0%|4.7|0.7|0.64|0.70|0.61|2.11|6.1
10199|鲁迪-戈贝尔(Rudy Gobert)|2013|爵士|45|0|9.6|0.8-1.6|48.6%|0.0-0.0|0.0%|0.7-1.4|49.2%|3.4|0.2|0.18|0.91|0.71|1.27|2.3
10200|卡里克-费利克斯(Carrick Felix)|2013|骑士|7|0|5.4|1.0-2.0|50.0%|0.3-0.7|40.0%|0.4-0.6|75.0%|0.9|0.6|0.00|0.00|0.57|0.57|2.7
10201|伊恩-克拉克(Ian Clark)|2013|爵士|23|0|7.5|1.1-2.9|38.8%|0.5-1.3|35.5%|0.2-0.3|71.4%|0.8|0.7|0.35|0.09|0.61|1.04|3.0
10202|图雷-默里(Toure&#039; Murry)|2013|尼克斯|51|0|7.3|1.1-2.5|43.4%|0.1-0.2|41.7%|0.5-0.8|59.0%|0.9|1.0|0.37|0.02|0.67|0.90|2.7
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2006|开拓者|63|22|22.1|3.8-7.6|50.3%|0.0-0.0|0.0%|1.3-1.8|72.2%|5.0|0.4|0.35|1.16|0.68|2.95|9.0
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2007|开拓者|76|76|34.9|7.4-15.3|48.4%|0.0-0.1|14.3%|3.0-3.9|76.2%|7.6|1.6|0.72|1.24|1.66|3.16|17.8
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2008|开拓者|81|81|37.1|7.4-15.3|48.4%|0.1-0.3|25.0%|3.2-4.1|78.1%|7.5|1.9|0.95|0.95|1.49|2.56|18.1
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2009|开拓者|78|78|37.5|7.4-15.0|49.5%|0.1-0.2|31.3%|2.9-3.9|75.7%|8.0|2.1|0.86|0.62|1.33|2.96|17.9
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2010|开拓者|81|81|39.6|8.7-17.5|50.0%|0.0-0.3|17.4%|4.3-5.5|79.1%|8.8|2.1|1.01|1.16|1.89|2.72|21.8
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2011|开拓者|55|55|36.3|8.8-17.1|51.2%|0.0-0.2|18.2%|4.1-5.0|81.4%|8.0|2.4|0.93|0.82|2.02|2.78|21.7
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2012|开拓者|74|74|37.7|8.6-17.8|48.4%|0.0-0.2|14.3%|3.8-4.7|81.0%|9.1|2.6|0.84|1.23|1.93|2.53|21.1
10204|拉马库斯-阿尔德里奇(LaMarcus Aldridge)|2013|开拓者|69|69|36.2|9.4-20.6|45.8%|0.0-0.2|20.0%|4.3-5.2|82.2%|11.1|2.6|0.91|0.99|1.78|2.13|23.2
10205|尼古拉斯-巴图姆(Nicolas Batum)|2008|开拓者|79|76|18.4|2.0-4.6|44.6%|0.8-2.1|36.9%|0.5-0.7|80.8%|2.8|0.9|0.63|0.51|0.63|1.76|5.4
10205|尼古拉斯-巴图姆(Nicolas Batum)|2009|开拓者|37|25|24.8|3.8-7.2|51.9%|1.5-3.6|40.9%|1.2-1.4|84.3%|3.8|1.2|0.65|0.68|0.73|2.24|10.1
10205|尼古拉斯-巴图姆(Nicolas Batum)|2010|开拓者|80|67|31.5|4.6-10.1|45.5%|1.5-4.3|34.5%|1.7-2.0|84.1%|4.5|1.5|0.85|0.61|1.04|2.42|12.4
10205|尼古拉斯-巴图姆(Nicolas Batum)|2011|开拓者|59|34|30.4|4.9-10.9|45.1%|1.8-4.6|39.1%|2.3-2.7|83.6%|4.6|1.4|0.97|1.02|1.53|1.78|13.9
10205|尼古拉斯-巴图姆(Nicolas Batum)|2012|开拓者|73|73|38.5|4.8-11.4|42.3%|2.3-6.1|37.2%|2.4-2.9|84.8%|5.6|4.9|1.25|1.14|2.60|1.90|14.3
10205|尼古拉斯-巴图姆(Nicolas Batum)|2013|开拓者|82|82|36.0|4.6-10.0|46.5%|1.8-4.9|36.1%|2.0-2.5|80.3%|7.5|5.1|0.91|0.70|2.54|1.90|13.0
10206|韦斯利-马修斯(Wesley Matthews)|2009|爵士|82|48|24.7|3.3-6.9|48.3%|0.8-2.0|38.2%|2.0-2.4|82.9%|2.3|1.5|0.78|0.18|1.13|1.85|9.4
10206|韦斯利-马修斯(Wesley Matthews)|2010|开拓者|82|69|33.6|5.4-11.9|44.9%|1.9-4.6|40.7%|3.2-3.8|84.4%|3.1|2.0|1.24|0.11|1.68|2.38|15.9
10206|韦斯利-马修斯(Wesley Matthews)|2011|开拓者|66|53|33.8|4.8-11.6|41.2%|2.0-5.1|38.3%|2.2-2.6|86.0%|3.4|1.7|1.45|0.23|1.11|2.24|13.7
10206|韦斯利-马修斯(Wesley Matthews)|2012|开拓者|69|69|34.8|5.1-11.7|43.6%|2.4-6.2|39.8%|2.2-2.7|79.7%|2.8|2.5|1.30|0.26|1.58|2.49|14.8
10206|韦斯利-马修斯(Wesley Matthews)|2013|开拓者|82|82|33.9|5.4-12.3|44.1%|2.5-6.2|39.3%|3.1-3.7|83.7%|3.5|2.4|0.93|0.17|1.34|2.15|16.4
10207|罗宾-洛佩斯(Robin Lopez)|2008|太阳|60|7|10.2|1.2-2.3|51.8%|0.0-0.0|0.0%|0.8-1.1|69.1%|2.0|0.1|0.18|0.68|0.47|1.62|3.1
10207|罗宾-洛佩斯(Robin Lopez)|2009|太阳|51|31|19.3|3.4-5.7|58.8%|0.0-0.0|0.0%|1.7-2.5|70.4%|4.9|0.1|0.20|1.04|0.80|2.29|8.4
10207|罗宾-洛佩斯(Robin Lopez)|2010|太阳|67|56|14.8|2.7-5.3|50.1%|0.0-0.0|0.0%|1.1-1.5|74.0%|3.2|0.1|0.27|0.67|0.72|2.13|6.4
10207|罗宾-洛佩斯(Robin Lopez)|2011|太阳|64|0|14.0|1.9-4.2|46.1%|0.0-0.0|0.0%|1.6-2.2|71.4%|3.3|0.3|0.28|0.94|0.67|2.00|5.4
10207|罗宾-洛佩斯(Robin Lopez)|2012|黄蜂|82|82|26.0|4.7-8.8|53.4%|0.0-0.0|0.0%|2.0-2.5|77.8%|5.6|0.8|0.39|1.56|1.34|2.04|11.3
10207|罗宾-洛佩斯(Robin Lopez)|2013|开拓者|82|82|31.8|4.3-7.9|55.1%|0.0-0.0|0.0%|2.4-3.0|81.8%|8.5|0.9|0.30|1.70|1.02|2.39|11.1
10208|克里斯-卡曼(Chris Kaman)|2003|快船|82|61|22.5|2.4-5.3|46.0%|0.0-0.0|0.0%|1.2-1.7|69.7%|5.6|1.0|0.28|0.89|1.89|2.57|6.1
10208|克里斯-卡曼(Chris Kaman)|2004|快船|63|50|25.9|3.9-7.9|49.7%|0.0-0.0|0.0%|1.3-1.9|66.1%|6.7|1.2|0.41|1.08|1.83|2.89|9.1
10208|克里斯-卡曼(Chris Kaman)|2005|快船|78|78|32.8|4.7-9.1|52.3%|0.0-0.0|0.0%|2.5-3.2|77.0%|9.6|1.0|0.58|1.38|2.26|3.45|11.9
10208|克里斯-卡曼(Chris Kaman)|2006|快船|75|66|29.0|3.9-8.7|45.1%|0.0-0.0|0.0%|2.2-3.0|74.1%|7.8|1.1|0.55|1.55|1.96|3.35|10.1
10208|克里斯-卡曼(Chris Kaman)|2007|快船|56|55|37.2|6.0-12.5|48.3%|0.0-0.1|0.0%|3.6-4.7|76.2%|12.7|1.9|0.59|2.77|2.93|3.20|15.7
10208|克里斯-卡曼(Chris Kaman)|2008|快船|31|24|29.7|5.2-9.8|52.8%|0.0-0.0|0.0%|1.6-2.4|68.0%|8.0|1.5|0.55|1.45|2.71|3.00|12.0
10208|克里斯-卡曼(Chris Kaman)|2009|快船|76|76|34.3|7.8-15.8|49.0%|0.0-0.1|0.0%|3.0-4.0|74.9%|9.3|1.6|0.49|1.24|2.93|2.80|18.5
10208|克里斯-卡曼(Chris Kaman)|2010|快船|32|15|26.2|5.5-11.8|47.1%|0.0-0.0|0.0%|1.3-1.8|75.4%|7.0|1.4|0.50|1.50|1.81|2.34|12.4
10208|克里斯-卡曼(Chris Kaman)|2011|黄蜂|47|33|29.2|5.7-12.7|44.6%|0.0-0.0|0.0%|1.8-2.3|78.5%|7.7|2.1|0.53|1.64|2.74|2.26|13.1
10208|克里斯-卡曼(Chris Kaman)|2012|小牛|66|52|20.7|4.7-9.3|50.7%|0.0-0.0|0.0%|1.0-1.3|78.8%|5.6|0.8|0.44|0.79|1.56|2.14|10.5
10208|克里斯-卡曼(Chris Kaman)|2013|湖人|39|13|18.9|4.5-8.9|50.9%|0.0-0.1|0.0%|1.3-1.7|76.5%|5.9|1.5|0.28|1.03|1.90|2.38|10.4
10209|托马斯-罗宾逊(Thomas Robinson)|2012|汇总|70|0|15.1|2.0-4.6|43.0%|0.0-0.0|0.0%|0.8-1.6|52.3%|4.5|0.7|0.59|0.37|1.26|1.77|4.8
10209|托马斯-罗宾逊(Thomas Robinson)|2012|国王|51|0|15.9|2.0-4.8|42.4%|0.0-0.0|0.0%|0.8-1.4|57.7%|4.7|0.7|0.49|0.41|1.27|1.86|4.8
10209|托马斯-罗宾逊(Thomas Robinson)|2012|火箭|19|0|13.0|1.8-4.1|44.9%|0.0-0.1|0.0%|0.8-2.0|42.1%|4.1|0.5|0.84|0.26|1.21|1.53|4.5
10209|托马斯-罗宾逊(Thomas Robinson)|2013|开拓者|70|0|12.5|2.0-4.2|48.1%|0.0-0.0|0.0%|0.8-1.4|56.4%|4.4|0.5|0.33|0.29|0.81|1.87|4.8
10210|达米安-利拉德(Damian Lillard)|2012|开拓者|82|82|38.6|6.7-15.7|42.9%|2.3-6.1|36.8%|3.3-3.9|84.4%|3.1|6.5|0.90|0.23|2.96|2.10|19.0
10210|达米安-利拉德(Damian Lillard)|2013|开拓者|82|82|35.8|6.7-15.9|42.4%|2.7-6.8|39.4%|4.5-5.2|87.1%|3.5|5.6|0.78|0.27|2.35|2.40|20.7
10211|多雷尔-赖特(Dorell Wright)|2004|热火|3|0|9.0|1.0-3.7|27.3%|0.0-1.3|0.0%|0.3-0.3|100.0%|0.3|1.0|1.33|0.00|1.00|0.67|2.3
10211|多雷尔-赖特(Dorell Wright)|2005|热火|20|2|6.6|1.0-2.1|46.5%|0.1-0.3|50.0%|0.8-0.8|88.2%|1.6|0.4|0.15|0.05|0.70|0.60|2.9
10211|多雷尔-赖特(Dorell Wright)|2006|热火|66|19|19.6|2.5-5.5|44.5%|0.1-0.5|14.7%|1.0-1.3|74.4%|4.1|1.4|0.62|0.70|0.98|1.70|6.0
10211|多雷尔-赖特(Dorell Wright)|2007|热火|44|34|25.1|3.2-6.7|48.8%|0.1-0.2|36.4%|1.3-1.6|82.6%|5.0|1.4|0.66|0.93|0.66|1.80|7.9
10211|多雷尔-赖特(Dorell Wright)|2008|热火|6|0|12.2|1.3-3.3|40.0%|0.0-0.0|0.0%|0.3-1.0|33.3%|3.3|0.3|0.33|0.00|1.00|1.33|3.0
10211|多雷尔-赖特(Dorell Wright)|2009|热火|72|1|20.8|2.7-5.8|46.3%|0.8-2.2|38.9%|0.8-1.0|88.4%|3.3|1.3|0.72|0.44|0.74|1.31|7.1
10211|多雷尔-赖特(Dorell Wright)|2010|勇士|82|82|38.4|5.9-14.0|42.3%|2.4-6.3|37.6%|2.2-2.8|78.9%|5.3|3.0|1.51|0.77|1.62|2.09|16.4
10211|多雷尔-赖特(Dorell Wright)|2011|勇士|61|61|27.0|3.6-8.6|42.2%|1.7-4.8|36.0%|1.3-1.6|81.6%|4.6|1.5|0.95|0.43|0.84|1.59|10.3
10211|多雷尔-赖特(Dorell Wright)|2012|76人|79|8|22.6|3.0-7.6|39.6%|1.7-4.6|37.4%|1.5-1.8|85.1%|3.8|1.9|0.78|0.44|0.81|1.24|9.2
10211|多雷尔-赖特(Dorell Wright)|2013|开拓者|68|13|14.5|1.6-4.4|37.4%|1.0-3.0|34.2%|0.8-1.0|75.4%|2.8|0.9|0.34|0.24|0.57|0.91|5.0
10212|乔尔-弗里兰(Joel Freeland)|2012|开拓者|51|1|9.4|1.1-2.8|40.8%|0.0-0.0|0.0%|0.4-0.5|66.7%|2.3|0.3|0.25|0.22|0.37|1.31|2.6
10212|乔尔-弗里兰(Joel Freeland)|2013|开拓者|52|0|14.0|1.5-3.1|47.5%|0.0-0.0|0.0%|0.4-0.6|69.0%|4.0|0.7|0.19|0.42|0.62|1.83|3.3
10213|CJ-麦科勒姆(C.J. McCollum)|2013|开拓者|38|0|12.5|1.9-4.7|41.6%|0.8-2.1|37.5%|0.6-0.9|67.6%|1.3|0.7|0.37|0.05|0.92|1.39|5.3
10214|迈耶斯-伦纳德(Meyers Leonard)|2012|开拓者|69|9|17.5|2.2-4.0|54.5%|0.0-0.1|42.9%|1.0-1.3|80.9%|3.7|0.5|0.16|0.55|0.71|2.43|5.5
10214|迈耶斯-伦纳德(Meyers Leonard)|2013|开拓者|40|0|8.9|1.0-2.3|45.1%|0.0-0.1|0.0%|0.4-0.5|76.2%|2.8|0.5|0.17|0.12|0.38|1.90|2.5
10215|史蒂夫-布雷克(Steve Blake)|2003|奇才|75|14|18.6|2.1-5.4|38.6%|1.0-2.7|37.1%|0.7-0.9|82.1%|1.6|2.8|0.76|0.09|1.71|1.33|5.9
10215|史蒂夫-布雷克(Steve Blake)|2004|奇才|44|1|14.7|1.4-4.2|32.8%|0.8-2.1|38.7%|0.8-0.9|80.5%|1.6|1.6|0.30|0.00|0.89|1.07|4.3
10215|史蒂夫-布雷克(Steve Blake)|2005|开拓者|68|57|26.2|3.0-6.9|43.8%|1.1-2.7|41.3%|1.1-1.3|79.1%|2.1|4.5|0.62|0.07|1.22|1.57|8.2
10215|史蒂夫-布雷克(Steve Blake)|2006|汇总|82|42|27.1|2.5-6.2|41.1%|0.8-2.5|32.2%|0.5-0.8|67.2%|2.1|5.0|0.74|0.10|1.57|1.48|6.4
10215|史蒂夫-布雷克(Steve Blake)|2006|雄鹿|33|2|17.7|1.4-3.9|34.9%|0.6-2.1|27.9%|0.3-0.6|55.0%|1.4|2.5|0.30|0.09|0.85|1.48|3.6
10215|史蒂夫-布雷克(Steve Blake)|2006|掘金|49|40|33.5|3.3-7.8|43.2%|1.0-2.9|34.3%|0.7-0.9|72.7%|2.5|6.6|1.04|0.10|2.06|1.47|8.3
10215|史蒂夫-布雷克(Steve Blake)|2007|开拓者|81|78|29.9|3.2-7.9|40.8%|1.5-3.7|40.6%|0.6-0.8|76.6%|2.4|5.1|0.68|0.05|1.40|1.64|8.5
10215|史蒂夫-布雷克(Steve Blake)|2008|开拓者|69|69|31.7|4.0-9.4|42.8%|2.0-4.8|42.7%|0.9-1.1|84.0%|2.5|5.0|1.00|0.06|1.57|1.83|11.0
10215|史蒂夫-布雷克(Steve Blake)|2009|汇总|80|38|27.0|2.7-6.5|41.6%|1.4-3.7|39.5%|0.5-0.6|75.0%|2.3|4.8|0.72|0.07|1.60|1.54|7.3
10215|史蒂夫-布雷克(Steve Blake)|2009|开拓者|51|28|27.4|2.8-7.0|40.3%|1.5-4.1|37.7%|0.5-0.6|75.0%|2.3|4.0|0.73|0.04|1.27|1.65|7.6
10215|史蒂夫-布雷克(Steve Blake)|2009|快船|29|10|26.3|2.6-5.8|44.3%|1.3-3.0|43.7%|0.4-0.6|75.0%|2.4|6.1|0.72|0.14|2.17|1.34|6.8
10215|史蒂夫-布雷克(Steve Blake)|2010|湖人|79|0|20.0|1.4-3.9|35.9%|0.9-2.4|37.8%|0.3-0.4|86.7%|2.0|2.2|0.51|0.04|0.92|1.25|4.0
10215|史蒂夫-布雷克(Steve Blake)|2011|湖人|53|5|23.3|1.9-5.1|37.7%|1.0-3.0|33.5%|0.4-0.5|77.8%|1.6|3.3|0.74|0.04|1.36|1.42|5.2
10215|史蒂夫-布雷克(Steve Blake)|2012|湖人|45|13|26.1|2.5-6.0|42.2%|1.6-3.8|42.1%|0.6-0.8|77.1%|2.9|3.8|0.76|0.13|1.38|1.84|7.3
10215|史蒂夫-布雷克(Steve Blake)|2013|汇总|55|28|27.2|2.4-6.4|37.7%|1.4-3.8|37.6%|0.6-0.8|76.7%|2.9|5.6|0.98|0.15|1.85|1.55|6.9
10215|史蒂夫-布雷克(Steve Blake)|2013|湖人|27|27|33.0|3.3-8.6|37.8%|1.9-4.9|39.7%|1.0-1.3|80.0%|3.8|7.6|1.26|0.07|2.63|1.81|9.5
10215|史蒂夫-布雷克(Steve Blake)|2013|勇士|28|1|21.7|1.6-4.3|37.5%|1.0-2.8|34.2%|0.2-0.3|62.5%|2.0|3.6|0.71|0.21|1.11|1.29|4.4
10216|维克托-克拉韦尔(Victor Claver)|2012|开拓者|49|16|16.6|1.5-3.9|39.2%|0.5-1.8|28.7%|0.3-0.6|46.7%|2.4|0.9|0.53|0.24|0.88|1.53|3.8
10216|维克托-克拉韦尔(Victor Claver)|2013|开拓者|21|0|8.8|0.8-2.0|40.5%|0.1-0.9|16.7%|0.5-0.5|90.9%|1.9|0.6|0.14|0.14|0.52|0.76|2.2
10217|达柳斯-莫里斯(Darius Morris)|2011|湖人|19|0|8.9|0.9-2.2|42.9%|0.2-0.5|44.4%|0.3-0.5|66.7%|0.8|1.1|0.11|0.00|1.00|0.84|2.4
10217|达柳斯-莫里斯(Darius Morris)|2012|湖人|48|17|14.2|1.5-3.9|38.8%|0.5-1.4|36.4%|0.5-0.8|64.9%|1.2|1.6|0.44|0.04|0.94|1.21|4.0
10217|达柳斯-莫里斯(Darius Morris)|2013|汇总|27|0|11.6|1.4-3.6|40.6%|0.4-1.4|31.6%|0.6-1.0|65.4%|1.0|1.6|0.48|0.00|1.00|1.22|4.0
10217|达柳斯-莫里斯(Darius Morris)|2013|76人|12|0|16.1|2.4-5.6|43.3%|0.8-2.0|41.7%|1.2-1.8|71.4%|1.1|2.6|0.67|0.00|1.58|1.75|6.9
10217|达柳斯-莫里斯(Darius Morris)|2013|快船|10|0|5.4|0.4-1.3|30.8%|0.0-0.7|0.0%|0.1-0.2|50.0%|0.5|0.5|0.20|0.00|0.20|0.90|0.9
10217|达柳斯-莫里斯(Darius Morris)|2013|灰熊|5|0|13.2|1.2-3.2|37.5%|0.4-1.4|28.6%|0.2-0.6|33.3%|1.6|1.6|0.60|0.00|1.20|0.60|3.0
10218|威尔-巴顿(Will Barton)|2012|开拓者|73|5|12.2|1.6-4.2|38.2%|0.1-0.9|13.8%|0.7-0.9|76.9%|2.0|0.8|0.47|0.12|0.82|0.77|4.0
10218|威尔-巴顿(Will Barton)|2013|开拓者|41|0|9.4|1.6-3.8|41.7%|0.2-0.8|30.3%|0.6-0.8|81.3%|1.8|0.8|0.22|0.17|0.44|0.76|4.0
10219|迪安特-加莱特(Diante Garrett)|2012|太阳|19|0|7.8|0.8-2.6|32.7%|0.2-0.8|20.0%|0.3-0.5|50.0%|0.8|1.6|0.53|0.00|0.84|0.26|2.1
10219|迪安特-加莱特(Diante Garrett)|2013|爵士|71|0|14.8|1.4-3.7|38.1%|0.5-1.4|37.5%|0.1-0.2|83.3%|1.4|1.7|0.58|0.07|1.06|1.06|3.5
10220|阿伦-克拉布(Allen Crabbe)|2013|开拓者|15|0|6.7|0.8-2.2|36.4%|0.4-0.9|42.9%|0.2-0.3|75.0%|0.6|0.4|0.13|0.07|0.20|0.67|2.2
10221|詹姆斯-萨瑟兰(James Southerland)|2013|汇总|4|0|7.5|1.2-3.8|33.3%|0.8-1.5|50.0%|0.2-0.5|50.0%|2.0|0.0|0.25|0.50|0.25|0.75|3.5
10221|詹姆斯-萨瑟兰(James Southerland)|2013|山猫|1|0|3.0|0.0-3.0|0.0%|0.0-1.0|0.0%|0.0-0.0|0.0%|0.0|0.0|0.00|0.00|0.00|0.00|0.0
10221|詹姆斯-萨瑟兰(James Southerland)|2013|鹈鹕|3|0|9.0|1.7-4.0|41.7%|1.0-1.7|60.0%|0.3-0.7|50.0%|2.7|0.0|0.33|0.67|0.33|1.00|4.7
10222|尼古拉-佩科维奇(Nikola Pekovic)|2010|森林狼|65|11|13.6|2.1-4.0|51.7%|0.0-0.0|0.0%|1.3-1.8|76.3%|3.0|0.4|0.28|0.54|1.40|2.78|5.5
10222|尼古拉-佩科维奇(Nikola Pekovic)|2011|森林狼|47|35|26.9|5.4-9.7|56.4%|0.0-0.0|0.0%|3.0-4.0|74.3%|7.4|0.7|0.62|0.66|1.85|2.09|13.9
10222|尼古拉-佩科维奇(Nikola Pekovic)|2012|森林狼|62|62|31.6|6.2-12.0|52.0%|0.0-0.0|0.0%|3.9-5.2|74.4%|8.8|0.9|0.69|0.81|1.63|2.31|16.3
10222|尼古拉-佩科维奇(Nikola Pekovic)|2013|森林狼|54|54|30.8|7.0-13.0|54.1%|0.0-0.0|0.0%|3.4-4.6|74.7%|8.7|0.9|0.56|0.43|1.56|2.39|17.5
10223|赛迪斯-杨(Thaddeus Young)|2007|76人|74|22|21.0|3.6-6.6|53.9%|0.1-0.3|31.6%|1.0-1.4|73.8%|4.2|0.8|0.99|0.11|0.86|1.70|8.2
10223|赛迪斯-杨(Thaddeus Young)|2008|76人|75|71|34.4|6.3-12.8|49.5%|0.7-2.2|34.1%|1.9-2.5|73.5%|5.0|1.1|1.33|0.31|1.57|2.20|15.3
10223|赛迪斯-杨(Thaddeus Young)|2009|76人|67|45|32.0|5.7-12.1|47.0%|0.7-2.1|34.8%|1.7-2.5|69.1%|5.2|1.4|1.21|0.22|1.88|1.99|13.8
10223|赛迪斯-杨(Thaddeus Young)|2010|76人|82|1|26.0|5.6-10.3|54.1%|0.1-0.3|27.3%|1.5-2.1|70.7%|5.3|1.0|1.10|0.32|1.21|2.07|12.7
10223|赛迪斯-杨(Thaddeus Young)|2011|76人|63|1|27.9|5.5-10.9|50.7%|0.0-0.1|25.0%|1.8-2.3|77.1%|5.2|1.2|1.02|0.65|0.87|2.02|12.8
