ID|name|website|profile|heigh|position|weight|birth|team|school|xuanxiu|born|salary|contract|regular race|season race
10106|Hedo Turkogl|http://g.hupu.com/nba/players/hedoturkoglu-681.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/681.jpg|2.08|F|100|453|洛杉矶快船||2000年第1轮第16顺位|土耳其|140|1年140万，2015年夏天到期|17|10
10107|Glen Davi|http://g.hupu.com/nba/players/glendavis-1366.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1366.jpg|2.06|F/C|131|371|洛杉矶快船|路易斯安那州立大学|2007年第2轮第5顺位|美国|122|1年底薪，2014/7/20签，2015夏到期|9|6
10108|Jared Cunningha|http://g.hupu.com/nba/players/jaredcunningham-3661.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3661_423.png|1.93|G|88|307|洛杉矶快船|俄勒冈州立大学|2012年第1轮第24顺位|美国|120|4年583万，2012/7/21签，2016夏到期，14&amp;15夏球队选项|4|0
10109|Reggie Bulloc|http://g.hupu.com/nba/players/reggiebullock-4806.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4806.jpg|2.01|G/F|93|309|洛杉矶快船|北卡罗莱纳大学|2013年第1轮第25顺位|美国|120|4年585万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10110|C.J. Wilco|http://g.hupu.com/nba/players/cjwilcox-4949.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4949_801.jpg|1.96|SG|88|312|洛杉矶快船|华盛顿大学|2014年第1轮第28顺位|美国|110|4年566万，2014/7/12签，2018夏到期，16&amp;17夏球队选项|0|0
10111|Chris Douglas-Robert|http://g.hupu.com/nba/players/chrisdouglasroberts-3033.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3033_657.jpg|2.01|G/F|95|359|洛杉矶快船|孟菲斯大学|2008年第2轮第10顺位|美国|66|1年底薪，2013/12/10签，2014夏到期|5|1
10112|David Le|http://g.hupu.com/nba/players/davidlee-1032.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1032.jpg|2.06|F/C|111|404|金州勇士|佛罗里达大学|2005年第1轮第30顺位|美国|1501|6年7954万，2010/7/9签，2016夏到期|9|2
10113|Andrew Bogu|http://g.hupu.com/nba/players/andrewbogut-1031.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1031.jpg|2.13|C|118|385|金州勇士|犹他大学|2005年第1轮第1顺位|澳大利亚|1297|3年3600万，2013/10/26签，2014夏生效，2017夏到期|9|2
10114|Andre Iguodal|http://g.hupu.com/nba/players/andreiguodala-642.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/642_996.jpg|1.98|G/F|98|395|金州勇士|亚利桑那大学|2004年第1轮第9顺位|美国|1228|4年4800万，2013/7/10签，2017夏到期|10|7
10115|Stephen Curr|http://g.hupu.com/nba/players/stephencurry-3311.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3311.jpg|1.91|G|86|345|金州勇士|戴维森学院|2009年第1轮第7顺位|美国|1062|4年4400万，2012/11/1签，2013夏生效，2017夏到期|5|2
10116|Shaun Livingsto|http://g.hupu.com/nba/players/shaunlivingston-623.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/623_556.jpg|2.01|G|83|375|金州勇士||2004年第1轮第4顺位|美国|530|3年1663万，2014/7/10签，2017夏到期★16-17赛季薪金只有300万受保障|15|2
10117|Marreese Speight|http://g.hupu.com/nba/players/marreesespeights-3050.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3050_165.jpg|2.08|F/C|116|352|金州勇士|佛罗里达大学|2008年第1轮第16顺位|美国|365|3年1100万，2013/7/13签，2016夏到期，2015球队选项|8|4
10118|Klay Thompso|http://g.hupu.com/nba/players/klaythompson-3564.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3564.jpg|2.01|G/F|98|322|金州勇士|华盛顿州立大学|2011年第1轮第11顺位|美国|307|4年1010万美元，2011/12/13签，2015夏到期|3|2
10119|Harrison Barne|http://g.hupu.com/nba/players/harrisonbarnes-3644.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3644.jpg|2.03|F|102|295|金州勇士|北卡罗莱纳大学|2012年第1轮第7顺位|美国|304|4年1264万，2012/7/4签，2016夏到期，2015夏球队选项|2|2
10120|Brandon Rus|http://g.hupu.com/nba/players/brandonrush-3031.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3031_390.png|1.98|SG|100|377|金州勇士|堪萨斯大学|2008年第1轮第13顺位|美国|114|2年底薪，2014/7/23签，2016夏到期，2015夏球员选项|6|1
10121|Festus Ezel|http://g.hupu.com/nba/players/festusezeli-3667.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3667.jpg|2.11|C|120|326|金州勇士|范德堡大学|2012年第1轮第30顺位|尼日利亚|111|4年521万，2012/7/8签，2016到期，2015夏球队选项|1|1
10122|Nemanja Nedovi|http://g.hupu.com/nba/players/nemanjanedovic-4797.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4797.jpg|1.91|G|89|306|金州勇士||2013年第1轮第30顺位|南斯拉夫|110|4年539万，2013/7/9签，2017夏到期，15&amp;16夏球队选项|1|1
10123|Draymond Gree|http://g.hupu.com/nba/players/draymondgreen-3672.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3672.jpg|2.01|SF|104|321|金州勇士|密歇根州立大学|2012年第2轮第5顺位|美国|91|3年264万，2012/7/31签，2015夏到期★14-15赛季部分保障|2|2
10124|Ognjen Kuzmi|http://g.hupu.com/nba/players/ognjenkuzmic-4872.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4872.jpg|2.13|C|114|319|金州勇士||2012年第2轮第22顺位|南斯拉夫|81|2年底薪，2013/9/28签，2015夏到期|1|1
10125|Leandro Barbos|http://g.hupu.com/nba/players/leandrobarbosa-183.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/183_450.png|1.91|G|88|409|金州勇士||2003年第1轮第28顺位|巴西|5|10天合同，2014/1/19签|13|6
10126|Justin Holida|http://g.hupu.com/nba/players/justinholiday-3741.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3741_709.png|1.98|SF|84|332|金州勇士|华盛顿大学||美国|0|1年底薪，2013/10/1签，2014夏到期★无保障合同|1|0
10127|Kobe Bryan|http://g.hupu.com/nba/players/kobebryant-151.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/151.jpg|1.98|G|96|460|洛杉矶湖人||1996年第1轮第13顺位|美国|2350|2年4850万，2013/11/25续签，2014夏生效，2016夏到期★合同包括15%交易保证金★拥有不可交易条款|18|15
10128|Steve Nas|http://g.hupu.com/nba/players/stevenash-514.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/514.jpg|1.91|PG|82|514|洛杉矶湖人|圣克拉拉大学|1996年第1轮第15顺位|南非|970|3年2790万，2012/7/11签，2015夏到期★合同包括15%交易保证金|18|12
10129|Jordan Hil|http://g.hupu.com/nba/players/jordanhill-3305.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3305_354.jpg|2.08|F/C|107|353|洛杉矶湖人|亚利桑那大学|2009年第1轮第8顺位|美国|900|2年1800万，2014/7/24签，2016夏到期，2015夏球队选项|9|2
10130|Jeremy Li|http://g.hupu.com/nba/players/jeremylin-3513.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3513_756.png|1.91|G|91|340|洛杉矶湖人|哈佛大学||美国|837|3年2512万，2012/7/14签，2015夏到期|4|2
10131|Nick Youn|http://g.hupu.com/nba/players/nickyoung-1352.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1352_634.jpg|2.01|G/F|95|378|洛杉矶湖人|南加利福尼亚大学|2007年第1轮第16顺位|美国|483|4年2150万，2014/7/22签，2018夏到期，2017夏球员选项|9|2
10132|Carlos Booze|http://g.hupu.com/nba/players/carlosboozer-732.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/732_150.png|2.06|F/C|117|421|洛杉矶湖人|杜克大学|2002年第2轮第6顺位|西德|325|1年325万，2014/7/18签，2015夏到期|12|8
10133|Julius Randl|http://g.hupu.com/nba/players/juliusrandle-4932.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4932_538.jpg|2.06|PF|113|265|洛杉矶湖人|肯塔基大学|2014年第1轮第7顺位|美国|299|4年1354万，2014/7/14签，2018夏到期，216&amp;17夏球队选项|0|0
10134|Wayne Ellingto|http://g.hupu.com/nba/players/wayneellington-3331.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3331_127.jpg|1.93|SG|91|349|洛杉矶湖人|北卡罗莱纳大学|2009年第1轮第28顺位|美国|277|2年542万，2013/7/26签，2015夏到期|7|1
10135|Ryan Kell|http://g.hupu.com/nba/players/ryankelly-4807.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4807.jpg|2.11|PF|104|308|洛杉矶湖人|杜克大学|2013年第2轮第18顺位|美国|165|2年337万，2014/7/22签，2016夏到期|1|0
10136|Ronnie Pric|http://g.hupu.com/nba/players/ronnieprice-1085.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1085_931.jpg|1.88|G|86|402|洛杉矶湖人|犹他山谷大学||美国|114|2年底薪，2013/7/25签，2015夏到期★14-15赛季无保障|9|4
10137|Ed Davi|http://g.hupu.com/nba/players/eddavis-3461.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3461_967.jpg|2.08|F/C|109|330|洛杉矶湖人|北卡罗莱纳大学|2010年第1轮第13顺位|美国|98|2年底薪，2014/7/24签，2016夏到期，2015夏球员选项|6|2
10138|Robert Sacr|http://g.hupu.com/nba/players/robertsacre-3697.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3697.jpg|2.13|C|122|330|洛杉矶湖人|冈萨加大学|2012年第2轮第30顺位|美国|91|3年底薪，2013/7/11签，2015夏到期★15-16赛季无保障|2|1
10139|Wesley Johnso|http://g.hupu.com/nba/players/wesleyjohnson-3452.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3452_777.jpg|2.01|G/F|98|353|洛杉矶湖人|雪城大学|2010年第1轮第4顺位|美国|88|1年底薪，2013/7/15签，2014夏到期|4|0
10140|Xavier Henr|http://g.hupu.com/nba/players/xavierhenry-3460.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3460_826.jpg|1.98|G/F|100|309|洛杉矶湖人|堪萨斯大学|2010年第1轮第12顺位|比利时|88|1年底薪，2013/9/6签，2014夏到期★无保障合同|4|0
10141|Jordan Clarkso|http://g.hupu.com/nba/players/jordanclarkson-4933.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4933_361.jpg|1.96|PG|84|294|洛杉矶湖人|密苏里大学|2014年第2轮第16顺位|美国|0|未签约新秀|0|0
10142|Jabari Brow|http://g.hupu.com/nba/players/jabaribrown-5002.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/5002_619.jpg|1.96|SG|98|288|洛杉矶湖人|密苏里大学||美国|0||0|0
10143|Roscoe Smit|http://g.hupu.com/nba/players/roscoesmith-5003.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/5003_533.jpg|2.03|PF|98|307|洛杉矶湖人|内华达大学拉斯维加斯分校||美国|0||0|0
10144|Rudy Ga|http://g.hupu.com/nba/players/rudygay-1202.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1202_626.jpg|2.03|F|104|364|萨克拉门托国王|康涅狄格大学|2006年第1轮第8顺位|美国|1931|5年8230万，2010/7/8签，2015夏到期|12|1
10145|DeMarcus Cousin|http://g.hupu.com/nba/players/demarcuscousins-3453.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3453.jpg|2.11|F/C|122|316|萨克拉门托国王|肯塔基大学|2010年第1轮第5顺位|美国|1474|4年6561万，2013/9/28签，2014夏生效，2018夏到期|4|0
10146|Carl Landr|http://g.hupu.com/nba/players/carllandry-1394.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1394_704.jpg|2.06|F|112|399|萨克拉门托国王|普渡大学|2007年第2轮第1顺位|美国|650|4年2600万，2013/7/15签，2017夏到期|11|4
10147|Derrick William|http://g.hupu.com/nba/players/derrickwilliams-3555.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3555.jpg|2.03|F|109|307|萨克拉门托国王|亚利桑那大学|2011年第1轮第2顺位|美国|633|4年2152万美元，2011/12/12签，2015夏到期|5|0
10148|Jason Thompso|http://g.hupu.com/nba/players/jasonthompson-3045.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3045.jpg|2.11|F/C|113|365|萨克拉门托国王|莱德大学|2008年第1轮第12顺位|美国|603|5年3000万，2012/7/13签，2017夏到期★16-17赛季部分保障|6|0
10149|Ramon Session|http://g.hupu.com/nba/players/ramonsessions-1431.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1431_390.jpg|1.91|G|86|368|萨克拉门托国王|内华达大学|2007年第2轮第26顺位|美国|500|2年1000万，2012/7/14签，2014夏到期|11|1
10150|Darren Colliso|http://g.hupu.com/nba/players/darrencollison-3384.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3384_646.jpg|1.83|PG|79|352|萨克拉门托国王|加州大学洛杉矶分校|2009年第1轮第21顺位|美国|479|3年1504万，2014/7/13签，2017夏到期|5|3
10151|Ben McLemor|http://g.hupu.com/nba/players/benmclemore-4826.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4826.jpg|1.96|SG|88|286|萨克拉门托国王|堪萨斯大学|2013年第1轮第7顺位|美国|302|4年1308万，2013/7/13签，2017夏到期，15&amp;16夏球队选项|1|0
10152|Nik Stauska|http://g.hupu.com/nba/players/nikstauskas-4939.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4939_203.png|1.98|SG|93|278|萨克拉门托国王|密歇根大学|2014年第1轮第8顺位|加拿大|274|4年1241万，2014/7/9签，2018夏到期，16&amp;17夏球队选项|0|0
10153|Reggie Evan|http://g.hupu.com/nba/players/reggieevans-201.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/201.jpg|2.03|F/C|111|439|萨克拉门托国王|爱荷华大学||美国|176|3年508万美元，2012/7/12签，2015夏到期|16|6
10154|Ryan Hollin|http://g.hupu.com/nba/players/ryanhollins-1268.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1268_829.png|2.13|C|109|386|萨克拉门托国王|加州大学洛杉矶分校|2006年第2轮第20顺位|美国|115|1年底薪，2013/7/11签，2014夏到期|12|4
10155|Omri Cassp|http://g.hupu.com/nba/players/omricasspi-3341.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3341_989.jpg|2.06|SF|102|342|萨克拉门托国王||2009年第1轮第23顺位|以色列|106|2年200万，2013/7/16签，2015夏到期|5|0
10156|Ray McCallu|http://g.hupu.com/nba/players/raymccallum-4827.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4827.jpg|1.91|PG|86|306|萨克拉门托国王|底特律大学|2013年第2轮第6顺位|美国|81|3年228万，2013/7/18签，2016夏到期★15-16赛季无保障|1|0
10157|Eric Morelan|http://g.hupu.com/nba/players/ericmoreland-4974.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4974_289.png|2.08|PF|99|300|萨克拉门托国王|俄勒冈州立大学||美国|0||0|0
10158|Kevin Duran|http://g.hupu.com/nba/players/kevindurant-1236.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1236.jpg|2.06|F|109|339|俄克拉荷马城雷霆|德克萨斯大学|2007年第1轮第2顺位|美国|1899|5年8916万，2010/7/8签，2011夏生效，2016夏到期|7|5
10159|Russell Westbroo|http://g.hupu.com/nba/players/russellwestbrook-3016.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3016.jpg|1.91|PG|91|337|俄克拉荷马城雷霆|加州大学洛杉矶分校|2008年第1轮第4顺位|美国|1571|5年8000万美元，2012/1/20签，2012夏生效，2017夏到期|6|5
10160|Serge Ibak|http://g.hupu.com/nba/players/sergeibaka-3055.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3055.jpg|2.08|F/C|111|327|俄克拉荷马城雷霆||2008年第1轮第24顺位|刚果|1235|4年4900万，2012/8/19签，2013夏生效，2017夏到期|5|5
10161|Kendrick Perkin|http://g.hupu.com/nba/players/kendrickperkins-47.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/47.jpg|2.08|C|122|385|俄克拉荷马城雷霆||2003年第1轮第27顺位|美国|940|4年3480万，2011/3/1签，2011夏生效，2015夏到期|13|8
10162|Anthony Morro|http://g.hupu.com/nba/players/anthonymorrow-3217.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3217_502.png|1.98|G/F|95|375|俄克拉荷马城雷霆|乔治亚理工大学||美国|310|3年1000万，2014/7/17签，2017夏到期，2016夏球队选项|8|0
10163|Nick Colliso|http://g.hupu.com/nba/players/nickcollison-199.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/199.jpg|2.08|F/C|116|434|俄克拉荷马城雷霆|堪萨斯大学|2003年第1轮第12顺位|美国|224|4年1100万，2010/11/24签，2011夏生效，2015夏到期|10|6
10164|Jeremy Lam|http://g.hupu.com/nba/players/jeremylamb-3649.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3649_454.jpg|1.96|G/F|84|295|俄克拉荷马城雷霆|康涅狄格大学|2012年第1轮第12顺位|美国|220|4年936万，2012/7/27签，2016夏到期，2015夏球队选项|2|1
10165|Reggie Jackso|http://g.hupu.com/nba/players/reggiejackson-3577.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3577.jpg|1.91|G|94|320|俄克拉荷马城雷霆|波士顿学院|2011年第1轮第24顺位|意大利|220|4年605万美元，2011/12/11签，2015夏到期|3|2
10166|Steven Adam|http://g.hupu.com/nba/players/stevenadams-4829.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4829.jpg|2.13|C|116|281|俄克拉荷马城雷霆|匹兹堡大学|2013年第1轮第12顺位|新西兰|218|4年969万，2013/7/12签，2017夏到期，15&amp;16夏球队选项|1|1
10167|Mitch McGar|http://g.hupu.com/nba/players/mitchmcgary-4929.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4929_306.png|2.08|PF|116|294|俄克拉荷马城雷霆|密歇根大学|2014年第1轮第21顺位|美国|140|4年682万，2014/7/6签，2018夏到期，16&amp;17夏球队选项|0|0
10168|Sebastian Telfai|http://g.hupu.com/nba/players/sebastiantelfair-500.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/500_154.png|1.83|PG|77|378|俄克拉荷马城雷霆||2004年第1轮第13顺位|美国|131|1年底薪，2014/7/16签，2015夏到期|13|0
10169|Andre Roberso|http://g.hupu.com/nba/players/andreroberson-4830.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4830.jpg|2.01|F|95|300|俄克拉荷马城雷霆|科罗拉多大学|2013年第1轮第26顺位|美国|116|4年566万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10170|Perry Jone|http://g.hupu.com/nba/players/perryjones-3665.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3665.jpg|2.11|F|107|303|俄克拉荷马城雷霆|贝勒大学|2012年第1轮第28顺位|美国|112|4年528万，2012/7/7签，2016夏到期，2015夏球队选项|2|2
10171|Lance Thoma|http://g.hupu.com/nba/players/lancethomas-3619.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3619_271.jpg|2.03|F|102|344|俄克拉荷马城雷霆|杜克大学||美国|88|2年底薪，2013/8/21签，2015夏到期★部分保障合同|3|0
10172|Grant Jerret|http://g.hupu.com/nba/players/grantjerrett-4831.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4831_924.jpg|2.08|PF|105|281|俄克拉荷马城雷霆|亚利桑那大学|2013年第2轮第10顺位|美国|0|受限自由球员|0|0
10173|Ty Lawso|http://g.hupu.com/nba/players/tylawson-3337.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3337.jpg|1.8|PG|88|349|丹佛掘金|北卡罗莱纳大学|2009年第1轮第18顺位|美国|1159|4年4800万，2012/10/31签，2013夏生效，2017夏到期|5|4
10174|JaVale McGe|http://g.hupu.com/nba/players/javalemcgee-3038.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3038.jpg|2.13|C|114|347|丹佛掘金|内华达大学|2008年第1轮第18顺位|美国|1125|4年4400万，2012/7/19签，2016夏到期|8|2
10175|Danilo Gallinar|http://g.hupu.com/nba/players/danilogallinari-3018.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3018_632.jpg|2.08|SF|102|340|丹佛掘金||2008年第1轮第6顺位|意大利|1085|4年4200万美元，2012/1/26签，2012夏生效，2016夏到期|7|2
10176|Arron Afflal|http://g.hupu.com/nba/players/arronafflalo-1360.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1360_580.jpg|1.96|G/F|98|374|丹佛掘金|加州大学洛杉矶分校|2007年第1轮第27顺位|美国|775|5年4300万美元，2011/12/20签，2016夏到期，2015夏球员选项|7|5
10177|Wilson Chandle|http://g.hupu.com/nba/players/wilsonchandler-1424.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1424.jpg|2.03|G/F|102|355|丹佛掘金|德保罗大学|2007年第1轮第23顺位|美国|675|5年3172万美元，2012/3/19签，2016夏到期★15-16赛季只有200万受保障|9|2
10178|J.J. Hickso|http://g.hupu.com/nba/players/jjhickson-3057.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3057_545.jpg|2.06|F/C|110|339|丹佛掘金|北卡罗来纳州立大学|2008年第1轮第19顺位|美国|538|3年1614万，2013/7/11签，2016夏到期|8|1
10179|Timofey Mozgo|http://g.hupu.com/nba/players/timofeymozgov-3509.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3509_369.jpg|2.16|C|113|365|丹佛掘金|||苏联|465|3年1400万，2013/7/27签，2016夏到期，2015夏球队选项|6|1
10180|Darrell Arthu|http://g.hupu.com/nba/players/darrellarthur-3024.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3024_745.jpg|2.06|F/C|102|345|丹佛掘金|堪萨斯大学|2008年第1轮第27顺位|美国|345|3年900万，2012/7/14签，2015夏到期|5|2
10181|Randy Foy|http://g.hupu.com/nba/players/randyfoye-1215.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1215_491.jpg|1.93|G|97|399|丹佛掘金|维拉诺瓦大学|2006年第1轮第7顺位|美国|313|3年940万，2013/7/10签，2016夏到期|8|1
10182|Alonzo Ge|http://g.hupu.com/nba/players/alonzogee-3425.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3425_980.jpg|1.98|G/F|102|355|丹佛掘金|阿拉巴马大学||美国|300|3年1000万，2012/9/11签，2015夏到期★14-15赛季部分保障|8|0
10183|Kenneth Farie|http://g.hupu.com/nba/players/kennethfaried-3575.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3575_229.jpg|2.03|PF|103|325|丹佛掘金|摩海德州立大学|2011年第1轮第22顺位|美国|224|4年642万美元，2011/12/10签，2015夏到期|3|2
10184|Nate Robinso|http://g.hupu.com/nba/players/naterobinson-1030.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1030_707.jpg|1.75|G|82|391|丹佛掘金|华盛顿大学|2005年第1轮第21顺位|美国|210|2年412万，2013/7/26签，2015夏到期|13|3
10185|Jusuf Nurki|http://g.hupu.com/nba/players/jusufnurkic-4941.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4941_384.png|2.11|C|127|268|丹佛掘金||2014年第1轮第16顺位|波斯尼亚|176|四年847万，2016-17、2017-18球队选项，2018年夏天到期|0|0
10186|Gary Harri|http://g.hupu.com/nba/players/garyharris-4942.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4942_434.jpg|1.93|SG|95|267|丹佛掘金|密歇根州立大学|2014年第1轮第19顺位|美国|151|4年731万，2014/7/10签，2018夏到期，16&amp;17夏球队选项|0|0
10187|Quincy Mille|http://g.hupu.com/nba/players/quincymiller-3675.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3675.jpg|2.06|SF|95|289|丹佛掘金|贝勒大学|2012年第2轮第8顺位|美国|91|3年217万，2012/9/7签，2015夏到期★部分保障合同|2|0
10188|Erick Gree|http://g.hupu.com/nba/players/erickgreen-4975.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4975_386.jpg|1.93|G|84|307|丹佛掘金|Virginia Tech|2013年第2轮第16顺位|美国|0||0|0
10189|Gordon Haywar|http://g.hupu.com/nba/players/gordonhayward-3457.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3457.jpg|2.03|G/F|102|321|犹他爵士|巴特勒大学|2010年第1轮第9顺位|美国|1474|4年6296万，2014/7/10签，2018夏到期，2017夏球员选项|4|1
10190|Derrick Favor|http://g.hupu.com/nba/players/derrickfavors-3451.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3451.jpg|2.08|F/C|119|305|犹他爵士|乔治亚理工大学|2010年第1轮第3顺位|美国|1295|4年4800万，2013/10/20签，2014夏生效，2018夏到期|6|1
10191|Enes Kante|http://g.hupu.com/nba/players/eneskanter-3556.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3556.jpg|2.11|C|111|295|犹他爵士|肯塔基大学|2011年第1轮第3顺位|瑞士|569|4年1934万美元，2011/12/12签，2015夏到期|3|1
10192|Trevor Booke|http://g.hupu.com/nba/players/trevorbooker-3471.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3471_970.jpg|2.03|PF|104|349|犹他爵士|克莱姆森大学|2010年第1轮第23顺位|美国|500|2年1000万，2014/7/22签，2016夏到期|4|1
10193|Dante Exu|http://g.hupu.com/nba/players/danteexum-4938.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4938_321.png|1.98|PG|86|257|犹他爵士||2014年第1轮第5顺位|澳大利亚|361|4年1632万，2014/7/12签，2018夏到期，16&amp;17夏球队选项|0|0
10194|Steve Nova|http://g.hupu.com/nba/players/stevenovak-1260.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1260_865.png|2.08|F|102|402|犹他爵士|马奎特大学|2006年第2轮第2顺位|美国|344|4年1500万美元，2012/7/12签，2016夏到期|10|5
10195|Alec Burk|http://g.hupu.com/nba/players/alecburks-3565.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3565.jpg|1.98|G|96|305|犹他爵士|科罗拉多大学|2011年第1轮第12顺位|美国|303|4年971万美元，2011/12/12签，2015夏到期|3|1
10196|Trey Burk|http://g.hupu.com/nba/players/treyburke-4833.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4833.jpg|1.85|PG|84|289|犹他爵士|密歇根大学|2013年第1轮第9顺位|美国|254|4年1102万，2013/7/3签，2017夏到期，15&amp;16夏球队选项|1|0
10197|Jeremy Evan|http://g.hupu.com/nba/players/jeremyevans-3503.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3503_525.jpg|2.06|F|91|350|犹他爵士|西肯塔基大学|2010年第2轮第25顺位|美国|179|3年550万，2012/7/12签，2015夏到期|4|1
10198|Rodney Hoo|http://g.hupu.com/nba/players/rodneyhood-4940.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4940_721.png|2.03|SF|98|290|犹他爵士|杜克大学|2014年第1轮第23顺位|美国|129|4年643万，2014/7/12签，2018夏到期，16&amp;17夏球队选项|0|0
