ID|name|season|team|changci|shoufa|time|toulan_mingzhong|toulan_chusou|mingzhonglv|3fen_mingzhong|3fen_chushou|3fenmingzhong|faqiu_mingzhong|faqiu_chushou|faqiu_mingzhonglv|lanban|zhugong|qiangduan|gaimao|shiwu|fangui|defen
10258|Kevin Garnet|2013|篮网|12|12|20.8|2.8|5.2|52.4%|0.0|0.2|0.0%|1.4|1.9|73.9%|6.3|1.3|0.75|0.42|1.08|2.08|6.9
10259|Jarrett Jac|2010|黄蜂|6|0|18.5|2.0|5.7|35.3%|0.0|0.8|0.0%|1.8|2.7|68.8%|2.5|2.2|0.17|0.17|1.33|0.67|5.8
10259|Jarrett Jac|2012|勇士|12|4|35.5|6.5|12.8|50.6%|0.6|2.0|29.2%|3.6|4.0|89.6%|4.4|4.7|0.92|0.33|3.17|2.17|17.2
10260|Mirza Teletovi|2012|篮网|1|0|1.0|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.00|0.00|0.00|0.00|0.0
10260|Mirza Teletovi|2013|篮网|12|0|18.3|3.0|6.8|43.9%|1.6|4.7|33.9%|0.7|1.0|66.7%|3.3|0.2|0.42|0.17|0.42|1.17|8.2
10261|Andrei Kirilenk|2001|爵士|4|4|30.5|2.8|7.0|39.3%|0.0|1.0|0.0%|3.2|4.0|81.3%|3.8|1.0|1.75|2.50|1.50|2.50|8.8
10261|Andrei Kirilenk|2002|爵士|5|0|29.0|3.6|8.6|41.9%|0.2|1.4|14.3%|4.2|4.8|87.5%|4.8|1.4|0.60|2.00|1.20|1.20|11.6
10261|Andrei Kirilenk|2006|爵士|17|17|31.0|3.2|7.2|44.7%|0.2|0.5|33.3%|3.0|3.8|78.5%|5.2|2.6|0.88|2.35|2.06|3.06|9.6
10261|Andrei Kirilenk|2007|爵士|12|12|32.2|4.2|9.5|44.7%|0.4|1.8|22.7%|2.1|2.9|71.4%|3.4|2.5|1.50|1.67|1.50|3.83|11.0
10261|Andrei Kirilenk|2008|爵士|5|3|27.2|4.4|9.4|46.8%|0.2|1.0|20.0%|2.0|2.8|71.4%|2.8|2.0|2.20|0.60|1.00|1.20|11.0
10261|Andrei Kirilenk|2009|爵士|2|0|15.0|2.5|5.0|50.0%|0.0|0.5|0.0%|0.5|0.5|100.0%|3.0|0.0|0.50|0.50|0.00|1.00|5.5
10261|Andrei Kirilenk|2013|篮网|10|0|14.4|0.7|1.5|46.7%|0.0|0.0|0.0%|1.1|1.7|64.7%|2.3|1.0|1.00|0.30|0.30|1.10|2.5
10264|Mason Plumle|2013|篮网|10|0|11.4|0.7|1.6|43.8%|0.0|0.0|0.0%|0.8|1.8|44.4%|2.3|0.2|0.30|0.70|0.90|2.40|2.2
10265|Alan Anderso|2013|篮网|12|2|21.8|2.1|5.2|40.3%|0.8|2.6|29.0%|1.0|1.5|66.7%|2.7|1.2|0.83|0.00|0.83|2.67|5.9
10266|Jorge Gutierre|2013|篮网|2|0|1.5|0.0|0.0|0.0%|0.0|0.0|0.0%|1.0|2.0|50.0%|0.5|0.0|0.00|0.00|0.00|0.00|1.0
10270|Jerome Jorda|2011|尼克斯|1|0|4.0|1.0|2.0|50.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|2.0|0.0|0.00|0.00|0.00|0.00|2.0
10271|Rajon Rond|2007|凯尔特人|26|26|32.0|4.1|10.1|40.7%|0.2|0.8|25.0%|1.8|2.6|69.1%|4.1|6.6|1.73|0.31|1.81|2.85|10.2
10271|Rajon Rond|2008|凯尔特人|14|14|41.2|6.6|15.9|41.7%|0.4|1.7|25.0%|3.1|4.8|65.7%|9.7|9.8|2.50|0.21|2.71|3.36|16.9
10271|Rajon Rond|2009|凯尔特人|24|24|40.6|6.3|13.6|46.3%|0.4|1.0|37.5%|2.8|4.8|59.6%|5.6|9.3|1.92|0.12|3.00|2.38|15.8
10271|Rajon Rond|2010|凯尔特人|9|9|38.3|5.7|11.9|47.7%|0.0|0.3|0.0%|2.7|4.2|63.2%|5.4|9.6|1.11|0.00|3.67|1.78|14.0
10271|Rajon Rond|2011|凯尔特人|19|19|42.6|7.4|15.8|46.8%|0.4|1.6|26.7%|2.1|2.9|69.6%|6.7|11.9|2.37|0.11|3.79|2.11|17.3
10272|Gerald Wallac|2001|国王|5|0|2.8|0.0|0.2|0.0%|0.0|0.0|0.0%|0.8|0.8|100.0%|0.2|0.2|0.00|0.20|0.40|0.60|0.8
10272|Gerald Wallac|2002|国王|7|0|2.6|0.3|0.7|40.0%|0.0|0.0|0.0%|0.3|0.3|100.0%|0.7|0.0|0.00|0.14|0.29|0.57|0.9
10272|Gerald Wallac|2003|国王|3|0|6.7|1.0|2.0|50.0%|0.0|0.0|0.0%|0.3|0.7|50.0%|0.7|0.3|0.33|0.33|1.00|1.33|2.3
10272|Gerald Wallac|2009|山猫|4|4|41.0|5.2|11.0|47.7%|1.2|2.8|45.5%|5.8|8.8|65.7%|9.0|2.2|1.25|1.50|0.75|2.25|17.5
10272|Gerald Wallac|2010|开拓者|6|6|37.7|5.0|11.2|44.8%|0.5|2.8|17.6%|4.7|5.3|87.5%|9.2|2.8|1.33|0.50|2.50|3.17|15.2
10272|Gerald Wallac|2012|篮网|7|7|34.7|4.4|9.6|46.3%|1.6|4.1|37.9%|1.6|2.9|55.0%|4.0|2.4|1.14|0.71|1.29|2.86|12.0
10273|Jeff Gree|2009|雷霆|6|6|37.3|3.8|11.7|32.9%|1.3|4.5|29.6%|2.8|3.3|85.0%|4.7|1.7|0.67|0.50|1.00|2.67|11.8
10273|Jeff Gree|2010|凯尔特人|9|0|19.2|2.6|5.9|43.4%|0.8|1.8|43.8%|1.4|2.0|72.2%|2.7|0.2|0.56|0.44|1.33|2.22|7.3
10273|Jeff Gree|2012|凯尔特人|6|6|43.0|6.2|14.2|43.5%|1.7|3.7|45.5%|6.3|7.5|84.4%|5.3|2.3|0.33|0.67|3.17|3.67|20.3
10274|Marcus Thornto|2013|篮网|10|0|12.4|2.1|5.4|38.9%|0.5|2.1|23.8%|1.2|1.8|66.7%|1.9|0.1|0.20|0.10|0.20|0.40|5.9
10275|Avery Bradle|2011|凯尔特人|10|10|24.8|2.5|6.8|36.8%|0.5|2.2|22.7%|1.2|1.8|66.7%|2.0|0.8|0.80|0.60|1.00|2.00|6.7
10275|Avery Bradle|2012|凯尔特人|6|6|31.8|2.8|7.0|40.5%|0.3|1.3|25.0%|0.7|0.7|100.0%|2.2|1.3|1.83|0.17|1.83|1.83|6.7
10276|Brandon Bas|2007|小牛|5|0|26.6|3.4|7.2|47.2%|0.0|0.2|0.0%|4.8|5.0|96.0%|6.8|0.4|0.60|0.60|0.60|2.40|11.6
10276|Brandon Bas|2008|小牛|10|0|19.2|3.3|6.0|55.0%|0.0|0.0|0.0%|2.8|3.1|90.3%|4.1|0.7|0.70|0.40|0.40|2.20|9.4
10276|Brandon Bas|2009|魔术|7|0|6.0|1.0|1.9|53.8%|0.0|0.0|0.0%|0.7|0.9|83.3%|1.1|0.1|0.00|0.00|0.14|0.29|2.7
10276|Brandon Bas|2010|魔术|6|6|23.2|2.7|6.3|42.1%|0.0|0.0|0.0%|2.0|2.2|92.3%|4.2|0.3|0.50|0.83|1.17|1.17|7.3
10276|Brandon Bas|2011|凯尔特人|20|20|30.4|4.0|8.8|46.3%|0.0|0.0|0.0%|3.0|3.2|92.2%|5.2|0.8|0.70|0.50|0.75|2.50|11.1
10276|Brandon Bas|2012|凯尔特人|6|5|34.0|2.3|4.8|48.3%|0.0|0.0|0.0%|2.0|2.5|80.0%|6.7|1.2|0.33|0.17|0.83|2.83|6.7
10277|Evan Turne|2010|76人|5|0|19.4|3.4|7.6|44.7%|0.8|1.0|80.0%|0.4|0.4|100.0%|4.6|0.8|0.60|0.20|0.00|1.80|8.0
10277|Evan Turne|2011|76人|13|12|34.5|4.3|11.8|36.4%|0.0|0.5|0.0%|2.5|3.7|68.8%|7.5|2.5|0.92|0.46|2.31|2.77|11.2
10277|Evan Turne|2013|步行者|12|0|12.4|1.2|2.9|42.9%|0.3|0.6|57.1%|0.4|0.4|100.0%|2.2|1.6|0.33|0.00|0.92|0.75|3.2
10279|Will Bynu|2008|活塞|4|0|19.5|4.5|9.8|46.2%|0.2|1.0|25.0%|2.5|2.5|100.0%|1.5|2.5|1.25|0.00|2.00|2.25|11.8
10292|Jason Richardso|2006|勇士|11|11|38.9|7.4|15.5|47.6%|2.6|7.5|35.4%|1.7|2.5|70.4%|6.7|2.0|1.27|0.45|2.18|3.45|19.1
10292|Jason Richardso|2009|太阳|16|16|33.3|7.0|13.9|50.2%|3.0|6.3|47.5%|2.8|3.6|75.9%|5.4|1.1|1.06|0.25|0.62|2.19|19.8
10292|Jason Richardso|2010|魔术|5|5|30.6|3.4|10.2|33.3%|1.6|5.0|32.0%|1.6|1.6|100.0%|4.0|1.2|0.60|0.40|0.60|3.20|10.0
10292|Jason Richardso|2011|魔术|5|5|29.6|4.2|10.6|39.6%|2.0|5.4|37.0%|1.0|2.4|41.7%|3.8|1.0|1.20|0.40|1.20|1.40|11.4
10293|Luc Richard Mbah a Mout|2009|雄鹿|7|7|25.4|3.7|7.1|52.0%|0.0|0.3|0.0%|1.7|2.9|60.0%|5.6|0.7|0.29|0.00|1.00|2.14|9.1
10293|Luc Richard Mbah a Mout|2012|雄鹿|4|4|34.0|2.5|5.8|43.5%|0.0|1.0|0.0%|3.2|4.5|72.2%|3.5|1.8|1.00|0.00|1.25|2.25|8.2
10297|Tony Wrote|2012|灰熊|6|0|2.8|0.3|1.8|18.2%|0.0|0.3|0.0%|0.7|0.7|100.0%|0.7|0.3|0.17|0.00|0.33|0.17|1.3
10299|Marquis Teagu|2012|公牛|8|0|9.0|0.6|2.1|29.4%|0.0|0.6|0.0%|0.0|0.0|0.0%|0.4|1.5|0.25|0.12|0.25|1.25|1.2
10309|Kyle Lowr|2008|火箭|13|0|19.5|1.6|4.8|33.3%|0.3|1.2|25.0%|1.8|2.4|74.2%|2.9|2.5|0.92|0.08|1.31|1.77|5.3
10309|Kyle Lowr|2013|猛龙|7|7|38.7|6.3|15.6|40.4%|2.4|6.1|39.5%|6.1|7.0|87.8%|4.7|4.7|0.86|0.00|2.86|3.86|21.1
10310|DeMar DeRoza|2013|猛龙|7|7|40.3|6.4|16.7|38.5%|0.9|2.6|33.3%|10.1|11.3|89.9%|4.1|3.6|1.14|0.29|2.57|3.29|23.9
10311|Amir Johnso|2007|活塞|8|0|5.4|1.1|1.5|75.0%|0.0|0.1|0.0%|0.4|0.8|50.0%|1.6|0.1|0.00|0.38|0.25|0.88|2.6
10311|Amir Johnso|2008|活塞|3|0|4.3|0.3|0.3|100.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|1.0|0.0|0.00|0.33|0.00|1.00|0.7
10311|Amir Johnso|2013|猛龙|7|7|27.3|4.9|7.4|65.4%|0.0|0.3|0.0%|1.3|1.7|75.0%|6.0|1.0|0.43|0.57|1.71|4.14|11.0
10312|Greivis Vasque|2010|灰熊|13|0|10.9|1.6|3.2|51.2%|0.3|0.8|36.4%|0.8|1.0|76.9%|1.5|1.9|0.38|0.15|0.69|0.85|4.3
10312|Greivis Vasque|2013|猛龙|7|0|27.1|3.9|9.1|42.2%|1.4|3.9|37.0%|1.0|1.3|77.8%|3.7|5.1|0.57|0.14|1.43|3.14|10.1
10313|Landry Field|2010|尼克斯|4|4|17.8|0.8|3.8|20.0%|0.0|1.0|0.0%|0.2|1.5|16.7%|1.2|1.2|0.50|0.75|1.00|0.00|1.8
10313|Landry Field|2011|尼克斯|5|4|23.0|3.0|6.2|48.4%|0.2|1.0|20.0%|1.0|1.4|71.4%|3.0|1.4|0.60|0.00|1.80|1.00|7.2
10313|Landry Field|2013|猛龙|3|0|8.7|0.0|0.7|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|2.3|0.3|1.33|0.33|0.33|0.67|0.0
10314|Chuck Haye|2006|火箭|7|7|28.1|1.7|2.4|70.6%|0.0|0.1|0.0%|0.3|0.7|40.0%|6.4|0.4|1.29|0.43|1.00|3.14|3.7
10314|Chuck Haye|2007|火箭|6|0|18.0|1.2|1.8|63.6%|0.0|0.3|0.0%|0.0|0.0|0.0%|4.7|0.8|0.50|1.00|0.67|3.00|2.3
10314|Chuck Haye|2008|火箭|13|4|13.3|0.8|1.6|47.6%|0.0|0.2|0.0%|0.0|0.0|0.0%|3.0|0.8|1.00|0.15|0.31|2.08|1.5
10314|Chuck Haye|2013|猛龙|5|0|7.6|0.4|1.6|25.0%|0.0|0.0|0.0%|0.4|0.4|100.0%|1.6|0.4|0.60|0.00|0.20|1.00|1.2
10315|Patrick Patterso|2013|猛龙|7|0|28.4|3.7|6.9|54.2%|1.0|2.6|38.9%|2.0|2.6|77.8%|6.7|1.3|0.43|0.43|0.86|1.86|10.4
10316|Lou William|2007|76人|6|0|22.3|4.0|10.0|40.0%|0.3|1.5|22.2%|3.7|5.0|73.3%|2.0|2.0|1.00|0.00|1.17|1.83|12.0
10316|Lou William|2008|76人|6|0|24.8|3.5|8.5|41.2%|1.0|2.7|37.5%|1.7|2.5|66.7%|2.5|2.8|0.50|0.17|2.00|1.67|9.7
10316|Lou William|2010|76人|5|0|26.0|3.4|10.4|32.7%|1.2|4.0|30.0%|2.8|3.8|73.7%|1.6|3.0|1.00|0.00|0.80|1.20|10.8
10316|Lou William|2011|76人|13|0|27.5|3.8|10.9|35.2%|0.6|3.7|16.7%|3.2|4.0|78.8%|2.1|3.0|1.00|0.00|1.23|1.31|11.5
10316|Lou William|2013|老鹰|7|0|19.0|2.7|7.1|38.0%|0.7|2.3|31.3%|2.1|2.3|93.8%|2.3|1.1|1.00|0.14|1.86|1.43|8.3
10317|Jonas Valanciuna|2013|猛龙|7|7|28.6|4.4|7.0|63.3%|0.0|0.0|0.0%|2.0|3.1|63.6%|9.7|0.3|0.00|1.00|2.71|3.14|10.9
10318|Tyler Hansbroug|2010|步行者|5|5|32.8|4.0|12.0|33.3%|0.0|0.0|0.0%|3.2|3.6|88.9%|5.4|1.0|1.20|0.00|1.80|2.60|11.2
10318|Tyler Hansbroug|2011|步行者|11|0|14.9|1.5|4.5|34.0%|0.0|0.0|0.0%|1.3|1.9|66.7%|3.2|0.5|0.45|0.27|0.73|2.00|4.4
10318|Tyler Hansbroug|2012|步行者|19|0|12.7|1.4|3.3|41.9%|0.0|0.0|0.0%|1.4|2.3|59.1%|3.2|0.3|0.32|0.00|0.79|2.16|4.1
10318|Tyler Hansbroug|2013|猛龙|3|0|9.7|0.3|1.0|33.3%|0.0|0.0|0.0%|1.7|2.0|83.3%|2.0|0.3|0.00|0.00|0.67|2.67|2.3
10319|Terrence Ros|2013|猛龙|7|7|22.6|2.0|6.7|29.8%|0.6|3.4|16.7%|0.4|0.7|60.0%|2.0|0.3|0.86|0.43|1.14|2.71|5.0
10320|Greg Stiemsm|2011|凯尔特人|19|0|7.5|0.6|0.9|66.7%|0.0|0.0|0.0%|0.2|0.3|66.7%|2.2|0.3|0.21|0.58|0.21|1.37|1.5
10321|James Johnso|2009|公牛|4|0|5.0|0.0|0.5|0.0%|0.0|0.2|0.0%|0.0|0.0|0.0%|0.2|0.2|0.00|0.00|0.50|2.75|0.0
10321|James Johnso|2013|灰熊|3|0|9.3|1.7|5.0|33.3%|0.7|1.7|40.0%|2.3|3.3|70.0%|2.0|0.0|0.33|0.00|0.00|1.00|6.3
10323|Jordan Hamilto|2011|掘金|2|0|2.5|1.0|1.5|66.7%|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.50|0.00|0.50|0.50|2.0
10323|Jordan Hamilto|2012|掘金|1|0|2.0|0.0|1.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.00|0.00|0.00|0.00|0.0
10326|Al Horfor|2007|老鹰|7|7|39.6|4.9|10.3|47.2%|0.0|0.0|0.0%|2.9|3.9|74.1%|10.4|3.6|0.43|1.00|2.14|3.71|12.6
10326|Al Horfor|2008|老鹰|9|9|28.0|2.8|6.6|42.4%|0.0|0.1|0.0%|1.3|2.0|66.7%|5.8|2.0|0.67|0.67|0.44|2.89|6.9
10326|Al Horfor|2009|老鹰|11|11|35.3|6.1|11.6|52.3%|0.1|0.1|100.0%|2.4|2.8|83.9%|9.0|1.8|0.73|1.73|1.36|3.18|14.6
10326|Al Horfor|2010|老鹰|12|12|39.0|4.8|11.4|42.3%|0.0|0.2|0.0%|1.7|2.2|76.9%|9.6|3.5|0.42|1.00|1.42|2.75|11.3
10326|Al Horfor|2011|老鹰|3|2|36.0|6.7|11.3|58.8%|0.0|0.0|0.0%|2.0|2.7|75.0%|8.3|2.7|1.33|1.33|4.00|3.67|15.3
10326|Al Horfor|2012|老鹰|6|6|36.3|6.8|13.8|49.4%|0.0|0.0|0.0%|3.0|4.5|66.7%|8.8|3.0|1.00|0.83|1.50|2.83|16.7
10327|Paul Millsa|2006|爵士|17|0|15.5|2.5|4.7|52.5%|0.0|0.1|0.0%|0.9|1.4|66.7%|4.4|0.5|0.65|0.53|0.76|2.29|5.9
10327|Paul Millsa|2007|爵士|12|0|17.5|2.7|5.2|51.6%|0.0|0.1|0.0%|1.1|2.1|52.0%|3.9|0.3|0.58|1.33|0.75|3.08|6.4
10327|Paul Millsa|2008|爵士|5|0|31.0|5.0|9.8|51.0%|0.0|0.0|0.0%|1.8|3.6|50.0%|8.0|1.6|0.80|1.00|1.20|3.40|11.8
10327|Paul Millsa|2009|爵士|10|0|32.3|7.0|12.2|57.4%|0.0|0.2|0.0%|4.0|5.8|69.0%|8.8|2.2|1.10|1.40|1.30|3.60|18.0
10327|Paul Millsa|2011|爵士|4|4|34.8|5.0|13.5|37.0%|0.0|0.8|0.0%|2.0|4.0|50.0%|11.0|0.5|0.25|2.50|2.25|2.75|12.0
10327|Paul Millsa|2013|老鹰|7|7|38.1|5.9|14.7|39.8%|1.3|3.9|33.3%|6.4|8.0|80.4%|10.9|2.9|1.43|1.86|2.86|3.57|19.4
10328|Jeff Teagu|2009|老鹰|9|0|6.6|0.8|2.3|33.3%|0.2|0.6|40.0%|0.0|0.0|0.0%|0.2|0.4|0.33|0.11|0.44|0.33|1.8
10328|Jeff Teagu|2010|老鹰|8|6|29.8|4.6|9.0|51.4%|0.1|0.9|14.3%|2.4|2.9|82.6%|2.1|3.5|0.75|0.38|1.00|1.25|11.8
10328|Jeff Teagu|2011|老鹰|6|6|37.5|5.0|12.2|41.1%|1.2|2.8|41.2%|2.8|3.2|89.5%|3.7|4.2|0.83|0.83|1.67|3.00|14.0
10328|Jeff Teagu|2012|老鹰|6|6|35.5|4.5|13.5|33.3%|0.5|1.7|30.0%|3.8|4.7|82.1%|2.8|5.0|1.50|0.33|2.33|2.83|13.3
10328|Jeff Teagu|2013|老鹰|7|7|34.6|6.3|16.0|39.3%|1.3|3.9|33.3%|5.4|5.7|95.0%|3.7|5.0|1.00|0.57|3.00|2.14|19.3
10329|Kyle Korve|2004|76人|5|5|29.4|1.6|5.6|28.6%|1.4|4.8|29.2%|0.4|0.4|100.0%|2.6|1.6|0.80|0.20|1.60|3.60|5.0
10329|Kyle Korve|2007|爵士|12|0|21.6|2.5|6.1|41.1%|0.9|3.2|28.9%|1.9|2.1|92.0%|2.2|0.6|0.33|0.67|0.67|2.33|7.8
10329|Kyle Korve|2008|爵士|5|2|27.2|3.6|9.2|39.1%|2.4|5.2|46.2%|1.0|1.4|71.4%|2.2|2.6|0.60|0.20|0.40|1.80|10.6
10329|Kyle Korve|2009|爵士|10|0|21.0|3.2|6.1|52.5%|1.1|2.3|47.8%|0.8|0.9|88.9%|1.1|1.3|0.50|0.00|0.70|2.20|8.3
10329|Kyle Korve|2010|公牛|16|0|17.2|2.4|6.1|38.8%|1.4|3.2|42.3%|0.4|0.4|100.0%|1.2|1.1|0.50|0.19|1.00|2.19|6.6
10329|Kyle Korve|2011|公牛|6|0|15.7|1.5|3.7|40.9%|0.7|2.2|30.8%|0.2|0.3|50.0%|1.7|1.5|0.50|0.50|0.83|1.67|3.8
10329|Kyle Korve|2012|老鹰|6|2|29.5|3.2|8.2|38.8%|2.0|5.7|35.3%|1.8|2.0|91.7%|3.3|0.7|0.33|0.67|1.00|2.33|10.2
10329|Kyle Korve|2013|老鹰|7|7|35.7|4.3|9.4|45.5%|3.3|7.7|42.6%|1.6|1.7|91.7%|5.3|0.7|0.57|0.29|1.57|2.14|13.4
10330|Thabo Sefolosh|2006|公牛|9|0|11.0|1.1|2.9|38.5%|0.3|0.9|37.5%|0.8|1.3|58.3%|1.9|0.8|0.22|0.00|0.78|1.22|3.3
10330|Thabo Sefolosh|2009|雷霆|6|6|21.2|1.3|4.5|29.6%|0.5|2.2|23.1%|1.3|1.5|88.9%|3.0|1.2|0.83|1.00|0.33|2.50|4.5
10330|Thabo Sefolosh|2010|雷霆|17|17|20.2|1.8|3.9|46.3%|0.2|1.5|15.4%|0.8|0.8|100.0%|3.1|0.7|0.94|0.29|0.88|1.41|4.6
10330|Thabo Sefolosh|2011|雷霆|20|20|22.3|2.0|5.1|40.2%|0.8|2.5|32.7%|0.4|0.5|88.9%|2.6|1.3|1.50|0.45|0.55|2.20|5.3
10330|Thabo Sefolosh|2012|雷霆|11|11|27.3|1.9|5.5|34.4%|1.1|3.5|31.6%|0.8|1.0|81.8%|4.5|2.1|1.09|0.45|0.73|2.36|5.7
10330|Thabo Sefolosh|2013|雷霆|15|13|15.7|1.5|3.7|41.8%|0.4|1.5|26.1%|0.3|0.3|80.0%|2.1|0.7|0.67|0.00|0.47|0.67|3.7
10331|Elton Bran|2005|快船|12|12|43.1|10.3|18.8|55.1%|0.0|0.1|0.0%|4.8|6.3|75.0%|10.2|4.0|0.92|2.58|2.42|2.83|25.4
10331|Elton Bran|2010|76人|5|5|37.0|6.8|12.4|54.8%|0.0|0.0|0.0%|2.0|2.6|76.9%|8.4|0.6|0.40|1.20|0.80|4.20|15.6
10331|Elton Bran|2011|76人|13|13|27.4|3.5|7.6|46.5%|0.0|0.0|0.0%|1.5|2.5|62.5%|4.8|0.5|0.85|1.54|0.54|2.77|8.6
10331|Elton Bran|2013|老鹰|7|0|11.6|0.3|1.7|16.7%|0.0|0.0|0.0%|0.6|0.7|80.0%|3.3|0.9|0.14|0.86|0.00|1.43|1.1
10332|DeMarre Carrol|2011|爵士|4|0|18.2|2.2|4.8|47.4%|0.2|1.2|20.0%|0.0|0.0|0.0%|3.8|0.8|0.50|0.25|0.75|2.25|4.8
10332|DeMarre Carrol|2013|老鹰|7|7|35.1|3.3|7.0|46.9%|1.3|3.1|40.9%|1.0|1.6|63.6%|4.9|1.6|0.71|0.43|1.14|3.00|8.9
10333|Dennis Schrode|2013|老鹰|2|0|3.5|1.0|1.0|100.0%|0.5|0.5|100.0%|0.0|0.0|0.0%|1.0|0.0|0.00|0.00|0.00|0.50|2.5
10334|John Jenkin|2012|老鹰|4|0|6.0|0.0|0.8|0.0%|0.0|0.2|0.0%|0.0|0.0|0.0%|0.5|0.8|0.00|0.00|0.50|0.50|0.0
10335|Pero Anti|2013|老鹰|7|7|24.3|1.0|6.0|16.7%|0.4|3.6|12.0%|0.7|1.1|62.5%|3.9|0.7|0.71|0.43|1.14|3.71|3.1
10336|Mike Muscal|2013|老鹰|2|0|2.5|0.0|1.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.00|0.00|0.00|0.00|0.0
10337|Kent Bazemor|2012|勇士|9|0|1.8|0.1|0.9|12.5%|0.0|0.1|0.0%|0.0|0.4|0.0%|0.6|0.2|0.11|0.00|0.22|0.33|0.2
10338|Shelvin Mac|2012|老鹰|4|0|5.5|1.0|2.2|44.4%|0.5|1.2|40.0%|0.0|0.0|0.0%|1.8|1.8|0.00|0.00|0.00|0.00|2.5
10338|Shelvin Mac|2013|老鹰|7|0|16.9|2.7|6.7|40.4%|1.4|3.9|37.0%|1.3|1.7|75.0%|1.9|3.6|0.57|0.00|0.86|1.43|8.1
10340|Mike Scot|2012|老鹰|4|0|5.0|1.2|2.5|50.0%|0.0|0.2|0.0%|0.8|1.0|75.0%|1.8|0.2|0.00|0.00|0.00|0.50|3.2
10340|Mike Scot|2013|老鹰|7|0|20.9|3.3|9.0|36.5%|1.4|4.4|32.3%|1.4|2.0|71.4%|2.6|0.4|0.14|0.00|0.29|1.57|9.4
10341|John Wal|2013|奇才|11|11|38.2|5.5|14.9|36.6%|0.6|2.9|21.9%|4.7|6.2|76.5%|4.0|7.1|1.64|0.73|3.27|2.64|16.3
10342|Nene Hilari|2003|掘金|5|5|26.4|3.2|7.2|44.4%|0.0|0.0|0.0%|1.4|2.6|53.8%|5.0|3.0|1.00|0.60|1.80|4.40|7.8
10342|Nene Hilari|2004|掘金|5|0|20.2|1.8|4.2|42.9%|0.0|0.0|0.0%|3.0|4.6|65.2%|5.0|0.4|0.40|0.40|1.00|3.20|6.6
10342|Nene Hilari|2006|掘金|5|5|35.8|6.2|10.6|58.5%|0.0|0.0|0.0%|2.8|3.6|77.8%|7.8|2.4|0.60|0.60|2.60|4.20|15.2
10342|Nene Hilari|2007|掘金|3|0|10.0|1.7|3.0|55.6%|0.0|0.0|0.0%|1.0|1.0|100.0%|2.3|0.3|0.67|0.33|0.67|2.67|4.3
10342|Nene Hilari|2008|掘金|16|16|32.8|4.3|7.9|54.8%|0.0|0.0|0.0%|2.9|4.4|65.7%|7.5|2.6|1.25|0.62|1.94|4.06|11.5
10342|Nene Hilari|2009|掘金|5|5|33.8|3.6|5.8|62.1%|0.0|0.0|0.0%|4.2|7.2|58.3%|5.8|2.2|1.20|0.20|0.80|3.40|11.4
10342|Nene Hilari|2010|掘金|5|5|32.4|4.4|9.2|47.8%|0.0|0.0|0.0%|5.4|9.6|56.3%|9.0|1.6|1.00|0.80|1.60|3.40|14.2
10342|Nene Hilari|2013|奇才|10|10|32.5|6.4|13.8|46.4%|0.0|0.0|0.0%|0.9|2.6|34.6%|5.3|2.6|0.90|1.10|1.70|3.60|13.7
10343|Marcin Gorta|2007|魔术|8|0|6.0|0.6|0.8|83.3%|0.0|0.0|0.0%|0.0|0.0|0.0%|1.0|0.0|0.00|0.50|0.38|0.62|1.2
10343|Marcin Gorta|2008|魔术|24|1|11.3|1.4|2.2|65.4%|0.0|0.0|0.0%|0.4|0.7|62.5%|3.2|0.1|0.38|0.62|0.46|1.62|3.2
10343|Marcin Gorta|2009|魔术|14|0|15.1|1.2|1.9|65.4%|0.0|0.0|0.0%|0.6|0.8|72.7%|4.4|0.6|0.21|0.29|0.21|2.07|3.0
10343|Marcin Gorta|2013|奇才|11|11|34.7|5.3|10.7|49.2%|0.0|0.0|0.0%|2.5|3.7|65.9%|9.9|1.5|0.45|1.27|1.82|2.00|13.0
10344|Martell Webste|2009|开拓者|6|0|25.3|3.7|8.7|42.3%|0.8|2.8|29.4%|1.7|3.0|55.6%|4.3|0.7|0.83|0.50|0.50|2.17|9.8
10344|Martell Webste|2013|奇才|11|0|17.7|1.4|3.7|36.6%|0.5|2.4|23.1%|0.5|0.8|66.7%|2.3|0.5|0.36|0.45|0.36|1.27|3.8
10345|Paul Pierc|2001|凯尔特人|16|16|42.0|7.6|18.9|40.3%|1.9|6.5|28.8%|7.5|9.8|76.4%|8.6|4.1|1.69|1.25|3.81|3.25|24.6
10345|Paul Pierc|2002|凯尔特人|10|10|44.5|7.7|19.3|39.9%|1.6|4.5|35.6%|10.1|11.7|86.3%|9.0|6.7|2.10|0.80|4.40|3.80|27.1
10345|Paul Pierc|2003|凯尔特人|4|4|40.5|6.5|19.0|34.2%|1.2|4.2|29.4%|6.5|7.8|83.9%|8.8|2.5|1.25|1.00|6.25|3.00|20.8
