ID|name|season|team|changci|shoufa|time|toulan_mingzhong|toulan_chusou|mingzhonglv|3fen_mingzhong|3fen_chushou|3fenmingzhong|faqiu_mingzhong|faqiu_chushou|faqiu_mingzhonglv|lanban|zhugong|qiangduan|gaimao|shiwu|fangui|defen
10183|Kenneth Farie|2011|掘金|7|7|27.4|4.6|8.6|53.3%|0.0|0.0|0.0%|1.3|1.7|75.0%|10.0|0.6|0.71|1.14|2.00|2.86|10.4
10183|Kenneth Farie|2012|掘金|5|4|29.0|4.0|6.4|62.5%|0.0|0.0|0.0%|2.2|3.0|73.3%|8.4|0.2|1.00|0.20|1.00|4.40|10.2
10184|Nate Robinso|2009|凯尔特人|17|0|7.5|1.4|3.8|37.5%|0.6|1.9|33.3%|0.7|0.9|80.0%|0.8|1.1|0.35|0.06|0.41|0.94|4.2
10184|Nate Robinso|2010|雷霆|3|0|4.0|0.7|2.3|28.6%|0.7|2.0|33.3%|0.7|0.7|100.0%|0.0|0.3|0.00|0.00|0.00|0.33|2.7
10184|Nate Robinso|2012|公牛|12|8|33.7|5.9|13.6|43.6%|1.8|5.4|33.8%|2.6|3.4|75.6%|2.7|4.4|1.00|0.17|2.67|3.17|16.2
10189|Gordon Haywar|2011|爵士|4|4|30.8|1.5|8.2|18.2%|0.2|3.0|8.3%|4.0|4.0|100.0%|2.8|3.0|0.75|0.00|0.75|1.00|7.2
10190|Derrick Favor|2011|爵士|4|1|29.0|3.8|9.0|41.7%|0.0|0.0|0.0%|4.2|7.2|58.6%|9.5|0.5|1.25|1.50|1.25|2.75|11.8
10191|Enes Kante|2011|爵士|4|0|10.8|1.8|4.0|43.8%|0.0|0.0|0.0%|0.0|0.2|0.0%|4.0|0.2|0.00|1.00|1.00|1.75|3.5
10192|Trevor Booke|2013|奇才|9|1|16.2|1.4|3.2|44.8%|0.0|0.2|0.0%|0.4|0.7|66.7%|4.3|0.9|0.22|1.00|0.33|2.78|3.3
10194|Steve Nova|2007|火箭|3|0|7.0|1.0|1.3|75.0%|0.7|1.0|66.7%|0.0|0.0|0.0%|0.7|0.0|0.00|0.33|0.00|0.67|2.7
10194|Steve Nova|2010|马刺|1|0|6.0|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|1.0|0.0|0.00|0.00|0.00|0.00|0.0
10194|Steve Nova|2011|尼克斯|5|1|19.0|0.8|1.8|44.4%|0.8|1.4|57.1%|0.0|0.0|0.0%|3.0|0.0|0.00|0.20|0.60|1.40|2.4
10194|Steve Nova|2012|尼克斯|9|0|5.6|0.8|1.4|53.8%|0.4|1.0|44.4%|0.0|0.0|0.0%|0.4|0.0|0.11|0.00|0.00|0.56|2.0
10194|Steve Nova|2013|猛龙|4|0|3.8|0.0|0.8|0.0%|0.0|0.8|0.0%|0.0|0.0|0.0%|1.2|0.2|0.00|0.00|0.00|0.00|0.0
10195|Alec Burk|2011|爵士|4|0|15.8|1.8|7.0|25.0%|0.0|0.5|0.0%|3.0|3.5|85.7%|2.8|0.8|0.50|0.00|0.75|1.00|6.5
10197|Jeremy Evan|2011|爵士|2|0|3.5|0.0|0.5|0.0%|0.0|0.0|0.0%|1.0|1.0|100.0%|1.5|0.5|0.50|0.00|0.00|0.50|1.0
10204|LaMarcus Aldridg|2008|开拓者|6|6|39.5|8.5|17.3|49.0%|0.2|0.7|25.0%|2.3|3.3|70.0%|7.5|1.3|0.50|1.67|1.67|2.67|19.5
10204|LaMarcus Aldridg|2009|开拓者|6|6|38.2|6.7|15.5|43.0%|0.2|0.3|50.0%|5.5|7.3|75.0%|6.0|2.2|1.17|1.83|1.83|2.67|19.0
10204|LaMarcus Aldridg|2010|开拓者|6|6|43.0|8.8|19.2|46.1%|0.0|0.0|0.0%|3.2|4.0|79.2%|7.5|1.3|1.33|1.67|1.50|3.17|20.8
10204|LaMarcus Aldridg|2013|开拓者|11|11|40.1|10.3|22.7|45.2%|0.2|0.3|66.7%|5.5|6.8|80.0%|10.6|1.5|0.64|1.64|1.73|3.64|26.2
10205|Nicolas Batu|2008|开拓者|6|5|10.5|0.8|1.5|55.6%|0.3|0.7|50.0%|0.0|0.0|0.0%|0.5|0.2|0.17|0.33|0.50|1.17|2.0
10205|Nicolas Batu|2009|开拓者|6|6|23.2|2.8|6.2|45.9%|1.5|3.5|42.9%|1.0|1.3|75.0%|3.2|0.8|0.33|0.00|0.67|2.17|8.2
10205|Nicolas Batu|2010|开拓者|6|0|25.2|3.2|7.7|41.3%|1.2|4.3|26.9%|0.5|0.7|75.0%|1.7|1.3|0.83|0.83|1.17|2.33|8.0
10205|Nicolas Batu|2013|开拓者|11|11|41.7|6.1|12.9|47.2%|1.9|5.5|35.0%|1.1|1.4|80.0%|7.6|4.8|1.36|0.45|2.55|1.91|15.2
10206|Wesley Matthew|2009|爵士|10|10|37.1|3.9|10.1|38.6%|1.5|4.2|35.7%|3.9|4.8|81.3%|4.4|1.7|1.80|0.50|1.50|3.40|13.2
10206|Wesley Matthew|2010|开拓者|6|6|33.7|4.5|9.5|47.4%|1.3|3.5|38.1%|2.7|3.2|84.2%|1.2|1.0|0.67|0.17|1.17|2.50|13.0
10206|Wesley Matthew|2013|开拓者|11|11|38.7|5.1|12.4|41.2%|2.0|6.2|32.4%|2.4|2.9|81.3%|3.9|1.3|1.27|0.45|2.00|4.09|14.5
10207|Robin Lope|2009|太阳|6|6|17.3|3.2|5.8|54.3%|0.0|0.0|0.0%|1.5|1.5|100.0%|4.0|0.0|0.33|0.17|0.50|1.83|7.8
10207|Robin Lope|2013|开拓者|11|11|33.4|3.9|8.0|48.9%|0.0|0.0|0.0%|2.2|3.3|66.7%|9.2|0.8|0.45|1.82|1.00|3.64|10.0
10208|Chris Kama|2005|快船|11|10|29.5|4.6|7.8|59.3%|0.0|0.0|0.0%|1.5|1.9|76.2%|8.0|0.9|0.45|0.82|3.00|3.45|10.7
10209|Thomas Robinso|2013|开拓者|11|0|11.1|1.2|2.8|41.9%|0.0|0.0|0.0%|0.5|0.6|85.7%|2.5|0.5|0.45|0.45|0.45|2.09|2.9
10210|Damian Lillar|2013|开拓者|11|11|42.4|7.5|17.2|43.9%|2.5|6.4|38.6%|5.4|6.0|89.4%|5.1|6.5|1.00|0.09|2.73|2.64|22.9
10211|Dorell Wrigh|2006|热火|1|0|1.0|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.00|0.00|0.00|0.00|0.0
10211|Dorell Wrigh|2008|热火|1|0|3.0|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|0.0|0.00|0.00|0.00|0.00|0.0
10211|Dorell Wrigh|2009|热火|5|0|22.4|1.8|5.0|36.0%|0.4|1.6|25.0%|1.0|1.0|100.0%|3.8|1.8|0.40|0.00|1.20|0.60|5.0
10211|Dorell Wrigh|2013|开拓者|8|0|11.0|0.9|2.4|36.8%|0.5|1.5|33.3%|1.4|1.9|73.3%|2.0|0.4|0.38|1.12|0.62|1.00|3.6
10212|Joel Freelan|2013|开拓者|9|0|2.7|0.0|0.3|0.0%|0.0|0.0|0.0%|0.1|0.2|50.0%|0.9|0.1|0.11|0.11|0.44|0.78|0.1
10213|C.J. McCollu|2013|开拓者|6|0|4.0|0.2|1.8|9.1%|0.0|0.8|0.0%|0.3|0.3|100.0%|0.2|0.0|0.00|0.00|0.17|0.33|0.7
10214|Meyers Leonar|2013|开拓者|4|0|2.2|0.0|0.5|0.0%|0.0|0.0|0.0%|0.0|0.0|0.0%|0.5|0.0|0.00|0.00|0.00|0.25|0.0
10215|Steve Blak|2004|奇才|4|0|4.2|0.2|1.0|25.0%|0.0|0.2|0.0%|0.0|0.0|0.0%|0.8|0.5|0.00|0.00|0.25|0.75|0.5
10215|Steve Blak|2006|掘金|5|5|36.0|2.8|6.2|45.2%|1.6|3.2|50.0%|0.0|0.0|0.0%|2.4|4.6|0.60|0.00|2.00|1.60|7.2
10215|Steve Blak|2008|开拓者|6|6|38.5|3.7|7.5|48.9%|1.7|4.0|41.7%|0.8|1.2|71.4%|4.0|6.2|0.83|0.00|1.50|1.83|9.8
10215|Steve Blak|2010|湖人|9|0|16.1|0.8|2.6|30.4%|0.7|2.0|33.3%|0.0|0.0|0.0%|1.6|2.2|0.56|0.00|0.56|0.89|2.2
10215|Steve Blak|2011|湖人|12|0|25.5|2.2|5.2|41.9%|1.5|3.6|41.9%|0.4|0.6|71.4%|2.8|2.2|0.67|0.17|1.25|1.75|6.2
10215|Steve Blak|2012|湖人|2|2|37.5|5.5|14.0|39.3%|2.5|6.0|41.7%|0.5|0.5|100.0%|4.0|2.5|2.00|1.50|2.00|4.00|14.0
10215|Steve Blak|2013|勇士|6|0|7.5|0.7|2.0|33.3%|0.5|1.7|30.0%|0.0|0.2|0.0%|0.7|0.3|0.00|0.00|0.33|0.33|1.8
10216|Victor Clave|2013|开拓者|2|0|3.5|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|2.0|0.0%|2.5|0.0|0.00|0.00|0.50|0.00|0.0
10217|Darius Morri|2011|湖人|4|0|2.0|0.8|0.8|100.0%|0.2|0.2|100.0%|0.8|1.0|75.0%|0.0|0.8|0.00|0.00|0.25|0.25|2.5
10217|Darius Morri|2012|湖人|4|2|26.2|4.0|8.8|45.7%|0.8|2.2|33.3%|1.8|2.2|77.8%|1.2|3.0|0.50|0.00|1.50|1.50|10.5
10218|Will Barto|2013|开拓者|7|0|11.6|2.4|4.9|50.0%|0.9|1.6|54.5%|0.7|0.9|83.3%|1.7|0.4|0.14|0.29|0.86|1.00|6.4
10223|Thaddeus Youn|2007|76人|6|6|26.7|4.0|8.3|48.0%|0.2|0.8|20.0%|2.0|2.3|85.7%|4.5|0.7|1.17|0.00|0.67|1.17|10.2
10223|Thaddeus Youn|2008|76人|6|6|38.2|5.2|11.7|44.3%|0.8|2.0|41.7%|0.8|1.0|83.3%|4.5|1.3|1.00|0.17|1.33|2.83|12.0
10223|Thaddeus Youn|2010|76人|5|0|25.4|5.0|12.0|41.7%|0.0|0.2|0.0%|1.4|2.4|58.3%|5.8|0.8|0.80|0.20|1.40|2.60|11.4
10223|Thaddeus Youn|2011|76人|13|0|21.3|3.0|7.0|42.9%|0.0|0.0|0.0%|1.7|2.4|71.0%|5.2|1.2|0.54|0.54|1.15|1.92|7.7
10224|Kevin Marti|2005|国王|6|1|32.8|3.7|9.0|40.7%|1.0|3.2|31.6%|4.8|4.8|100.0%|5.0|0.5|0.50|0.33|0.33|1.83|13.2
10224|Kevin Marti|2012|雷霆|11|0|29.4|4.5|11.7|38.0%|1.5|4.2|37.0%|3.5|3.9|90.7%|3.1|1.3|0.64|0.27|1.00|1.64|14.0
10229|Corey Brewe|2010|小牛|6|0|3.8|0.7|1.5|44.4%|0.2|0.5|33.3%|0.0|0.0|0.0%|0.3|0.2|0.67|0.00|0.33|0.83|1.5
10229|Corey Brewe|2011|掘金|7|0|16.6|3.3|7.7|42.6%|0.9|2.9|30.0%|0.9|1.1|75.0%|2.0|0.9|1.00|0.29|0.29|1.57|8.3
10229|Corey Brewe|2012|掘金|6|0|24.3|3.5|11.3|30.9%|1.5|6.0|25.0%|2.3|3.5|66.7%|1.8|1.2|1.00|0.17|1.17|3.17|10.8
10230|J.J. Bare|2006|小牛|2|0|2.0|0.0|0.0|0.0%|0.0|0.0|0.0%|0.0|1.0|0.0%|0.0|0.0|0.00|0.00|0.00|0.00|0.0
10230|J.J. Bare|2007|小牛|1|0|5.0|3.0|4.0|75.0%|2.0|2.0|100.0%|0.0|0.0|0.0%|0.0|1.0|0.00|0.00|0.00|1.00|8.0
10230|J.J. Bare|2008|小牛|10|4|22.1|3.1|7.1|43.7%|0.5|1.6|31.3%|0.9|1.3|69.2%|2.0|3.4|0.30|0.00|0.60|1.30|7.6
10230|J.J. Bare|2009|小牛|6|0|17.5|2.5|6.2|40.5%|0.7|1.7|40.0%|0.2|0.5|33.3%|2.0|2.5|0.33|0.17|1.67|2.17|5.8
10230|J.J. Bare|2010|小牛|21|3|18.6|3.4|8.2|41.9%|0.8|2.4|32.0%|1.3|1.6|79.4%|1.9|3.4|0.29|0.00|1.10|1.33|8.9
10231|Mo William|2005|雄鹿|5|0|15.0|3.4|6.8|50.0%|0.4|2.2|18.2%|0.0|0.0|0.0%|0.6|2.0|0.20|0.00|1.20|2.40|7.2
10231|Mo William|2008|骑士|14|14|38.6|5.7|14.0|40.8%|2.5|6.7|37.2%|2.4|3.1|76.7%|3.2|4.1|0.71|0.07|2.14|3.07|16.3
10231|Mo William|2009|骑士|11|11|37.4|4.7|11.5|40.9%|1.5|4.7|32.7%|3.4|4.2|80.4%|3.1|5.4|0.55|0.18|2.09|3.18|14.4
10231|Mo William|2011|快船|11|0|20.8|3.7|8.5|43.6%|1.1|3.0|36.4%|1.1|1.2|92.3%|0.8|1.4|0.55|0.45|1.09|1.45|9.6
10231|Mo William|2013|开拓者|8|0|23.4|2.8|7.4|37.3%|0.6|2.6|23.8%|1.2|1.4|90.9%|1.5|1.9|0.38|0.00|1.75|3.00|7.4
10234|Ronny Turia|2005|湖人|3|0|8.3|1.0|1.7|60.0%|0.0|0.0|0.0%|1.7|2.0|83.3%|2.3|0.0|0.00|0.33|0.67|1.67|3.7
10234|Ronny Turia|2006|湖人|4|0|12.0|1.2|3.5|35.7%|0.0|0.0|0.0%|1.8|2.5|70.0%|3.0|0.2|0.50|0.25|0.25|2.00|4.2
10234|Ronny Turia|2007|湖人|19|0|9.8|0.7|1.9|38.9%|0.0|0.0|0.0%|0.5|0.9|58.8%|1.4|0.3|0.11|0.95|0.47|2.16|2.0
10234|Ronny Turia|2010|尼克斯|4|4|18.8|2.0|3.0|66.7%|0.0|0.0|0.0%|1.8|2.5|70.0%|2.8|1.0|0.25|1.50|0.75|1.00|5.8
10234|Ronny Turia|2011|热火|12|7|10.1|0.8|1.5|55.6%|0.0|0.0|0.0%|0.2|0.9|27.3%|2.6|0.1|0.08|0.67|0.50|1.92|1.9
10234|Ronny Turia|2012|快船|5|0|11.8|1.4|2.0|70.0%|0.0|0.0|0.0%|0.4|0.8|50.0%|1.6|0.0|0.20|0.60|0.40|2.80|3.2
10239|Amar&#039;e Stoudemir|2002|太阳|6|6|33.8|5.7|10.8|52.3%|0.2|0.2|100.0%|2.7|4.7|57.1%|7.8|1.2|1.67|1.50|3.17|4.67|14.2
10239|Amar&#039;e Stoudemir|2004|太阳|15|15|40.1|10.2|18.9|53.9%|0.0|0.2|0.0%|9.5|12.2|78.1%|10.7|1.2|0.67|2.00|3.13|3.93|29.9
10239|Amar&#039;e Stoudemir|2006|太阳|10|10|34.3|9.1|17.4|52.3%|0.1|0.3|33.3%|7.0|9.1|76.9%|12.1|0.6|1.30|1.90|1.90|3.90|25.3
10239|Amar&#039;e Stoudemir|2007|太阳|5|5|40.8|9.6|19.8|48.5%|0.2|0.8|25.0%|3.8|6.0|63.3%|9.0|0.4|1.40|2.40|2.80|3.80|23.2
10239|Amar&#039;e Stoudemir|2009|太阳|16|16|36.5|7.8|14.9|51.9%|0.0|0.2|0.0%|6.7|8.9|75.4%|6.6|1.1|0.69|1.50|2.50|3.38|22.2
10239|Amar&#039;e Stoudemir|2010|尼克斯|4|4|33.5|5.2|13.8|38.2%|0.0|0.0|0.0%|4.0|6.0|66.7%|7.8|1.8|0.25|0.75|3.00|2.50|14.5
10239|Amar&#039;e Stoudemir|2011|尼克斯|4|4|34.8|5.0|9.0|55.6%|0.0|0.0|0.0%|5.2|7.0|75.0%|6.5|0.8|1.25|0.25|3.00|4.00|15.2
10239|Amar&#039;e Stoudemir|2012|尼克斯|4|0|8.2|1.2|3.2|38.5%|0.2|0.2|100.0%|1.0|1.0|100.0%|2.2|0.0|0.00|0.00|0.75|2.25|3.8
10240|Carmelo Anthon|2003|掘金|4|4|35.8|5.2|16.0|32.8%|0.5|2.8|18.2%|4.0|5.0|80.0%|8.2|2.8|1.25|0.00|4.25|2.75|15.0
10240|Carmelo Anthon|2004|掘金|5|5|36.0|7.0|16.6|42.2%|0.0|0.2|0.0%|5.2|6.4|81.3%|5.4|2.0|0.60|0.20|2.60|4.00|19.2
10240|Carmelo Anthon|2005|掘金|5|5|38.6|6.6|19.8|33.3%|0.0|0.8|0.0%|7.8|10.4|75.0%|6.6|2.8|0.80|0.20|3.00|4.00|21.0
10240|Carmelo Anthon|2006|掘金|5|5|42.0|9.4|19.6|48.0%|1.8|3.6|50.0%|6.2|7.8|79.5%|8.6|1.2|1.00|0.00|3.80|2.40|26.8
10240|Carmelo Anthon|2007|掘金|4|4|36.5|8.0|22.0|36.4%|0.5|2.0|25.0%|6.0|7.2|82.8%|9.5|2.0|0.50|0.25|3.00|4.25|22.5
10240|Carmelo Anthon|2008|掘金|16|16|38.2|9.1|20.1|45.3%|1.5|4.1|36.4%|7.4|9.0|82.6%|5.8|4.1|1.75|0.62|2.31|3.75|27.2
10240|Carmelo Anthon|2009|掘金|6|6|42.3|10.7|23.0|46.4%|1.0|3.2|31.6%|8.3|9.5|87.7%|8.5|3.3|2.00|0.50|3.50|4.33|30.7
10240|Carmelo Anthon|2010|尼克斯|4|4|39.0|8.2|22.0|37.5%|2.2|6.5|34.6%|7.2|8.5|85.3%|10.2|4.8|1.25|0.75|3.25|4.00|26.0
10240|Carmelo Anthon|2011|尼克斯|5|5|40.8|10.4|24.8|41.9%|0.8|3.6|22.2%|6.2|8.2|75.6%|8.2|2.2|1.20|0.20|2.80|4.20|27.8
10240|Carmelo Anthon|2012|尼克斯|12|12|40.1|10.5|25.8|40.6%|1.4|4.8|29.8%|6.4|7.2|88.5%|6.6|1.6|1.08|0.17|2.58|3.83|28.8
10241|Andrea Bargnan|2006|猛龙|6|3|30.2|3.7|7.7|47.8%|1.2|2.8|41.2%|2.5|3.2|78.9%|4.0|1.0|0.83|0.50|1.17|2.67|11.0
10241|Andrea Bargnan|2007|猛龙|5|5|20.8|2.6|7.8|33.3%|0.8|3.2|25.0%|0.4|0.4|100.0%|1.4|0.4|0.80|0.60|0.40|3.00|6.4
10242|Jose Caldero|2006|猛龙|6|1|24.3|5.8|11.5|50.7%|0.5|2.0|25.0%|0.8|1.0|83.3%|1.7|5.3|0.83|0.00|2.50|2.00|13.0
10242|Jose Caldero|2007|猛龙|5|0|24.0|4.4|10.0|44.0%|2.0|4.2|47.6%|1.0|1.0|100.0%|3.6|7.0|0.20|0.00|1.20|3.00|11.8
10242|Jose Caldero|2013|小牛|7|7|27.3|4.3|9.3|46.2%|1.6|3.3|47.8%|0.1|0.1|100.0%|1.3|4.4|0.14|0.00|1.00|2.29|10.3
10243|J.R. Smit|2006|掘金|4|0|11.8|1.5|5.5|27.3%|0.0|3.0|0.0%|1.5|1.5|100.0%|2.2|0.5|1.00|0.25|0.75|1.50|4.5
10243|J.R. Smit|2007|掘金|4|0|27.0|5.8|10.8|53.5%|1.8|5.5|31.8%|5.0|6.0|83.3%|1.8|1.8|1.00|0.00|1.25|3.00|18.2
10243|J.R. Smit|2008|掘金|16|0|27.2|5.5|12.1|45.4%|2.4|6.6|35.8%|1.6|2.9|54.3%|3.3|2.8|1.06|0.25|1.62|3.19|14.9
10243|J.R. Smit|2009|掘金|6|0|26.5|3.5|9.5|36.8%|1.8|5.2|35.5%|2.3|2.7|87.5%|3.8|1.7|0.67|0.33|1.00|2.83|11.2
10243|J.R. Smit|2010|掘金|5|0|15.2|3.2|9.0|35.6%|1.8|4.2|42.9%|1.6|2.2|72.7%|2.0|1.0|0.40|0.00|1.60|1.60|9.8
10243|J.R. Smit|2011|尼克斯|5|0|35.0|4.8|15.2|31.6%|1.0|5.6|17.9%|1.6|1.6|100.0%|2.6|2.2|1.20|0.20|2.20|3.80|12.2
10243|J.R. Smit|2012|尼克斯|11|0|31.9|4.9|14.8|33.1%|1.6|6.0|27.3%|2.8|3.9|72.1%|4.7|1.4|1.00|0.45|1.82|2.45|14.3
10244|Samuel Dalember|2004|76人|5|5|38.4|5.2|9.4|55.3%|0.0|0.0|0.0%|1.2|3.0|40.0%|12.8|0.4|0.40|1.40|1.80|3.80|11.6
10244|Samuel Dalember|2007|76人|6|6|32.2|3.2|7.5|42.2%|0.0|0.0|0.0%|2.7|3.2|84.2%|9.5|0.5|0.33|1.67|1.67|2.83|9.0
10244|Samuel Dalember|2008|76人|6|6|22.2|2.7|4.2|64.0%|0.0|0.0|0.0%|0.5|0.7|75.0%|7.8|0.5|0.33|1.50|1.00|4.00|5.8
10244|Samuel Dalember|2012|雄鹿|1|0|9.0|0.0|2.0|0.0%|0.0|0.0|0.0%|1.0|4.0|25.0%|3.0|0.0|1.00|0.00|2.00|3.00|1.0
10244|Samuel Dalember|2013|小牛|7|7|19.3|1.6|3.4|45.8%|0.0|0.0|0.0%|1.4|2.1|66.7%|8.4|0.0|0.29|1.43|0.57|2.14|4.6
10245|Jason Smit|2007|76人|6|0|13.7|1.3|3.0|44.4%|0.0|0.2|0.0%|0.7|0.7|100.0%|2.5|0.5|0.17|0.83|0.33|0.83|3.3
10245|Jason Smit|2010|黄蜂|6|0|9.7|1.2|2.5|46.7%|0.0|0.0|0.0%|0.0|0.0|0.0%|1.2|0.2|0.33|0.00|0.00|1.83|2.3
10246|Travis Outla|2008|开拓者|6|0|28.3|3.5|11.0|31.8%|0.7|2.7|25.0%|1.3|2.0|66.7%|3.0|0.5|0.83|0.67|0.83|1.67|9.0
10247|Iman Shumper|2011|尼克斯|1|1|19.0|0.0|2.0|0.0%|0.0|1.0|0.0%|0.0|0.0|0.0%|1.0|0.0|1.00|0.00|1.00|2.00|0.0
10247|Iman Shumper|2012|尼克斯|12|12|28.1|3.4|8.3|41.0%|1.5|3.5|42.9%|1.0|1.2|85.7%|6.0|1.3|1.08|0.25|1.17|3.00|9.3
10248|Pablo Prigion|2012|尼克斯|11|10|20.9|1.5|3.9|39.5%|1.2|2.7|43.3%|0.2|0.4|50.0%|1.5|3.2|1.27|0.09|0.55|1.91|4.5
10249|Shane Larki|2013|小牛|2|0|5.0|0.0|1.5|0.0%|0.0|0.5|0.0%|0.0|0.0|0.0%|0.5|1.0|0.00|0.00|0.50|0.00|0.0
10252|Cole Aldric|2011|雷霆|5|0|5.0|0.8|1.8|44.4%|0.0|0.0|0.0%|0.4|0.8|50.0%|2.6|0.0|0.00|0.00|0.00|0.60|2.0
10255|Joe Johnso|2002|太阳|6|0|27.3|2.3|8.5|27.5%|0.3|2.2|15.4%|0.3|0.8|40.0%|4.3|1.3|0.67|0.33|2.00|2.50|5.3
10255|Joe Johnso|2004|太阳|9|9|39.4|7.0|13.9|50.4%|2.2|4.0|55.6%|2.6|3.7|69.7%|4.3|3.3|1.11|0.44|1.11|2.00|18.8
10255|Joe Johnso|2007|老鹰|7|7|39.3|6.7|16.4|40.9%|2.3|5.1|44.4%|4.3|4.7|90.9%|3.9|4.0|0.29|0.00|2.29|2.29|20.0
10255|Joe Johnso|2008|老鹰|11|11|39.0|6.4|15.3|41.7%|1.1|3.2|34.3%|2.5|4.1|62.2%|4.5|3.5|1.27|0.00|2.91|2.18|16.4
10255|Joe Johnso|2009|老鹰|11|11|40.0|7.0|18.1|38.7%|0.8|3.7|22.0%|3.1|3.8|81.0%|5.1|5.0|0.91|0.27|2.27|2.00|17.9
10255|Joe Johnso|2010|老鹰|12|12|41.4|7.2|16.5|43.9%|1.5|3.5|42.9%|2.8|3.5|81.0%|4.6|3.3|1.08|0.08|2.58|1.58|18.8
10255|Joe Johnso|2011|老鹰|6|6|40.5|6.3|17.0|37.3%|1.5|6.0|25.0%|3.0|4.0|75.0%|3.5|3.5|1.33|0.17|2.67|1.83|17.2
10255|Joe Johnso|2012|篮网|7|7|38.7|6.1|14.7|41.7%|1.4|5.6|25.6%|1.1|1.3|88.9%|3.1|2.7|1.14|0.00|1.71|1.86|14.9
10255|Joe Johnso|2013|篮网|12|12|39.1|8.2|15.3|53.3%|1.8|4.4|41.5%|3.0|3.6|83.7%|3.8|2.9|0.50|0.25|1.58|1.67|21.2
10256|Deron William|2006|爵士|17|17|38.6|7.2|15.9|45.2%|1.1|3.4|33.3%|3.8|4.8|79.0%|4.3|8.6|1.53|0.24|4.00|2.88|19.2
10256|Deron William|2007|爵士|12|12|42.8|7.5|15.2|49.2%|2.3|4.7|50.0%|4.2|5.5|77.3%|3.6|10.0|0.58|0.33|3.08|2.92|21.6
10256|Deron William|2008|爵士|5|5|42.2|5.8|14.0|41.4%|1.8|5.0|36.0%|6.8|8.2|82.9%|3.8|10.8|1.80|0.40|4.20|3.40|20.2
10256|Deron William|2009|爵士|10|10|39.8|6.7|14.9|45.0%|2.0|5.1|39.2%|8.9|11.1|80.2%|2.7|10.2|1.00|0.40|3.00|3.70|24.3
10256|Deron William|2012|篮网|7|7|41.7|6.4|15.1|42.5%|2.4|6.1|39.5%|5.3|6.4|82.2%|3.1|8.4|1.00|0.57|3.00|2.43|20.6
10256|Deron William|2013|篮网|12|12|35.7|5.0|12.7|39.5%|1.5|4.4|34.0%|3.0|3.8|80.0%|3.2|5.8|1.08|0.17|2.25|2.58|14.5
10257|Brook Lope|2012|篮网|7|7|37.6|8.3|17.6|47.2%|0.1|0.1|100.0%|5.6|6.3|88.6%|7.4|1.4|0.86|3.00|2.29|2.86|22.3
10258|Kevin Garnet|1996|森林狼|3|3|41.7|8.0|17.0|47.1%|0.3|0.3|100.0%|1.0|1.0|100.0%|9.3|3.7|1.33|1.00|1.33|2.00|17.3
10258|Kevin Garnet|1997|森林狼|5|5|38.8|7.2|15.0|48.0%|0.0|0.0|0.0%|1.4|1.8|77.8%|9.6|4.0|0.80|2.40|4.40|3.40|15.8
10258|Kevin Garnet|1998|森林狼|4|4|42.5|8.8|19.8|44.3%|0.0|0.5|0.0%|4.2|5.8|73.9%|12.0|3.8|1.75|2.00|3.25|2.50|21.8
10258|Kevin Garnet|1999|森林狼|4|4|42.8|7.5|19.5|38.5%|0.5|0.8|66.7%|3.2|4.0|81.3%|10.8|8.8|1.25|0.75|2.75|3.00|18.8
10258|Kevin Garnet|2000|森林狼|4|4|41.2|6.8|14.5|46.6%|0.0|0.8|0.0%|7.5|9.0|83.3%|12.0|4.2|1.00|1.50|1.50|3.25|21.0
10258|Kevin Garnet|2001|森林狼|3|3|43.3|8.0|18.7|42.9%|0.3|0.7|50.0%|7.7|10.7|71.9%|18.7|5.0|1.67|1.67|4.00|3.67|24.0
10258|Kevin Garnet|2002|森林狼|6|6|44.2|11.8|23.0|51.4%|0.5|1.5|33.3%|2.8|4.7|60.7%|15.7|5.2|1.67|1.67|3.00|3.83|27.0
10258|Kevin Garnet|2003|森林狼|18|18|43.5|9.3|20.7|45.2%|0.3|0.9|31.3%|5.4|6.9|77.6%|14.6|5.1|1.33|2.28|4.17|3.17|24.3
10258|Kevin Garnet|2007|凯尔特人|26|26|38.0|8.3|16.8|49.5%|0.1|0.3|25.0%|3.6|4.5|81.0%|10.5|3.3|1.35|1.12|2.12|2.85|20.4
10258|Kevin Garnet|2009|凯尔特人|23|23|33.3|6.5|13.1|49.5%|0.0|0.1|0.0%|2.0|2.4|83.9%|7.4|2.5|1.13|0.87|1.35|3.22|15.0
10258|Kevin Garnet|2010|凯尔特人|9|9|36.4|6.2|14.1|44.1%|0.0|0.1|0.0%|2.4|3.2|75.9%|10.9|2.6|1.89|1.00|2.11|3.00|14.9
10258|Kevin Garnet|2011|凯尔特人|20|20|36.9|8.0|16.0|49.7%|0.1|0.2|25.0%|3.2|4.0|81.3%|10.3|1.5|1.15|1.45|2.20|2.95|19.2
10258|Kevin Garnet|2012|凯尔特人|6|6|35.3|5.0|10.0|50.0%|0.0|0.3|0.0%|2.7|2.8|94.1%|13.7|3.5|0.83|1.00|3.17|3.83|12.7
