ID|name|website|profile|heigh|position|weight|birth|team|school|xuanxiu|born|salary|contract|regular race|season race
10176|Arron Afflalo|http://g.hupu.com/nba/players/arronafflalo-1360.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1360_580.jpg|1.96|G/F(10号)|98|498153600.0|丹佛掘金|加州大学洛杉矶分校|2007年第1轮第27顺位|美国|775|5年4300万美元，2011/12/20签，2016夏到期，2015夏球员选项|7|5
10177|Wilson Chandler|http://g.hupu.com/nba/players/wilsonchandler-1424.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1424.jpg|2.03|G/F(21号)|102|547570800.0|丹佛掘金|德保罗大学|2007年第1轮第23顺位|美国|675|5年3172万美元，2012/3/19签，2016夏到期★15-16赛季只有200万受保障|9|2
10178|J.J. Hickson|http://g.hupu.com/nba/players/jjhickson-3057.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3057_545.jpg|2.06|F/C(7号)|110|589302000.0|丹佛掘金|北卡罗来纳州立大学|2008年第1轮第19顺位|美国|538|3年1614万，2013/7/11签，2016夏到期|8|1
10179|Timofey Mozgov|http://g.hupu.com/nba/players/timofeymozgov-3509.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3509_369.jpg|2.16|C(25号)|113|521823600.0|丹佛掘金|||苏联|465|3年1400万，2013/7/27签，2016夏到期，2015夏球队选项|6|1
10180|Darrell Arthur|http://g.hupu.com/nba/players/darrellarthur-3024.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3024_745.jpg|2.06|F/C(00号)|102|575222400.0|丹佛掘金|堪萨斯大学|2008年第1轮第27顺位|美国|345|3年900万，2012/7/14签，2015夏到期|5|2
10181|Randy Foye|http://g.hupu.com/nba/players/randyfoye-1215.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1215_491.jpg|1.93|G(4号)|97|433180800.0|丹佛掘金|维拉诺瓦大学|2006年第1轮第7顺位|美国|313|3年940万，2013/7/10签，2016夏到期|8|1
10182|Alonzo Gee|http://g.hupu.com/nba/players/alonzogee-3425.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3425_980.jpg|1.98|G/F(1号)|102|549212400.0|丹佛掘金|阿拉巴马大学||美国|300|3年1000万，2012/9/11签，2015夏到期★14-15赛季部分保障|8|0
10183|Kenneth Faried|http://g.hupu.com/nba/players/kennethfaried-3575.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3575_229.jpg|2.03|PF(35号)|103|627408000.0|丹佛掘金|摩海德州立大学|2011年第1轮第22顺位|美国|224|4年642万美元，2011/12/10签，2015夏到期|3|2
10184|Nate Robinson|http://g.hupu.com/nba/players/naterobinson-1030.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1030_707.jpg|1.75|G(5号)|82|454780800.0|丹佛掘金|华盛顿大学|2005年第1轮第21顺位|美国|210|2年412万，2013/7/26签，2015夏到期|13|3
10185|Jusuf Nurkic|http://g.hupu.com/nba/players/jusufnurkic-4941.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4941_384.png|2.11|C(23号)|127|777571200.0|丹佛掘金||2014年第1轮第16顺位|波斯尼亚|176|四年847万，2016-17、2017-18球队选项，2018年夏天到期|0|0
10186|Gary Harris|http://g.hupu.com/nba/players/garyharris-4942.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4942_434.jpg|1.93|SG(14号)|95|779472000.0|丹佛掘金|密歇根州立大学|2014年第1轮第19顺位|美国|151|4年731万，2014/7/10签，2018夏到期，16&amp;17夏球队选项|0|0
10187|Quincy Miller|http://g.hupu.com/nba/players/quincymiller-3675.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3675.jpg|2.06|SF(30号)|95|722016000.0|丹佛掘金|贝勒大学|2012年第2轮第8顺位|美国|91|3年217万，2012/9/7签，2015夏到期★部分保障合同|2|0
10188|Erick Green|http://g.hupu.com/nba/players/erickgreen-4975.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4975_386.jpg|1.93|G(11号)|84|673714800.0|丹佛掘金|Virginia Tech|2013年第2轮第16顺位|美国|||0|0
10189|Gordon Hayward|http://g.hupu.com/nba/players/gordonhayward-3457.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3457.jpg|2.03|G/F(20号)|102|638121600.0|犹他爵士|巴特勒大学|2010年第1轮第9顺位|美国|1474|4年6296万，2014/7/10签，2018夏到期，2017夏球员选项|4|1
10190|Derrick Favors|http://g.hupu.com/nba/players/derrickfavors-3451.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3451.jpg|2.08|F/C(15号)|119|679503600.0|犹他爵士|乔治亚理工大学|2010年第1轮第3顺位|美国|1295|4年4800万，2013/10/20签，2014夏生效，2018夏到期|6|1
10191|Enes Kanter|http://g.hupu.com/nba/players/eneskanter-3556.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3556.jpg|2.11|C(0号)|111|706291200.0|犹他爵士|肯塔基大学|2011年第1轮第3顺位|瑞士|569|4年1934万美元，2011/12/12签，2015夏到期|3|1
10192|Trevor Booker|http://g.hupu.com/nba/players/trevorbooker-3471.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3471_970.jpg|2.03|PF(33号)|104|564768000.0|犹他爵士|克莱姆森大学|2010年第1轮第23顺位|美国|500|2年1000万，2014/7/22签，2016夏到期|4|1
10193|Dante Exum|http://g.hupu.com/nba/players/danteexum-4938.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4938_321.png|1.98|PG(11号)|86|805564800.0|犹他爵士||2014年第1轮第5顺位|澳大利亚|361|4年1632万，2014/7/12签，2018夏到期，16&amp;17夏球队选项|0|0
10194|Steve Novak|http://g.hupu.com/nba/players/stevenovak-1260.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1260_865.png|2.08|F(16号)|102|424281600.0|犹他爵士|马奎特大学|2006年第2轮第2顺位|美国|344|4年1500万美元，2012/7/12签，2016夏到期|10|5
10195|Alec Burks|http://g.hupu.com/nba/players/alecburks-3565.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3565.jpg|1.98|G(10号)|96|679935600.0|犹他爵士|科罗拉多大学|2011年第1轮第12顺位|美国|303|4年971万美元，2011/12/12签，2015夏到期|3|1
10196|Trey Burke|http://g.hupu.com/nba/players/treyburke-4833.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4833.jpg|1.85|PG(3号)|84|721497600.0|犹他爵士|密歇根大学|2013年第1轮第9顺位|美国|254|4年1102万，2013/7/3签，2017夏到期，15&amp;16夏球队选项|1|0
10197|Jeremy Evans|http://g.hupu.com/nba/players/jeremyevans-3503.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3503_525.jpg|2.06|F(40号)|91|562003200.0|犹他爵士|西肯塔基大学|2010年第2轮第25顺位|美国|179|3年550万，2012/7/12签，2015夏到期|4|1
10198|Rodney Hood|http://g.hupu.com/nba/players/rodneyhood-4940.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4940_721.png|2.03|SF(5号)|98|719510400.0|犹他爵士|杜克大学|2014年第1轮第23顺位|美国|129|4年643万，2014/7/12签，2018夏到期，16&amp;17夏球队选项|0|0
10199|Rudy Gobert|http://g.hupu.com/nba/players/rudygobert-4834.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4834_779.png|2.16|C(27号)|111|709488000.0|犹他爵士||2013年第1轮第27顺位|法国|112|4年550万，2013/7/3签，2017夏到期，15&amp;16夏球队选项|1|0
10200|Carrick Felix|http://g.hupu.com/nba/players/carrickfelix-4788.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4788_148.jpg|1.98|G/F(8号)|91|650818800.0|犹他爵士|亚利桑那州立大学|2013年第2轮第3顺位|美国|81|4年329万，2013/7/24签，2017夏到期★15-16与16-17赛季无保障|1|0
10201|Ian Clark|http://g.hupu.com/nba/players/ianclark-4837.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4837.jpg|1.91|G(21号)|82|668275200.0|犹他爵士|贝尔蒙特大学||美国|81|2年底薪，2013/7/30签，2015夏到期★无保障合同|1|0
10202|Toure&#039; Murry|http://g.hupu.com/nba/players/touremurry-4817.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4817_821.png|1.96|SG(23号)|88|626457600.0|犹他爵士|威奇塔州立大学||美国|49|2年底薪，2013/9/12签，2015夏到期★无保障合同|1|0
10203|Brock Motum|http://g.hupu.com/nba/players/brockmotum-4984.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4984_281.png|2.08|PF(24号)|107|656006400.0|犹他爵士|华盛顿州立大学||澳大利亚|||0|0
10204|LaMarcus Aldridge|http://g.hupu.com/nba/players/lamarcusaldridge-1209.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/1209.jpg|2.11|F/C(12号)|118|490550400.0|波特兰开拓者|德克萨斯大学|2006年第1轮第2顺位|美国|1600|5年6500万，2009/10/22续签，2010夏生效，2015夏到期|8|4
10205|Nicolas Batum|http://g.hupu.com/nba/players/nicolasbatum-3025.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3025.jpg|2.03|G/F(88号)|102|598032000.0|波特兰开拓者||2008年第1轮第25顺位|法国|1176|4年4612万，2012/7/16签，2016夏到期|6|4
10206|Wesley Matthews|http://g.hupu.com/nba/players/wesleymatthews-3408.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3408.jpg|1.96|G/F(2号)|97|529603200.0|波特兰开拓者|马奎特大学||美国|724|5年3253万，2010/7/10签，2015夏到期|5|3
10207|Robin Lopez|http://g.hupu.com/nba/players/robinlopez-3036.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3036_689.jpg|2.13|C(42号)|120|575827200.0|波特兰开拓者|斯坦福大学|2008年第1轮第15顺位|美国|612|3年1535万，2012/7/28签，2015夏到期|6|2
10208|Chris Kaman|http://g.hupu.com/nba/players/chriskaman-225.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/225_635.jpg|2.13|F/C(35号)|120|388771200.0|波特兰开拓者|中密歇根大学|2003年第1轮第6顺位|美国|480|2年981万，2014/7/11签，2016夏到期★15-16赛季薪金只有100万受保障|11|1
10209|Thomas Robinson|http://g.hupu.com/nba/players/thomasrobinson-3642.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3642_598.jpg|2.08|PF(41号)|107|669139200.0|波特兰开拓者|堪萨斯大学|2012年第1轮第5顺位|美国|367|4年1524万，2012/7/12签，2016夏到期，2015夏球队选项|4|1
10210|Damian Lillard|http://g.hupu.com/nba/players/damianlillard-3643.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3643.jpg|1.91|PG(0号)|88|647967600.0|波特兰开拓者|韦伯州立大学|2012年第1轮第6顺位|美国|334|4年1384万，2012/7/12签，2016夏到期，2015夏球队选项|2|1
10211|Dorell Wright|http://g.hupu.com/nba/players/dorellwright-861.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/861_493.jpg|2.06|G/F(1号)|93|502300800.0|波特兰开拓者||2004年第1轮第19顺位|美国|313|2年613万，2013/7/10签，2015夏到期|10|4
10212|Joel Freeland|http://g.hupu.com/nba/players/joelfreeland-1285.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1285.jpg|2.11|F/C(19号)|116|539625600.0|波特兰开拓者||2006年第1轮第30顺位|英格兰|301|3年892万，2012/7/14签，2015夏到期|2|1
10213|C.J. McCollum|http://g.hupu.com/nba/players/cjmccollum-4844.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4844.jpg|1.91|G(3号)|86|685209600.0|波特兰开拓者|里海大学|2013年第1轮第10顺位|美国|242|4年1047万，2013/7/11签，2017夏到期，15&amp;16夏球队选项|1|1
10214|Meyers Leonard|http://g.hupu.com/nba/players/meyersleonard-3648.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3648.jpg|2.16|F/C(11号)|116|699120000.0|波特兰开拓者|伊利诺伊大学|2012年第1轮第11顺位|美国|231|4年974万，2012/7/12签，2016夏到期，2015夏球队选项|2|1
10215|Steve Blake|http://g.hupu.com/nba/players/steveblake-125.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/125.jpg|1.91|G(25号)|79|320342400.0|波特兰开拓者|马里兰大学|2003年第2轮第9顺位|美国|207|2年424万，2014/7/11签，2016夏到期，2015夏球员选项|17|7
10216|Victor Claver|http://g.hupu.com/nba/players/victorclaver-3390.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3390.jpg|2.08|G/F(18号)|107|588870000.0|波特兰开拓者||2009年第1轮第22顺位|西班牙|137|3年400万，2012/7/12签，2015夏到期|2|1
10217|Darius Morris|http://g.hupu.com/nba/players/dariusmorris-3593.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3593_280.jpg|1.93|G(4号)|88|662832000.0|波特兰开拓者|密歇根大学|2011年第2轮第11顺位|美国|104|1年底薪，2013/9/28签，2014夏到期★无保障合同|6|2
10218|Will Barton|http://g.hupu.com/nba/players/willbarton-3677.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3677.jpg|1.98|SG(5号)|84|663091200.0|波特兰开拓者|孟菲斯大学|2012年第2轮第10顺位|美国|91|3年225万，2012/7/15签，2015夏到期★14-15赛季无保障|2|1
10219|Diante Garrett|http://g.hupu.com/nba/players/diantegarrett-3756.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3756_911.jpg|1.93|G(10号)|86|594489600.0|波特兰开拓者|爱荷华州立大学||美国|91|2年底薪，2013/11/16签，2015夏到期★无保障合同|2|0
10220|Allen Crabbe|http://g.hupu.com/nba/players/allencrabbe-4845.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4845.jpg|1.98|SG(23号)|93|702748800.0|波特兰开拓者|加利福尼亚大学|2013年第2轮第1顺位|美国|86|3年263万，2013/7/10签，2016夏到期★15-16赛季无保障|1|0
10221|James Southerland|http://g.hupu.com/nba/players/jamessoutherland-4843.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4843_970.png|2.03|SF(31号)|98|641228400.0|波特兰开拓者|雪城大学||美国|49|1年底薪，2013/9/6签，2014夏到期|3|0
10222|Nikola Pekovic|http://g.hupu.com/nba/players/nikolapekovic-3077.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3077.jpg|2.11|C(14号)|134|505065600.0|明尼苏达森林狼||2008年第2轮第1顺位|南斯拉夫|1210|5年6000万，2013/8/15签，2018夏到期|4|0
10223|Thaddeus Young|http://g.hupu.com/nba/players/thaddeusyoung-1237.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1237_578.png|2.03|F(33号)|100|582822000.0|明尼苏达森林狼|乔治亚理工大学|2007年第1轮第12顺位|美国|941|5年4300万美元，2011/12/11签，2016夏到期，2015夏提前终止合同选项|7|4
10224|Kevin Martin|http://g.hupu.com/nba/players/kevinmartin-491.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/491_137.png|2.01|G/F(23号)|93|412876800.0|明尼苏达森林狼|西卡罗莱纳大学|2004年第1轮第26顺位|美国|679|4年2775万，2013/7/11签，2017夏到期|12|2
10225|Andrew Wiggins|http://g.hupu.com/nba/players/andrewwiggins-4956.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4956_127.png|2.03|SF(22号)|91|793468800.0|明尼苏达森林狼|堪萨斯大学|2014年第1轮第1顺位|加拿大|556|4年2484万，2014/7/25签，2018夏到期★16-17、17-18赛季球队选项|0|0
10226|Anthony Bennett|http://g.hupu.com/nba/players/anthonybennett-4786.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4786_967.jpg|2.03|F(24号)|111|732038400.0|明尼苏达森林狼|内华达大学拉斯维加斯分校|2013年第1轮第1顺位|加拿大|556|4年2400万，2013/8/20签，2017夏到期，15&amp;16夏球队选项|1|0
10227|Ricky Rubio|http://g.hupu.com/nba/players/rickyrubio-3345.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3345.jpg|1.93|PG(9号)|87|656438400.0|明尼苏达森林狼||2009年第1轮第5顺位|西班牙|507|4年1629万美元，2011/5/31签，2015夏到期|3|0
10228|Chase Budinger|http://g.hupu.com/nba/players/chasebudinger-3312.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3312.jpg|2.01|G/F(10号)|95|580230000.0|明尼苏达森林狼|亚利桑那大学|2009年第2轮第14顺位|美国|500|3年1500万，2013/7/13签，2016夏到期，2015夏球员选项|5|0
10229|Corey Brewer|http://g.hupu.com/nba/players/coreybrewer-1355.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1355_264.jpg|2.06|G/F(13号)|84|510336000.0|明尼苏达森林狼|佛罗里达大学|2007年第1轮第7顺位|美国|470|3年1410万，2013/7/13签，2016夏到期，2015夏球员选项|9|3
10230|J.J. Barea|http://g.hupu.com/nba/players/jjbarea-1318.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1318.jpg|1.83|PG(11号)|83|457027200.0|明尼苏达森林狼|东北大学||Puerto Rico|451|4年1800万美元，2011/12/15签，2015夏到期|8|5
10231|Mo Williams|http://g.hupu.com/nba/players/mowilliams-671.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/671_293.png|1.85|G(25号)|88|409075200.0|明尼苏达森林狼|阿拉巴马大学|2003年第2轮第18顺位|美国|260|2年560万，2013/8/9签，2015夏到期，2014夏球员选项|13|5
10232|Zach LaVine|http://g.hupu.com/nba/players/zachlavine-4911.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4911_934.jpg|1.96|PG(8号)|83|794764800.0|明尼苏达森林狼|加州大学洛杉矶分校|2014年第1轮第13顺位|美国|205|4年964万，2014/7/9签，2018夏到期，16&amp;17夏球队选项|0|0
10233|Shabazz Muhammad|http://g.hupu.com/nba/players/shabazzmuhammad-4812.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4812.jpg|1.98|SF(15号)|103|721584000.0|明尼苏达森林狼|加州大学洛杉矶分校|2013年第1轮第14顺位|美国|197|4年896万，2013/7/12签，2017夏到期，15&amp;16夏球队选项|1|0
10234|Ronny Turiaf|http://g.hupu.com/nba/players/ronnyturiaf-1056.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1056_710.jpg|2.08|F/C(32号)|113|411235200.0|明尼苏达森林狼|冈萨加大学|2005年第2轮第7顺位|法国|150|2年300万，2013/7/18签，2015夏到期|11|6
10235|Gorgui Dieng|http://g.hupu.com/nba/players/gorguidieng-4813.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4813.jpg|2.11|C(5号)|106|632592000.0|明尼苏达森林狼|路易斯维尔大学|2013年第1轮第21顺位|塞内加尔|141|4年658万，2013/7/13签，2017夏到期，15&amp;16夏球队选项|1|0
10236|Robbie Hummel|http://g.hupu.com/nba/players/robbiehummel-3695.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3695_922.jpg|2.03|F(4号)|100|605289600.0|明尼苏达森林狼|普渡大学|2012年第2轮第28顺位|美国|81|1年底薪，2014/7/24签，2015夏到期|1|0
10237|Glenn Robinson III|http://g.hupu.com/nba/players/glennrobinsoniii-4912.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4912_257.jpg|1.98|SF(1号)|101|757958400.0|明尼苏达森林狼|密歇根大学|2014年第2轮第10顺位|美国||未签约新秀|0|0
10238|Brady Heslip|http://g.hupu.com/nba/players/bradyheslip-4996.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4996_811.jpg|1.88|PG(3号)|82|645721200.0|明尼苏达森林狼|贝勒大学||加拿大|||0|0
10239|Amar&#039;e Stoudemire|http://g.hupu.com/nba/players/amarestoudemire-180.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/180.jpg|2.11|F/C(1号)|111|406224000.0|纽约尼克斯||2002年第1轮第9顺位|美国|2341|5年9983万，2010/7/8签，2015夏到期|12|8
10240|Carmelo Anthony|http://g.hupu.com/nba/players/carmeloanthony-252.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/252.jpg|2.03|F(7号)|109|454608000.0|纽约尼克斯|雪城大学|2003年第1轮第3顺位|美国|2245|5年1.24亿，2014/7/16签，2019夏到期，2018夏提前终止合同选项★拥有不可交易条款★合同包含15%交易保证金|13|10
10241|Andrea Bargnani|http://g.hupu.com/nba/players/andreabargnani-1210.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1210_150.jpg|2.13|F/C(77号)|113|499104000.0|纽约尼克斯||2006年第1轮第1顺位|意大利|1150|5年5000万，2009/7/8续约，2010夏生效，2015夏到期|8|2
10242|Jose Calderon|http://g.hupu.com/nba/players/josecalderon-1090.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1090_829.png|1.91|PG(3号)|95|370454400.0|纽约尼克斯|||西班牙|709|4年2900万，2013/7/11签，2017夏到期|11|3
10243|J.R. Smith|http://g.hupu.com/nba/players/jrsmith-488.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/488.jpg|1.98|G/F(8号)|100|495043200.0|纽约尼克斯||2004年第1轮第18顺位|美国|598|3年1794万，2013/7/11签，2016夏到期，2015夏球员选项|10|7
10244|Samuel Dalembert|http://g.hupu.com/nba/players/samueldalembert-774.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/774_981.jpg|2.11|C(11号)|113|358272000.0|纽约尼克斯|塞顿霍尔大学|2001年第1轮第26顺位|海地|386|2年750万美元，2013/7/18签，2015夏到期★14-15赛季薪金只有180万受保障★合同包括15%交易保证金|12|5
10245|Jason Smith|http://g.hupu.com/nba/players/jasonsmith-1342.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1342_409.png|2.13|F/C(14号)|109|510076800.0|纽约尼克斯|科罗拉多州立大学|2007年第1轮第20顺位|美国|327|1年327万，2014/7/19签，2015夏到期|6|2
10246|Travis Outlaw|http://g.hupu.com/nba/players/travisoutlaw-173.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/173_662.jpg|2.06|F(25号)|95|464284800.0|纽约尼克斯||2003年第1轮第23顺位|美国|300|4年1200万美元，2011/12/18签，2015夏到期|13|1
10247|Iman Shumpert|http://g.hupu.com/nba/players/imanshumpert-3570.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3570.jpg|1.96|G/F(21号)|100|646326000.0|纽约尼克斯|乔治亚理工大学|2011年第1轮第17顺位|美国|261|4年780万美元，2011/12/13签，2015夏到期|3|2
10248|Pablo Prigioni|http://g.hupu.com/nba/players/pabloprigioni-3703.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3703.jpg|1.91|G(9号)|84|232646400.0|纽约尼克斯|||阿根廷|166|3年498万，2013/7/10签，2016夏到期★15-16赛季薪金只有29万受保障|2|1
10249|Shane Larkin|http://g.hupu.com/nba/players/shanelarkin-4791.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4791_317.jpg|1.8|PG(0号)|80|717955200.0|纽约尼克斯|佛罗里达迈阿密大学|2013年第1轮第18顺位|美国|160|4年738万，2013/7/29签，2017夏到期，15&amp;16夏球队选项|1|1
10250|Tim Hardaway Jr.|http://g.hupu.com/nba/players/timhardawayjr-4814.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4814_674.jpg|1.98|SG(5号)|93|700675200.0|纽约尼克斯|密歇根大学|2013年第1轮第24顺位|美国|125|4年602万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|0
10251|Quincy Acy|http://g.hupu.com/nba/players/quincyacy-3674.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3674_645.jpg|2.01|PF(4号)|109|655142400.0|纽约尼克斯|贝勒大学|2012年第2轮第7顺位|美国|91|3年237万，2012/7/17签，2015夏到期★14-15赛季无保障|4|0
10252|Cole Aldrich|http://g.hupu.com/nba/players/colealdrich-3459.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3459_382.jpg|2.11|C(45号)|111|594230400.0|纽约尼克斯|堪萨斯大学|2010年第1轮第11顺位|美国|91|1年底薪，2014/7/12签，2015夏到期|6|1
10253|Cleanthony Early|http://g.hupu.com/nba/players/cleanthonyearly-4918.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4918_642.jpg|2.03|SF(17号)|99|671814000.0|纽约尼克斯|威奇塔州立大学|2014年第2轮第4顺位|美国||未签约新秀|0|0
10254|Travis Wear|http://g.hupu.com/nba/players/traviswear-4991.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4991_523.png|2.08|PF(6号)|104|653846400.0|纽约尼克斯|加州大学洛杉矶分校||美国|||0|0
10255|Joe Johnson|http://g.hupu.com/nba/players/joejohnson-188.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/188.jpg|2.01|G/F(7号)|109|362592000.0|布鲁克林篮网|阿肯色大学|2001年第1轮第10顺位|美国|2318|6年1.236亿，2010/7/8签，2016夏到期|15|9
10256|Deron Williams|http://g.hupu.com/nba/players/deronwilliams-1050.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/1050.jpg|1.91|PG(8号)|95|457027200.0|布鲁克林篮网|伊利诺伊大学|2005年第1轮第3顺位|美国|1975|5年9877万美元，2012/7/11签，2017夏到期，2016夏提前终止合同选项★合同包括15%交易保证金|11|6
10257|Brook Lopez|http://g.hupu.com/nba/players/brooklopez-3013.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3013.jpg|2.13|C(11号)|125|575827200.0|布鲁克林篮网|斯坦福大学|2008年第1轮第10顺位|美国|1571|4年6082万，2012/7/12签，2016夏到期，2015夏球员选项|6|1
10258|Kevin Garnett|http://g.hupu.com/nba/players/kevingarnett-721.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/721_828.jpg|2.11|F/C(2号)|115|201283200.0|布鲁克林篮网||1995年第1轮第5顺位|美国|1200|3年3600万，2012/7/15签，2015夏到期|19|14
10259|Jarrett Jack|http://g.hupu.com/nba/players/jarrettjack-1055.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1055_340.jpg|1.91|G(0号)|91|436118400.0|布鲁克林篮网|乔治亚理工大学|2005年第1轮第22顺位|美国|630|4年2520万，2013/7/13签，2017夏到期★16-17赛季只有50万美元受保障|11|2
10260|Mirza Teletovic|http://g.hupu.com/nba/players/mirzateletovic-3699.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3699_142.jpg|2.06|F(33号)|110|495734400.0|布鲁克林篮网|||波斯尼亚|336|3年968万，2012/7/13签，2015夏到期|2|2
10261|Andrei Kirilenko|http://g.hupu.com/nba/players/andreikirilenko-737.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/737_247.jpg|2.06|F(47号)|107|351273600.0|布鲁克林篮网||1999年第1轮第24顺位|苏联|332|2年650万，2013/7/13签，2015夏到期|12|7
10262|Bojan Bogdanovic|http://g.hupu.com/nba/players/bojanbogdanovic-4972.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4972_838.png|2.03|SG(44号)|98|608828400.0|布鲁克林篮网||2011年第2轮第1顺位|南斯拉夫|322|3年1011万，2014/7/23签，2017夏到期|0|0
10263|Sergey Karasev|http://g.hupu.com/nba/players/sergeykarasev-4787.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4787_187.jpg|2.01|SG(10号)|89|751564800.0|布鲁克林篮网||2013年第1轮第19顺位|俄罗斯|153|4年706万，2013/8/2签，2017夏到期，15&amp;16夏球队选项|1|0
