ID|name|website|profile|heigh|position|weight|birth|team|school|xuanxiu|born|salary|contract|regular race|season race
10088|Markieff Morris|http://g.hupu.com/nba/players/markieffmorris-3566.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3566_106.jpg|2.08|F/C(11号)|111|620665200.0|菲尼克斯太阳|堪萨斯大学|2011年第1轮第13顺位|美国|298|4年934万美元，2011/12/13签，2015夏到期|3|0
10089|Marcus Morris|http://g.hupu.com/nba/players/marcusmorris-3567.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3567_572.jpg|2.06|PF(15号)|107|620665200.0|菲尼克斯太阳|堪萨斯大学|2011年第1轮第14顺位|美国|294|4年898万美元，2011/12/13签，2015夏到期|5|0
10090|T.J. Warren|http://g.hupu.com/nba/players/tjwarren-4934.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4934_765.png|2.03|SF(12号)|104|747158400.0|菲尼克斯太阳|北卡罗来纳州立大学|2014年第1轮第14顺位|美国|195|4年972万，2014/7/14签，2018夏到期，16&amp;17夏球队选项|0|0
10091|Shavlik Randolph|http://g.hupu.com/nba/players/shavlikrandolph-1105.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1105_163.png|2.08|PF(43号)|111|438451200.0|菲尼克斯太阳|杜克大学||美国|122|2年底薪，2014/3/2签，2015夏到期★无保障合同|9|2
10092|Miles Plumlee|http://g.hupu.com/nba/players/milesplumlee-3663.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3663_865.jpg|2.11|F/C(22号)|116|589042800.0|菲尼克斯太阳|杜克大学|2012年第1轮第26顺位|美国|116|4年547万，2012/7/6签，2016夏到期，2015夏球队选项|2|0
10093|Archie Goodwin|http://g.hupu.com/nba/players/archiegoodwin-4824.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4824.jpg|1.96|SG(20号)|91|777052800.0|菲尼克斯太阳|肯塔基大学|2013年第1轮第29顺位|美国|111|4年542万，2013/7/12签，2017夏到期，15&amp;16夏球队选项|1|0
10094|Tyler Ennis|http://g.hupu.com/nba/players/tylerennis-4935.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4935_779.jpg|1.83|PG(4号)|79|777657600.0|菲尼克斯太阳|雪城大学|2014年第1轮第18顺位|加拿大||未签约新秀|0|0
10095|Eric Bledsoe|http://g.hupu.com/nba/players/ericbledsoe-3466.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3466_287.jpg|1.85|G(2号)|86|629136000.0|菲尼克斯太阳|肯塔基大学|2010年第1轮第18顺位|美国||受限自由球员|4|2
10096|Zoran Dragic|http://g.hupu.com/nba/players/zorandragic-5023.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/5023_155.png|1.96|SG(10号)|91|614444400.0|菲尼克斯太阳|||南斯拉夫|||0|0
10097|Chris Paul|http://g.hupu.com/nba/players/chrispaul-1037.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1037_671.jpg|1.83|PG(3号)|79|484156800.0|洛杉矶快船|维克森林大学|2005年第1轮第4顺位|美国|2006|5年1.07亿，2013/7/10签，2018夏到期，2017夏提前结束合同选项|9|6
10098|Blake Griffin|http://g.hupu.com/nba/players/blakegriffin-3344.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3344_533.jpg|2.08|F/C(32号)|114|605980800.0|洛杉矶快船|俄克拉荷马州立大学|2009年第1轮第1顺位|美国|1767|5年9500万，2012/7/12签，2013夏生效，2018夏到期★合同包括15%交易保证金|4|3
10099|DeAndre Jordan|http://g.hupu.com/nba/players/deandrejordan-3014.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3014.jpg|2.11|C(6号)|120|585414000.0|洛杉矶快船|德克萨斯农机大学|2008年第2轮第5顺位|美国|1144|4年4304万美元，2011/12/12签，2015夏到期★合同包括15%交易保证金|6|3
10100|J.J. Redick|http://g.hupu.com/nba/players/jjredick-1213.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1213_886.jpg|1.93|SG(4号)|86|456854400.0|洛杉矶快船|杜克大学|2006年第1轮第11顺位|美国|679|4年2775万，2013/7/10签，2017夏到期★合同包括5%交易保证金|10|8
10101|Jamal Crawford|http://g.hupu.com/nba/players/jamalcrawford-572.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/572.jpg|1.96|G(11号)|88|322329600.0|洛杉矶快船|密歇根大学|2000年第1轮第8顺位|美国|545|4年2135万，2012/7/12签，2016夏到期★15-16赛季薪金只有150万受保障|16|4
10102|Spencer Hawes|http://g.hupu.com/nba/players/spencerhawes-1343.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1343_985.jpg|2.16|F/C(10号)|111|578156400.0|洛杉矶快船|华盛顿大学|2007年第1轮第10顺位|美国|530|4年2265万，2014/7/10签，2018夏到期，2017夏球员选项|9|2
10103|Ekpe Udoh|http://g.hupu.com/nba/players/ekpeudoh-3454.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3454.jpg|2.08|F/C(13号)|111|548434800.0|洛杉矶快船|贝勒大学|2010年第1轮第6顺位|美国|447|4年1435万，2010/7/7签，2014夏到期|6|1
10104|Matt Barnes|http://g.hupu.com/nba/players/mattbarnes-1127.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1127.jpg|2.01|SF(22号)|102|321379200.0|洛杉矶快船|加州大学洛杉矶分校|2002年第2轮第17顺位|美国|339|3年1018万，2013/7/11签，2016夏到期★15-16赛季薪金只有100万受保障|13|6
10105|Jordan Farmar|http://g.hupu.com/nba/players/jordanfarmar-1241.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1241_692.jpg|1.88|PG(1号)|82|533664000.0|洛杉矶快船|加州大学洛杉矶分校|2006年第1轮第26顺位|美国|207|2年424万，2014/7/10签，2016夏到期，2015夏球员选项|7|4
10106|Hedo Turkoglu|http://g.hupu.com/nba/players/hedoturkoglu-681.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/681.jpg|2.08|F(15号)|100|290620800.0|洛杉矶快船||2000年第1轮第16顺位|土耳其|140|1年140万，2015年夏天到期|17|10
10107|Glen Davis|http://g.hupu.com/nba/players/glendavis-1366.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1366.jpg|2.06|F/C(0号)|131|504892800.0|洛杉矶快船|路易斯安那州立大学|2007年第2轮第5顺位|美国|122|1年底薪，2014/7/20签，2015夏到期|9|6
10108|Jared Cunningham|http://g.hupu.com/nba/players/jaredcunningham-3661.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3661_423.png|1.93|G(9号)|88|674838000.0|洛杉矶快船|俄勒冈州立大学|2012年第1轮第24顺位|美国|120|4年583万，2012/7/21签，2016夏到期，14&amp;15夏球队选项|4|0
10109|Reggie Bullock|http://g.hupu.com/nba/players/reggiebullock-4806.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4806.jpg|2.01|G/F(25号)|93|669052800.0|洛杉矶快船|北卡罗莱纳大学|2013年第1轮第25顺位|美国|120|4年585万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10110|C.J. Wilcox|http://g.hupu.com/nba/players/cjwilcox-4949.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4949_801.jpg|1.96|SG(30号)|88|662486400.0|洛杉矶快船|华盛顿大学|2014年第1轮第28顺位|美国|110|4年566万，2014/7/12签，2018夏到期，16&amp;17夏球队选项|0|0
10111|Chris Douglas-Roberts|http://g.hupu.com/nba/players/chrisdouglasroberts-3033.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3033_657.jpg|2.01|G/F(14号)|95|537033600.0|洛杉矶快船|孟菲斯大学|2008年第2轮第10顺位|美国|66|1年底薪，2013/12/10签，2014夏到期|5|1
10112|David Lee|http://g.hupu.com/nba/players/davidlee-1032.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1032.jpg|2.06|F/C(10号)|111|420393600.0|金州勇士|佛罗里达大学|2005年第1轮第30顺位|美国|1501|6年7954万，2010/7/9签，2016夏到期|9|2
10113|Andrew Bogut|http://g.hupu.com/nba/players/andrewbogut-1031.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1031.jpg|2.13|C(12号)|118|470419200.0|金州勇士|犹他大学|2005年第1轮第1顺位|澳大利亚|1297|3年3600万，2013/10/26签，2014夏生效，2017夏到期|9|2
10114|Andre Iguodala|http://g.hupu.com/nba/players/andreiguodala-642.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/642_996.jpg|1.98|G/F(9号)|98|444067200.0|金州勇士|亚利桑那大学|2004年第1轮第9顺位|美国|1228|4年4800万，2013/7/10签，2017夏到期|10|7
10115|Stephen Curry|http://g.hupu.com/nba/players/stephencurry-3311.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3311.jpg|1.91|G(30号)|86|574272000.0|金州勇士|戴维森学院|2009年第1轮第7顺位|美国|1062|4年4400万，2012/11/1签，2013夏生效，2017夏到期|5|2
10116|Shaun Livingston|http://g.hupu.com/nba/players/shaunlivingston-623.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/623_556.jpg|2.01|G(34号)|83|495216000.0|金州勇士||2004年第1轮第4顺位|美国|530|3年1663万，2014/7/10签，2017夏到期★16-17赛季薪金只有300万受保障|15|2
10117|Marreese Speights|http://g.hupu.com/nba/players/marreesespeights-3050.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3050_165.jpg|2.08|F/C(5号)|116|555001200.0|金州勇士|佛罗里达大学|2008年第1轮第16顺位|美国|365|3年1100万，2013/7/13签，2016夏到期，2015球队选项|8|4
10118|Klay Thompson|http://g.hupu.com/nba/players/klaythompson-3564.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3564.jpg|2.01|G/F(11号)|98|634406400.0|金州勇士|华盛顿州立大学|2011年第1轮第11顺位|美国|307|4年1010万美元，2011/12/13签，2015夏到期|3|2
10119|Harrison Barnes|http://g.hupu.com/nba/players/harrisonbarnes-3644.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3644.jpg|2.03|F(40号)|102|707155200.0|金州勇士|北卡罗莱纳大学|2012年第1轮第7顺位|美国|304|4年1264万，2012/7/4签，2016夏到期，2015夏球队选项|2|2
10120|Brandon Rush|http://g.hupu.com/nba/players/brandonrush-3031.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3031_390.png|1.98|SG(4号)|100|489513600.0|金州勇士|堪萨斯大学|2008年第1轮第13顺位|美国|114|2年底薪，2014/7/23签，2016夏到期，2015夏球员选项|6|1
10121|Festus Ezeli|http://g.hupu.com/nba/players/festusezeli-3667.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3667.jpg|2.11|C(31号)|120|624902400.0|金州勇士|范德堡大学|2012年第1轮第30顺位|尼日利亚|111|4年521万，2012/7/8签，2016到期，2015夏球队选项|1|1
10122|Nemanja Nedovic|http://g.hupu.com/nba/players/nemanjanedovic-4797.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4797.jpg|1.91|G(8号)|89|676998000.0|金州勇士||2013年第1轮第30顺位|南斯拉夫|110|4年539万，2013/7/9签，2017夏到期，15&amp;16夏球队选项|1|1
10123|Draymond Green|http://g.hupu.com/nba/players/draymondgreen-3672.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3672.jpg|2.01|SF(23号)|104|636480000.0|金州勇士|密歇根州立大学|2012年第2轮第5顺位|美国|91|3年264万，2012/7/31签，2015夏到期★14-15赛季部分保障|2|2
10124|Ognjen Kuzmic|http://g.hupu.com/nba/players/ognjenkuzmic-4872.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4872.jpg|2.13|C(1号)|114|642783600.0|金州勇士||2012年第2轮第22顺位|南斯拉夫|81|2年底薪，2013/9/28签，2015夏到期|1|1
10125|Leandro Barbosa|http://g.hupu.com/nba/players/leandrobarbosa-183.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/183_450.png|1.91|G(19号)|88|407260800.0|金州勇士||2003年第1轮第28顺位|巴西|5|10天合同，2014/1/19签|13|6
10126|Justin Holiday|http://g.hupu.com/nba/players/justinholiday-3741.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3741_709.png|1.98|SF(7号)|84|607708800.0|金州勇士|华盛顿大学||美国||1年底薪，2013/10/1签，2014夏到期★无保障合同|1|0
10127|Kobe Bryant|http://g.hupu.com/nba/players/kobebryant-151.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/151.jpg|1.98|G(24号)|96|272649600.0|洛杉矶湖人||1996年第1轮第13顺位|美国|2350|2年4850万，2013/11/25续签，2014夏生效，2016夏到期★合同包括15%交易保证金★拥有不可交易条款|18|15
10128|Steve Nash|http://g.hupu.com/nba/players/stevenash-514.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/514.jpg|1.91|PG(10号)|82|129398400.0|洛杉矶湖人|圣克拉拉大学|1996年第1轮第15顺位|南非|970|3年2790万，2012/7/11签，2015夏到期★合同包括15%交易保证金|18|12
10129|Jordan Hill|http://g.hupu.com/nba/players/jordanhill-3305.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3305_354.jpg|2.08|F/C(27号)|107|554310000.0|洛杉矶湖人|亚利桑那大学|2009年第1轮第8顺位|美国|900|2年1800万，2014/7/24签，2016夏到期，2015夏球队选项|9|2
10130|Jeremy Lin|http://g.hupu.com/nba/players/jeremylin-3513.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3513_756.png|1.91|G(17号)|91|588265200.0|洛杉矶湖人|哈佛大学||美国|837|3年2512万，2012/7/14签，2015夏到期|4|2
10131|Nick Young|http://g.hupu.com/nba/players/nickyoung-1352.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1352_634.jpg|2.01|G/F(0号)|95|486403200.0|洛杉矶湖人|南加利福尼亚大学|2007年第1轮第16顺位|美国|483|4年2150万，2014/7/22签，2018夏到期，2017夏球员选项|9|2
10132|Carlos Boozer|http://g.hupu.com/nba/players/carlosboozer-732.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/732_150.png|2.06|F/C(5号)|117|375033600.0|洛杉矶湖人|杜克大学|2002年第2轮第6顺位|西德|325|1年325万，2014/7/18签，2015夏到期|12|8
10133|Julius Randle|http://g.hupu.com/nba/players/juliusrandle-4932.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4932_538.jpg|2.06|PF(30号)|113|786038400.0|洛杉矶湖人|肯塔基大学|2014年第1轮第7顺位|美国|299|4年1354万，2014/7/14签，2018夏到期，216&amp;17夏球队选项|0|0
10134|Wayne Ellington|http://g.hupu.com/nba/players/wayneellington-3331.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3331_127.jpg|1.93|SG(2号)|91|565113600.0|洛杉矶湖人|北卡罗莱纳大学|2009年第1轮第28顺位|美国|277|2年542万，2013/7/26签，2015夏到期|7|1
10135|Ryan Kelly|http://g.hupu.com/nba/players/ryankelly-4807.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4807.jpg|2.11|PF(4号)|104|671126400.0|洛杉矶湖人|杜克大学|2013年第2轮第18顺位|美国|165|2年337万，2014/7/22签，2016夏到期|1|0
10136|Ronnie Price|http://g.hupu.com/nba/players/ronnieprice-1085.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1085_931.jpg|1.88|G(9号)|86|424972800.0|洛杉矶湖人|犹他山谷大学||美国|114|2年底薪，2013/7/25签，2015夏到期★14-15赛季无保障|9|4
10137|Ed Davis|http://g.hupu.com/nba/players/eddavis-3461.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3461_967.jpg|2.08|F/C(21号)|109|612975600.0|洛杉矶湖人|北卡罗莱纳大学|2010年第1轮第13顺位|美国|98|2年底薪，2014/7/24签，2016夏到期，2015夏球员选项|6|2
10138|Robert Sacre|http://g.hupu.com/nba/players/robertsacre-3697.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3697.jpg|2.13|C(50号)|122|613062000.0|洛杉矶湖人|冈萨加大学|2012年第2轮第30顺位|美国|91|3年底薪，2013/7/11签，2015夏到期★15-16赛季无保障|2|1
10139|Wesley Johnson|http://g.hupu.com/nba/players/wesleyjohnson-3452.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3452_777.jpg|2.01|G/F(11号)|98|552927600.0|洛杉矶湖人|雪城大学|2010年第1轮第4顺位|美国|88|1年底薪，2013/7/15签，2014夏到期|4|0
10140|Xavier Henry|http://g.hupu.com/nba/players/xavierhenry-3460.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3460_826.jpg|1.98|G/F(7号)|100|668966400.0|洛杉矶湖人|堪萨斯大学|2010年第1轮第12顺位|比利时|88|1年底薪，2013/9/6签，2014夏到期★无保障合同|4|0
10141|Jordan Clarkson|http://g.hupu.com/nba/players/jordanclarkson-4933.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4933_361.jpg|1.96|PG(6号)|84|707846400.0|洛杉矶湖人|密苏里大学|2014年第2轮第16顺位|美国||未签约新秀|0|0
10142|Jabari Brown|http://g.hupu.com/nba/players/jabaribrown-5002.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/5002_619.jpg|1.96|SG(15号)|98|724608000.0|洛杉矶湖人|密苏里大学||美国|||0|0
10143|Roscoe Smith|http://g.hupu.com/nba/players/roscoesmith-5003.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/5003_533.jpg|2.03|PF(14号)|98|673023600.0|洛杉矶湖人|内华达大学拉斯维加斯分校||美国|||0|0
10144|Rudy Gay|http://g.hupu.com/nba/players/rudygay-1202.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1202_626.jpg|2.03|F(8号)|104|524588400.0|萨克拉门托国王|康涅狄格大学|2006年第1轮第8顺位|美国|1931|5年8230万，2010/7/8签，2015夏到期|12|1
10145|DeMarcus Cousins|http://g.hupu.com/nba/players/demarcuscousins-3453.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3453.jpg|2.11|F/C(15号)|122|650473200.0|萨克拉门托国王|肯塔基大学|2010年第1轮第5顺位|美国|1474|4年6561万，2013/9/28签，2014夏生效，2018夏到期|4|0
10146|Carl Landry|http://g.hupu.com/nba/players/carllandry-1394.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1394_704.jpg|2.06|F(24号)|112|432748800.0|萨克拉门托国王|普渡大学|2007年第2轮第1顺位|美国|650|4年2600万，2013/7/15签，2017夏到期|11|4
10147|Derrick Williams|http://g.hupu.com/nba/players/derrickwilliams-3555.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3555.jpg|2.03|F(13号)|109|675097200.0|萨克拉门托国王|亚利桑那大学|2011年第1轮第2顺位|美国|633|4年2152万美元，2011/12/12签，2015夏到期|5|0
10148|Jason Thompson|http://g.hupu.com/nba/players/jasonthompson-3045.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3045.jpg|2.11|F/C(34号)|113|522255600.0|萨克拉门托国王|莱德大学|2008年第1轮第12顺位|美国|603|5年3000万，2012/7/13签，2017夏到期★16-17赛季部分保障|6|0
10149|Ramon Sessions|http://g.hupu.com/nba/players/ramonsessions-1431.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1431_390.jpg|1.91|G(9号)|86|513532800.0|萨克拉门托国王|内华达大学|2007年第2轮第26顺位|美国|500|2年1000万，2012/7/14签，2014夏到期|11|1
10150|Darren Collison|http://g.hupu.com/nba/players/darrencollison-3384.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3384_646.jpg|1.83|PG(7号)|79|556642800.0|萨克拉门托国王|加州大学洛杉矶分校|2009年第1轮第21顺位|美国|479|3年1504万，2014/7/13签，2017夏到期|5|3
10151|Ben McLemore|http://g.hupu.com/nba/players/benmclemore-4826.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4826.jpg|1.96|SG(23号)|88|729360000.0|萨克拉门托国王|堪萨斯大学|2013年第1轮第7顺位|美国|302|4年1308万，2013/7/13签，2017夏到期，15&amp;16夏球队选项|1|0
10152|Nik Stauskas|http://g.hupu.com/nba/players/nikstauskas-4939.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4939_203.png|1.98|SG(10号)|93|749923200.0|萨克拉门托国王|密歇根大学|2014年第1轮第8顺位|加拿大|274|4年1241万，2014/7/9签，2018夏到期，16&amp;17夏球队选项|0|0
10153|Reggie Evans|http://g.hupu.com/nba/players/reggieevans-201.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/201.jpg|2.03|F/C(30号)|111|327427200.0|萨克拉门托国王|爱荷华大学||美国|176|3年508万美元，2012/7/12签，2015夏到期|16|6
10154|Ryan Hollins|http://g.hupu.com/nba/players/ryanhollins-1268.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1268_829.png|2.13|C(5号)|109|466185600.0|萨克拉门托国王|加州大学洛杉矶分校|2006年第2轮第20顺位|美国|115|1年底薪，2013/7/11签，2014夏到期|12|4
10155|Omri Casspi|http://g.hupu.com/nba/players/omricasspi-3341.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3341_989.jpg|2.06|SF(18号)|102|582908400.0|萨克拉门托国王||2009年第1轮第23顺位|以色列|106|2年200万，2013/7/16签，2015夏到期|5|0
10156|Ray McCallum|http://g.hupu.com/nba/players/raymccallum-4827.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4827.jpg|1.91|PG(3号)|86|676652400.0|萨克拉门托国王|底特律大学|2013年第2轮第6顺位|美国|81|3年228万，2013/7/18签，2016夏到期★15-16赛季无保障|1|0
10157|Eric Moreland|http://g.hupu.com/nba/players/ericmoreland-4974.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4974_289.png|2.08|PF(25号)|99|693504000.0|萨克拉门托国王|俄勒冈州立大学||美国|||0|0
10158|Kevin Durant|http://g.hupu.com/nba/players/kevindurant-1236.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1236.jpg|2.06|F(35号)|109|591465600.0|俄克拉荷马城雷霆|德克萨斯大学|2007年第1轮第2顺位|美国|1899|5年8916万，2010/7/8签，2011夏生效，2016夏到期|7|5
10159|Russell Westbrook|http://g.hupu.com/nba/players/russellwestbrook-3016.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3016.jpg|1.91|PG(0号)|91|595267200.0|俄克拉荷马城雷霆|加州大学洛杉矶分校|2008年第1轮第4顺位|美国|1571|5年8000万美元，2012/1/20签，2012夏生效，2017夏到期|6|5
10160|Serge Ibaka|http://g.hupu.com/nba/players/sergeibaka-3055.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3055.jpg|2.08|F/C(9号)|111|622051200.0|俄克拉荷马城雷霆||2008年第1轮第24顺位|刚果|1235|4年4900万，2012/8/19签，2013夏生效，2017夏到期|5|5
10161|Kendrick Perkins|http://g.hupu.com/nba/players/kendrickperkins-47.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/47.jpg|2.08|C(5号)|122|468864000.0|俄克拉荷马城雷霆||2003年第1轮第27顺位|美国|940|4年3480万，2011/3/1签，2011夏生效，2015夏到期|13|8
10162|Anthony Morrow|http://g.hupu.com/nba/players/anthonymorrow-3217.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3217_502.png|1.98|G/F(2号)|95|496598400.0|俄克拉荷马城雷霆|乔治亚理工大学||美国|310|3年1000万，2014/7/17签，2017夏到期，2016夏球队选项|8|0
10163|Nick Collison|http://g.hupu.com/nba/players/nickcollison-199.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/199.jpg|2.08|F/C(4号)|116|341337600.0|俄克拉荷马城雷霆|堪萨斯大学|2003年第1轮第12顺位|美国|224|4年1100万，2010/11/24签，2011夏生效，2015夏到期|10|6
10164|Jeremy Lamb|http://g.hupu.com/nba/players/jeremylamb-3649.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3649_454.jpg|1.96|G/F(11号)|84|707155200.0|俄克拉荷马城雷霆|康涅狄格大学|2012年第1轮第12顺位|美国|220|4年936万，2012/7/27签，2016夏到期，2015夏球队选项|2|1
10165|Reggie Jackson|http://g.hupu.com/nba/players/reggiejackson-3577.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3577.jpg|1.91|G(15号)|94|640191600.0|俄克拉荷马城雷霆|波士顿学院|2011年第1轮第24顺位|意大利|220|4年605万美元，2011/12/11签，2015夏到期|3|2
10166|Steven Adams|http://g.hupu.com/nba/players/stevenadams-4829.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4829.jpg|2.13|C(12号)|116|743097600.0|俄克拉荷马城雷霆|匹兹堡大学|2013年第1轮第12顺位|新西兰|218|4年969万，2013/7/12签，2017夏到期，15&amp;16夏球队选项|1|1
10167|Mitch McGary|http://g.hupu.com/nba/players/mitchmcgary-4929.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4929_306.png|2.08|PF(33号)|116|707760000.0|俄克拉荷马城雷霆|密歇根大学|2014年第1轮第21顺位|美国|140|4年682万，2014/7/6签，2018夏到期，16&amp;17夏球队选项|0|0
10168|Sebastian Telfair|http://g.hupu.com/nba/players/sebastiantelfair-500.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/500_154.png|1.83|PG(31号)|77|487094400.0|俄克拉荷马城雷霆||2004年第1轮第13顺位|美国|131|1年底薪，2014/7/16签，2015夏到期|13|0
10169|Andre Roberson|http://g.hupu.com/nba/players/andreroberson-4830.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4830.jpg|2.01|F(21号)|95|691776000.0|俄克拉荷马城雷霆|科罗拉多大学|2013年第1轮第26顺位|美国|116|4年566万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10170|Perry Jones|http://g.hupu.com/nba/players/perryjones-3665.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3665.jpg|2.11|F(3号)|107|685641600.0|俄克拉荷马城雷霆|贝勒大学|2012年第1轮第28顺位|美国|112|4年528万，2012/7/7签，2016夏到期，2015夏球队选项|2|2
10171|Lance Thomas|http://g.hupu.com/nba/players/lancethomas-3619.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3619_271.jpg|2.03|F(42号)|102|577810800.0|俄克拉荷马城雷霆|杜克大学||美国|88|2年底薪，2013/8/21签，2015夏到期★部分保障合同|3|0
10172|Grant Jerrett|http://g.hupu.com/nba/players/grantjerrett-4831.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4831_924.jpg|2.08|PF(7号)|105|742060800.0|俄克拉荷马城雷霆|亚利桑那大学|2013年第2轮第10顺位|美国||受限自由球员|0|0
10173|Ty Lawson|http://g.hupu.com/nba/players/tylawson-3337.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3337.jpg|1.8|PG(3号)|88|562867200.0|丹佛掘金|北卡罗莱纳大学|2009年第1轮第18顺位|美国|1159|4年4800万，2012/10/31签，2013夏生效，2017夏到期|5|4
10174|JaVale McGee|http://g.hupu.com/nba/players/javalemcgee-3038.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3038.jpg|2.13|C(34号)|114|569520000.0|丹佛掘金|内华达大学|2008年第1轮第18顺位|美国|1125|4年4400万，2012/7/19签，2016夏到期|8|2
10175|Danilo Gallinari|http://g.hupu.com/nba/players/danilogallinari-3018.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3018_632.jpg|2.08|SF(8号)|102|586969200.0|丹佛掘金||2008年第1轮第6顺位|意大利|1085|4年4200万美元，2012/1/26签，2012夏生效，2016夏到期|7|2
