ID|name|个人网址|个人头像|身高|位置|体重|生日|球队|学校|选秀|出生地|本赛季薪金|合同|常规赛参加情况|季后赛参加情况
10076|吉默-弗雷戴特（Jimmer Fredette）|http://g.hupu.com/nba/players/jimmerfredette-3563.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3563_969.png|1.88米/6尺2|G（32号）|88公斤/195磅|1989-02-25|新奥尔良鹈鹕|杨百翰大学|2011年第1轮第10顺位|美国|95万美元|1年底薪，2015夏到期|5|0
10077|杰夫-威西（Jeff Withey）|http://g.hupu.com/nba/players/jeffwithey-4782.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4782.jpg|2.13米/7尺0|C（5号）|107公斤/235磅|1990-03-07|新奥尔良鹈鹕|堪萨斯大学|2013年第2轮第9顺位|美国|81万美元|2年底薪，2013/7/29签，2015夏到期★14-15赛季无保障|1|0
10078|达柳斯-米勒（Darius Miller）|http://g.hupu.com/nba/players/dariusmiller-3683.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3683_300.jpg|2.03米/6尺8|G/F（2号）|102公斤/225磅|1990-03-21|新奥尔良鹈鹕|肯塔基大学|2012年第2轮第16顺位|美国|78万美元|2年底薪，2012/8/23签，2014夏到期★13-14赛季无保障|2|0
10079|拉斯-史密斯（Russ Smith）|http://g.hupu.com/nba/players/russsmith-4924.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4924_314.png|1.83米/6尺0|PG（9号）|75公斤/165磅|1991-04-19|新奥尔良鹈鹕|路易斯维尔大学|2014年第2轮第17顺位|美国|50万美元|3年底薪，2014/7/16签，2017夏到期★15-16与16-17赛季无保障|0|0
10080|沃伦-麦克林（Vernon Macklin）|http://g.hupu.com/nba/players/vernonmacklin-3605.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3605_876.jpg|2.08米/6尺10|PF（35号）|103公斤/227磅|1987-09-25|新奥尔良鹈鹕|佛罗里达大学|2011年第2轮第22顺位|美国|||1|0
10081|帕特里克-杨（Patric Young）|http://g.hupu.com/nba/players/patricyoung-4973.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4973_741.jpg|2.06米/6尺9|PF（4号）|109公斤/240磅|1992-02-01|新奥尔良鹈鹕|佛罗里达大学||美国|||0|0
10082|戈兰-德拉季奇（Goran Dragic）|http://g.hupu.com/nba/players/gorandragic-3074.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3074_622.jpg|1.91米/6尺3|G（1号）|86公斤/190磅|1986-05-06|菲尼克斯太阳||2008年第2轮第15顺位|南斯拉夫|750万美元|4年3000万，2012/7/11签，2016夏到期，2015夏球员选项|8|1
10083|以赛亚-托马斯（Isaiah Thomas）|http://g.hupu.com/nba/players/isaiahthomas-3613.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3613_995.jpg|1.75米/5尺9|PG（3号）|84公斤/185磅|1989-02-07|菲尼克斯太阳|华盛顿大学|2011年第2轮第30顺位|美国|723万美元|4年2700万，2014/7/12签，2018夏到期|3|0
10084|PJ-塔克（P.J. Tucker）|http://g.hupu.com/nba/players/pjtucker-1258.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1258_347.jpg|1.98米/6尺6|G/F（17号）|118公斤/260磅|1985-05-05|菲尼克斯太阳|德克萨斯大学|2006年第2轮第5顺位|美国|511万美元|3年1650万，2014/7/24签，2017夏到期★16-17赛季部分保障|3|0
10085|亚历克斯-莱恩（Alex Len）|http://g.hupu.com/nba/players/alexlen-4823.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4823.jpg|2.16米/7尺1|C（21号）|118公斤/260磅|1993-06-16|菲尼克斯太阳|马里兰大学|2013年第1轮第5顺位|乌克兰|364万美元|4年1577万，2013/8/29签，2017夏到期，15&amp;16夏球队选项|1|0
10086|杰拉德-格林（Gerald Green）|http://g.hupu.com/nba/players/geraldgreen-1028.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1028_263.jpg|2.03米/6尺8|G/F（14号）|93公斤/205磅|1986-01-26|菲尼克斯太阳||2005年第1轮第18顺位|美国|350万美元|3年1050万，2012/7/13签，2015夏到期|9|2
10087|安东尼-托利弗（Anthony Tolliver）|http://g.hupu.com/nba/players/anthonytolliver-3193.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3193_394.jpg|2.03米/6尺8|F（40号）|109公斤/240磅|1985-06-01|菲尼克斯太阳|克雷顿大学||美国|300万美元|2年600万，2014/7/21签，2016夏到期★15-16赛季部分保障|8|2
10088|马基夫-莫里斯（Markieff Morris）|http://g.hupu.com/nba/players/markieffmorris-3566.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3566_106.jpg|2.08米/6尺10|F/C（11号）|111公斤/245磅|1989-09-02|菲尼克斯太阳|堪萨斯大学|2011年第1轮第13顺位|美国|298万美元|4年934万美元，2011/12/13签，2015夏到期|3|0
10089|马库斯-莫里斯（Marcus Morris）|http://g.hupu.com/nba/players/marcusmorris-3567.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3567_572.jpg|2.06米/6尺9|PF（15号）|107公斤/235磅|1989-09-02|菲尼克斯太阳|堪萨斯大学|2011年第1轮第14顺位|美国|294万美元|4年898万美元，2011/12/13签，2015夏到期|5|0
10090|TJ-沃伦（T.J. Warren）|http://g.hupu.com/nba/players/tjwarren-4934.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4934_765.png|2.03米/6尺8|SF（12号）|104公斤/230磅|1993-09-05|菲尼克斯太阳|北卡罗来纳州立大学|2014年第1轮第14顺位|美国|195万美元|4年972万，2014/7/14签，2018夏到期，16&amp;17夏球队选项|0|0
10091|沙弗里克-兰多夫（Shavlik Randolph）|http://g.hupu.com/nba/players/shavlikrandolph-1105.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1105_163.png|2.08米/6尺10|PF（43号）|111公斤/245磅|1983-11-24|菲尼克斯太阳|杜克大学||美国|122万美元|2年底薪，2014/3/2签，2015夏到期★无保障合同|9|2
10092|迈尔斯-普拉姆利（Miles Plumlee）|http://g.hupu.com/nba/players/milesplumlee-3663.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3663_865.jpg|2.11米/6尺11|F/C（22号）|116公斤/255磅|1988-09-01|菲尼克斯太阳|杜克大学|2012年第1轮第26顺位|美国|116万美元|4年547万，2012/7/6签，2016夏到期，2015夏球队选项|2|0
10093|阿奇-古德温（Archie Goodwin）|http://g.hupu.com/nba/players/archiegoodwin-4824.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4824.jpg|1.96米/6尺5|SG（20号）|91公斤/200磅|1994-08-17|菲尼克斯太阳|肯塔基大学|2013年第1轮第29顺位|美国|111万美元|4年542万，2013/7/12签，2017夏到期，15&amp;16夏球队选项|1|0
10094|泰勒-恩尼斯（Tyler Ennis）|http://g.hupu.com/nba/players/tylerennis-4935.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4935_779.jpg|1.83米/6尺0|PG（4号）|79公斤/175磅|1994-08-24|菲尼克斯太阳|雪城大学|2014年第1轮第18顺位|加拿大||未签约新秀|0|0
10095|埃里克-布莱索（Eric Bledsoe）|http://g.hupu.com/nba/players/ericbledsoe-3466.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3466_287.jpg|1.85米/6尺1|G（2号）|86公斤/190磅|1989-12-09|菲尼克斯太阳|肯塔基大学|2010年第1轮第18顺位|美国||受限自由球员|4|2
10096|Zoran Dragic（Zoran Dragic）|http://g.hupu.com/nba/players/zorandragic-5023.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/5023_155.png|1.96米/6尺5|SG（10号）|91公斤/200磅|1989-06-22|菲尼克斯太阳|||南斯拉夫|||0|0
10097|克里斯-保罗（Chris Paul）|http://g.hupu.com/nba/players/chrispaul-1037.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1037_671.jpg|1.83米/6尺0|PG（3号）|79公斤/175磅|1985-05-06|洛杉矶快船|维克森林大学|2005年第1轮第4顺位|美国|2006万美元|5年1.07亿，2013/7/10签，2018夏到期，2017夏提前结束合同选项|9|6
10098|布雷克-格里芬（Blake Griffin）|http://g.hupu.com/nba/players/blakegriffin-3344.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3344_533.jpg|2.08米/6尺10|F/C（32号）|114公斤/251磅|1989-03-16|洛杉矶快船|俄克拉荷马州立大学|2009年第1轮第1顺位|美国|1767万美元|5年9500万，2012/7/12签，2013夏生效，2018夏到期★合同包括15%交易保证金|4|3
10099|德安德鲁-乔丹（DeAndre Jordan）|http://g.hupu.com/nba/players/deandrejordan-3014.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3014.jpg|2.11米/6尺11|C（6号）|120公斤/265磅|1988-07-21|洛杉矶快船|德克萨斯农机大学|2008年第2轮第5顺位|美国|1144万美元|4年4304万美元，2011/12/12签，2015夏到期★合同包括15%交易保证金|6|3
10100|JJ-雷迪克（J.J. Redick）|http://g.hupu.com/nba/players/jjredick-1213.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1213_886.jpg|1.93米/6尺4|SG（4号）|86公斤/190磅|1984-06-24|洛杉矶快船|杜克大学|2006年第1轮第11顺位|美国|679万美元|4年2775万，2013/7/10签，2017夏到期★合同包括5%交易保证金|10|8
10101|贾马尔-克劳福德（Jamal Crawford）|http://g.hupu.com/nba/players/jamalcrawford-572.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/572.jpg|1.96米/6尺5|G（11号）|88公斤/195磅|1980-03-20|洛杉矶快船|密歇根大学|2000年第1轮第8顺位|美国|545万美元|4年2135万，2012/7/12签，2016夏到期★15-16赛季薪金只有150万受保障|16|4
10102|斯宾瑟-霍伊斯（Spencer Hawes）|http://g.hupu.com/nba/players/spencerhawes-1343.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1343_985.jpg|2.16米/7尺1|F/C（10号）|111公斤/245磅|1988-04-28|洛杉矶快船|华盛顿大学|2007年第1轮第10顺位|美国|530万美元|4年2265万，2014/7/10签，2018夏到期，2017夏球员选项|9|2
10103|艾派-尤度（Ekpe Udoh）|http://g.hupu.com/nba/players/ekpeudoh-3454.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3454.jpg|2.08米/6尺10|F/C（13号）|111公斤/245磅|1987-05-20|洛杉矶快船|贝勒大学|2010年第1轮第6顺位|美国|447万美元|4年1435万，2010/7/7签，2014夏到期|6|1
10104|马特-巴恩斯（Matt Barnes）|http://g.hupu.com/nba/players/mattbarnes-1127.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1127.jpg|2.01米/6尺7|SF（22号）|102公斤/226磅|1980-03-09|洛杉矶快船|加州大学洛杉矶分校|2002年第2轮第17顺位|美国|339万美元|3年1018万，2013/7/11签，2016夏到期★15-16赛季薪金只有100万受保障|13|6
10105|乔丹-法马尔（Jordan Farmar）|http://g.hupu.com/nba/players/jordanfarmar-1241.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1241_692.jpg|1.88米/6尺2|PG（1号）|82公斤/180磅|1986-11-30|洛杉矶快船|加州大学洛杉矶分校|2006年第1轮第26顺位|美国|207万美元|2年424万，2014/7/10签，2016夏到期，2015夏球员选项|7|4
10106|希度-特科格鲁（Hedo Turkoglu）|http://g.hupu.com/nba/players/hedoturkoglu-681.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/681.jpg|2.08米/6尺10|F（15号）|100公斤/220磅|1979-03-19|洛杉矶快船||2000年第1轮第16顺位|土耳其|140万美元|1年140万，2015年夏天到期|17|10
10107|格伦-戴维斯（Glen Davis）|http://g.hupu.com/nba/players/glendavis-1366.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/1366.jpg|2.06米/6尺9|F/C（0号）|131公斤/289磅|1986-01-01|洛杉矶快船|路易斯安那州立大学|2007年第2轮第5顺位|美国|122万美元|1年底薪，2014/7/20签，2015夏到期|9|6
10108|贾里德-坎宁安（Jared Cunningham）|http://g.hupu.com/nba/players/jaredcunningham-3661.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3661_423.png|1.93米/6尺4|G（9号）|88公斤/195磅|1991-05-22|洛杉矶快船|俄勒冈州立大学|2012年第1轮第24顺位|美国|120万美元|4年583万，2012/7/21签，2016夏到期，14&amp;15夏球队选项|4|0
10109|雷吉-布洛克（Reggie Bullock）|http://g.hupu.com/nba/players/reggiebullock-4806.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4806.jpg|2.01米/6尺7|G/F（25号）|93公斤/205磅|1991-03-16|洛杉矶快船|北卡罗莱纳大学|2013年第1轮第25顺位|美国|120万美元|4年585万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10110|CJ-威尔考克斯（C.J. Wilcox）|http://g.hupu.com/nba/players/cjwilcox-4949.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4949_801.jpg|1.96米/6尺5|SG（30号）|88公斤/195磅|1990-12-30|洛杉矶快船|华盛顿大学|2014年第1轮第28顺位|美国|110万美元|4年566万，2014/7/12签，2018夏到期，16&amp;17夏球队选项|0|0
10111|克里斯-道格拉斯-罗伯茨（Chris Douglas-Roberts）|http://g.hupu.com/nba/players/chrisdouglasroberts-3033.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3033_657.jpg|2.01米/6尺7|G/F（14号）|95公斤/210磅|1987-01-08|洛杉矶快船|孟菲斯大学|2008年第2轮第10顺位|美国|66万美元|1年底薪，2013/12/10签，2014夏到期|5|1
10112|大卫-李（David Lee）|http://g.hupu.com/nba/players/davidlee-1032.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1032.jpg|2.06米/6尺9|F/C（10号）|111公斤/245磅|1983-04-29|金州勇士|佛罗里达大学|2005年第1轮第30顺位|美国|1501万美元|6年7954万，2010/7/9签，2016夏到期|9|2
10113|安德鲁-博古特（Andrew Bogut）|http://g.hupu.com/nba/players/andrewbogut-1031.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1031.jpg|2.13米/7尺0|C（12号）|118公斤/260磅|1984-11-28|金州勇士|犹他大学|2005年第1轮第1顺位|澳大利亚|1297万美元|3年3600万，2013/10/26签，2014夏生效，2017夏到期|9|2
10114|安德烈-伊格达拉（Andre Iguodala）|http://g.hupu.com/nba/players/andreiguodala-642.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/642_996.jpg|1.98米/6尺6|G/F（9号）|98公斤/215磅|1984-01-28|金州勇士|亚利桑那大学|2004年第1轮第9顺位|美国|1228万美元|4年4800万，2013/7/10签，2017夏到期|10|7
10115|斯蒂芬-库里（Stephen Curry）|http://g.hupu.com/nba/players/stephencurry-3311.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3311.jpg|1.91米/6尺3|G（30号）|86公斤/190磅|1988-03-14|金州勇士|戴维森学院|2009年第1轮第7顺位|美国|1062万美元|4年4400万，2012/11/1签，2013夏生效，2017夏到期|5|2
10116|肖恩-利文斯顿（Shaun Livingston）|http://g.hupu.com/nba/players/shaunlivingston-623.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/623_556.jpg|2.01米/6尺7|G（34号）|83公斤/182磅|1985-09-11|金州勇士||2004年第1轮第4顺位|美国|530万美元|3年1663万，2014/7/10签，2017夏到期★16-17赛季薪金只有300万受保障|15|2
10117|马利斯-斯贝茨（Marreese Speights）|http://g.hupu.com/nba/players/marreesespeights-3050.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3050_165.jpg|2.08米/6尺10|F/C（5号）|116公斤/255磅|1987-08-04|金州勇士|佛罗里达大学|2008年第1轮第16顺位|美国|365万美元|3年1100万，2013/7/13签，2016夏到期，2015球队选项|8|4
10118|克莱-汤普森（Klay Thompson）|http://g.hupu.com/nba/players/klaythompson-3564.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3564.jpg|2.01米/6尺7|G/F（11号）|98公斤/215磅|1990-02-08|金州勇士|华盛顿州立大学|2011年第1轮第11顺位|美国|307万美元|4年1010万美元，2011/12/13签，2015夏到期|3|2
10119|哈里森-巴恩斯（Harrison Barnes）|http://g.hupu.com/nba/players/harrisonbarnes-3644.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3644.jpg|2.03米/6尺8|F（40号）|102公斤/225磅|1992-05-30|金州勇士|北卡罗莱纳大学|2012年第1轮第7顺位|美国|304万美元|4年1264万，2012/7/4签，2016夏到期，2015夏球队选项|2|2
10120|布兰登-拉什（Brandon Rush）|http://g.hupu.com/nba/players/brandonrush-3031.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3031_390.png|1.98米/6尺6|SG（4号）|100公斤/220磅|1985-07-07|金州勇士|堪萨斯大学|2008年第1轮第13顺位|美国|114万美元|2年底薪，2014/7/23签，2016夏到期，2015夏球员选项|6|1
10121|费斯图斯-埃泽利（Festus Ezeli）|http://g.hupu.com/nba/players/festusezeli-3667.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3667.jpg|2.11米/6尺11|C（31号）|120公斤/265磅|1989-10-21|金州勇士|范德堡大学|2012年第1轮第30顺位|尼日利亚|111万美元|4年521万，2012/7/8签，2016到期，2015夏球队选项|1|1
10122|内马尼亚-内多维奇（Nemanja Nedovic）|http://g.hupu.com/nba/players/nemanjanedovic-4797.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4797.jpg|1.91米/6尺3|G（8号）|89公斤/197磅|1991-06-16|金州勇士||2013年第1轮第30顺位|南斯拉夫|110万美元|4年539万，2013/7/9签，2017夏到期，15&amp;16夏球队选项|1|1
10123|德雷蒙德-格林（Draymond Green）|http://g.hupu.com/nba/players/draymondgreen-3672.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3672.jpg|2.01米/6尺7|SF（23号）|104公斤/230磅|1990-03-04|金州勇士|密歇根州立大学|2012年第2轮第5顺位|美国|91万美元|3年264万，2012/7/31签，2015夏到期★14-15赛季部分保障|2|2
10124|奥格年-库兹米奇（Ognjen Kuzmic）|http://g.hupu.com/nba/players/ognjenkuzmic-4872.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4872.jpg|2.13米/7尺0|C（1号）|114公斤/251磅|1990-05-16|金州勇士||2012年第2轮第22顺位|南斯拉夫|81万美元|2年底薪，2013/9/28签，2015夏到期|1|1
10125|莱昂德罗-巴博萨（Leandro Barbosa）|http://g.hupu.com/nba/players/leandrobarbosa-183.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/183_450.png|1.91米/6尺3|G（19号）|88公斤/194磅|1982-11-28|金州勇士||2003年第1轮第28顺位|巴西|5万美元|10天合同，2014/1/19签|13|6
10126|贾斯汀-霍勒迪（Justin Holiday）|http://g.hupu.com/nba/players/justinholiday-3741.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3741_709.png|1.98米/6尺6|SF（7号）|84公斤/185磅|1989-04-05|金州勇士|华盛顿大学||美国||1年底薪，2013/10/1签，2014夏到期★无保障合同|1|0
10127|科比-布莱恩特（Kobe Bryant）|http://g.hupu.com/nba/players/kobebryant-151.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/151.jpg|1.98米/6尺6|G（24号）|96公斤/212磅|1978-08-23|洛杉矶湖人||1996年第1轮第13顺位|美国|2350万美元|2年4850万，2013/11/25续签，2014夏生效，2016夏到期★合同包括15%交易保证金★拥有不可交易条款|18|15
10128|史蒂夫-纳什（Steve Nash）|http://g.hupu.com/nba/players/stevenash-514.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/514.jpg|1.91米/6尺3|PG（10号）|82公斤/180磅|1974-02-07|洛杉矶湖人|圣克拉拉大学|1996年第1轮第15顺位|南非|970万美元|3年2790万，2012/7/11签，2015夏到期★合同包括15%交易保证金|18|12
10129|乔丹-希尔（Jordan Hill）|http://g.hupu.com/nba/players/jordanhill-3305.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3305_354.jpg|2.08米/6尺10|F/C（27号）|107公斤/235磅|1987-07-27|洛杉矶湖人|亚利桑那大学|2009年第1轮第8顺位|美国|900万美元|2年1800万，2014/7/24签，2016夏到期，2015夏球队选项|9|2
10130|林书豪（Jeremy Lin）|http://g.hupu.com/nba/players/jeremylin-3513.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3513_756.png|1.91米/6尺3|G（17号）|91公斤/200磅|1988-08-23|洛杉矶湖人|哈佛大学||美国|837万美元|3年2512万，2012/7/14签，2015夏到期|4|2
10131|尼克-杨（Nick Young）|http://g.hupu.com/nba/players/nickyoung-1352.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1352_634.jpg|2.01米/6尺7|G/F（0号）|95公斤/210磅|1985-06-01|洛杉矶湖人|南加利福尼亚大学|2007年第1轮第16顺位|美国|483万美元|4年2150万，2014/7/22签，2018夏到期，2017夏球员选项|9|2
10132|卡洛斯-布泽尔（Carlos Boozer）|http://g.hupu.com/nba/players/carlosboozer-732.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/732_150.png|2.06米/6尺9|F/C（5号）|117公斤/258磅|1981-11-20|洛杉矶湖人|杜克大学|2002年第2轮第6顺位|西德|325万美元|1年325万，2014/7/18签，2015夏到期|12|8
10133|朱利叶斯-兰德尔（Julius Randle）|http://g.hupu.com/nba/players/juliusrandle-4932.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4932_538.jpg|2.06米/6尺9|PF（30号）|113公斤/250磅|1994-11-29|洛杉矶湖人|肯塔基大学|2014年第1轮第7顺位|美国|299万美元|4年1354万，2014/7/14签，2018夏到期，216&amp;17夏球队选项|0|0
10134|韦恩-艾灵顿（Wayne Ellington）|http://g.hupu.com/nba/players/wayneellington-3331.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3331_127.jpg|1.93米/6尺4|SG（2号）|91公斤/200磅|1987-11-29|洛杉矶湖人|北卡罗莱纳大学|2009年第1轮第28顺位|美国|277万美元|2年542万，2013/7/26签，2015夏到期|7|1
10135|瑞安-凯利（Ryan Kelly）|http://g.hupu.com/nba/players/ryankelly-4807.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4807.jpg|2.11米/6尺11|PF（4号）|104公斤/230磅|1991-04-09|洛杉矶湖人|杜克大学|2013年第2轮第18顺位|美国|165万美元|2年337万，2014/7/22签，2016夏到期|1|0
10136|罗尼-普莱斯（Ronnie Price）|http://g.hupu.com/nba/players/ronnieprice-1085.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1085_931.jpg|1.88米/6尺2|G（9号）|86公斤/190磅|1983-06-21|洛杉矶湖人|犹他山谷大学||美国|114万美元|2年底薪，2013/7/25签，2015夏到期★14-15赛季无保障|9|4
10137|埃德-戴维斯（Ed Davis）|http://g.hupu.com/nba/players/eddavis-3461.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3461_967.jpg|2.08米/6尺10|F/C（21号）|109公斤/240磅|1989-06-05|洛杉矶湖人|北卡罗莱纳大学|2010年第1轮第13顺位|美国|98万美元|2年底薪，2014/7/24签，2016夏到期，2015夏球员选项|6|2
10138|罗伯特-萨克雷（Robert Sacre）|http://g.hupu.com/nba/players/robertsacre-3697.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3697.jpg|2.13米/7尺0|C（50号）|122公斤/270磅|1989-06-06|洛杉矶湖人|冈萨加大学|2012年第2轮第30顺位|美国|91万美元|3年底薪，2013/7/11签，2015夏到期★15-16赛季无保障|2|1
10139|韦斯利-约翰逊（Wesley Johnson）|http://g.hupu.com/nba/players/wesleyjohnson-3452.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3452_777.jpg|2.01米/6尺7|G/F（11号）|98公斤/215磅|1987-07-11|洛杉矶湖人|雪城大学|2010年第1轮第4顺位|美国|88万美元|1年底薪，2013/7/15签，2014夏到期|4|0
10140|泽维尔-亨利（Xavier Henry）|http://g.hupu.com/nba/players/xavierhenry-3460.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3460_826.jpg|1.98米/6尺6|G/F（7号）|100公斤/220磅|1991-03-15|洛杉矶湖人|堪萨斯大学|2010年第1轮第12顺位|比利时|88万美元|1年底薪，2013/9/6签，2014夏到期★无保障合同|4|0
10141|乔丹-克拉克森（Jordan Clarkson）|http://g.hupu.com/nba/players/jordanclarkson-4933.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4933_361.jpg|1.96米/6尺5|PG（6号）|84公斤/185磅|1992-06-07|洛杉矶湖人|密苏里大学|2014年第2轮第16顺位|美国||未签约新秀|0|0
10142|Jabari Brown（Jabari Brown）|http://g.hupu.com/nba/players/jabaribrown-5002.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/5002_619.jpg|1.96米/6尺5|SG（15号）|98公斤/215磅|1992-12-18|洛杉矶湖人|密苏里大学||美国|||0|0
10143|Roscoe Smith（Roscoe Smith）|http://g.hupu.com/nba/players/roscoesmith-5003.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/5003_533.jpg|2.03米/6尺8|PF（14号）|98公斤/215磅|1991-05-01|洛杉矶湖人|内华达大学拉斯维加斯分校||美国|||0|0
10144|鲁迪-盖伊（Rudy Gay）|http://g.hupu.com/nba/players/rudygay-1202.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1202_626.jpg|2.03米/6尺8|F（8号）|104公斤/230磅|1986-08-17|萨克拉门托国王|康涅狄格大学|2006年第1轮第8顺位|美国|1931万美元|5年8230万，2010/7/8签，2015夏到期|12|1
10145|德马库斯-考辛斯（DeMarcus Cousins）|http://g.hupu.com/nba/players/demarcuscousins-3453.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3453.jpg|2.11米/6尺11|F/C（15号）|122公斤/270磅|1990-08-13|萨克拉门托国王|肯塔基大学|2010年第1轮第5顺位|美国|1474万美元|4年6561万，2013/9/28签，2014夏生效，2018夏到期|4|0
10146|卡尔-兰德里（Carl Landry）|http://g.hupu.com/nba/players/carllandry-1394.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1394_704.jpg|2.06米/6尺9|F（24号）|112公斤/248磅|1983-09-19|萨克拉门托国王|普渡大学|2007年第2轮第1顺位|美国|650万美元|4年2600万，2013/7/15签，2017夏到期|11|4
10147|德里克-威廉姆斯（Derrick Williams）|http://g.hupu.com/nba/players/derrickwilliams-3555.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3555.jpg|2.03米/6尺8|F（13号）|109公斤/240磅|1991-05-25|萨克拉门托国王|亚利桑那大学|2011年第1轮第2顺位|美国|633万美元|4年2152万美元，2011/12/12签，2015夏到期|5|0
10148|杰森-汤普森（Jason Thompson）|http://g.hupu.com/nba/players/jasonthompson-3045.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3045.jpg|2.11米/6尺11|F/C（34号）|113公斤/250磅|1986-07-21|萨克拉门托国王|莱德大学|2008年第1轮第12顺位|美国|603万美元|5年3000万，2012/7/13签，2017夏到期★16-17赛季部分保障|6|0
10149|拉蒙-塞申斯（Ramon Sessions）|http://g.hupu.com/nba/players/ramonsessions-1431.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1431_390.jpg|1.91米/6尺3|G（9号）|86公斤/190磅|1986-04-11|萨克拉门托国王|内华达大学|2007年第2轮第26顺位|美国|500万美元|2年1000万，2012/7/14签，2014夏到期|11|1
